Of	Of	pp-f	Of	of	0
withall	withall	av	withal	withal	0
,	,	,	,	,	0
neither	neither	av-dx	neither	neither	0
knowe	knowe	vvb	know	know	0
they	they	pns32	they	they	0
how	how	c-crq	how	how	0
to	to	pc-acp	to	to	0
make	make	vvi	make	make	0
any	any	d	any	any	0
:	:	:	:	:	0
those	those	d	those	those	0
weapons	weapons	n2	weapons	weapon	0
that	that	cst	that	that	0
they	they	pns32	they	they	0
•	•	•	•	•	0
have	have	vhb	have	have	0
,	,	,	,	,	0
are	are	vbr	are	be	0
onely	onely	j	only	only	0
bowes	bowes	n2	bows	bow	0
made	made	vvn	made	make	0
of	of	pp-f	of	of	0
Witch-hazle	Witch-hazle	j	Witch-hazel	witch-hazel	0
,	,	,	,	,	0
and	and	cc	and	and	0
arrowes	arrowes	n2	arrows	arrow	0
of	of	pp-f	of	of	0
reedes	reedes	n2	redes	reed	0
,	,	,	,	,	0
flat	flat	av-j	flat	flat	0
edged	edged	j-vvn	edged	edge	0
truncheons	truncheons	n2	truncheons	truncheon	0
also	also	av	also	also	0
of	of	pp-f	of	of	0
wood	wood	n1	wood	wood	0
about	about	p-acp	about	about	0
a	a	dt	a	a	0
yard	yard	n1	yard	yard	0
long	long	av-j	long	long	0
,	,	,	,	,	0
neither	neither	dx	neither	neither	0
have	have	vhb	have	have	0
they	they	pns32	they	they	0
any	any	d	any	any	0
thing	thing	n1	thing	thing	0
to	to	pc-acp	to	to	0
defend	defend	vvi	defend	defend	0
themselves	themselves	px32	themselves	themselves	0
but	but	p-acp	but	but	0
targets	targets	n2	targets	target	0
made	made	vvn	made	make	0
of	of	pp-f	of	of	0
barkes	barkes	n2	barks	bark	0
,	,	,	,	,	0
and	and	cc	and	and	0
some	some	d	some	some	0
armours	armours	n2	armours	armour	0
made	made	vvn	made	make	0
of	of	pp-f	of	of	0
sticks	sticks	n2	sticks	stick	0
wickered	wickered	vvn	wickered	wicker	0
together	together	av	together	together	0
with	with	p-acp	with	with	0
thread	thread	n1	thread	thread	0
.	.	.	.	.	1
{	{	{	{	{	0
n	n	wd	n	n	0
}	}	}	}	}	0
Their	Their	po32	Their	their	0
townes	townes	n2	towns	town	0
are	are	vbr	are	be	0
but	but	cc-acp	but	but	0
small	small	j	small	small	0
,	,	,	,	,	0
and	and	cc	and	and	0
neere	neere	av-j	near	near	0
the	the	dt	the	the	0
Sea	Sea	n1	Sea	sea	0
coast	coast	n1	coast	coast	0
but	but	p-acp	but	but	0
fewe	fewe	d	few	few	0
,	,	,	,	,	0
some	some	d	some	some	0
contayning	contayning	vvg	containing	contain	0
but	but	p-acp	but	but	0
tenne	tenne	crd	tenne	ten	0
or	or	cc	or	or	0
twelve	twelve	crd	twelve	twelve	0
houses	houses	n2	houses	house	0
;	;	;	;	;	0
some	some	d	some	some	0
20.	20.	crd	20.	20.	0
the	the	dt	the	the	0
greatest	greatest	js	greatest	great	0
that	that	cst	that	that	0
we	we	pns12	we	we	0
have	have	vhb	have	have	0
seene	seene	vvn	seen	see	0
hath	hath	vhz	hath	have	0
bene	bene	vbn	be	be	0
but	but	p-acp	but	but	0
of	of	pp-f	of	of	0
30.	30.	crd	30.	30.	0
houses	houses	n2	houses	house	0
:	:	:	:	:	0
if	if	cs	if	if	0
they	they	pns32	they	they	0
bee	bee	vbb	be	be	0
walled	walled	vvn	walled	wall	0
,	,	,	,	,	0
it	it	pn31	it	it	0
is	is	vbz	is	be	0
onely	onely	av-j	only	only	0
done	done	vdn	done	do	0
with	with	p-acp	with	with	0
barkes	barkes	n2	barks	bark	0
of	of	pp-f	of	of	0
trees	trees	n2	trees	tree	0
made	made	vvn	made	make	0
fast	fast	av-j	fast	fast	0
to	to	p-acp	to	to	0
stakes	stakes	n2	stakes	stake	0
,	,	,	,	,	0
or	or	cc	or	or	0
els	els	av	else	else	0
with	with	p-acp	with	with	0
poles	poles	n2	poles	pole	0
onely	onely	av-j	only	only	0
fixed	fixed	vvn	fixed	fix	0
upright	upright	av-j	upright	upright	0
,	,	,	,	,	0
and	and	cc	and	and	0
close	close	av-j	close	close	0
one	one	pi	one	one	0
by	by	p-acp	by	by	0
another	another	n-jn	another	another	0
.	.	.	.	.	1
{	{	{	{	{	0
n	n	wd	n	n	0
}	}	}	}	}	0
Their	Their	po32	Their	their	0
houses	houses	n2	houses	house	0
are	are	vbr	are	be	0
made	made	vvn	made	make	0
of	of	pp-f	of	of	0
small	small	j	small	small	0
poles	poles	n2	poles	pole	0
,	,	,	,	,	0
made	made	vvd	made	make	0
fast	fast	av-j	fast	fast	0
at	at	p-acp	at	at	0
the	the	dt	the	the	0
tops	tops	n2	tops	top	0
in	in	p-acp	in	in	0
round	round	j	round	round	0
forme	forme	n1	form	form	0
after	after	p-acp	after	after	0
the	the	dt	the	the	0
maner	maner	n1	manner	manner	0
as	as	c-acp	as	as	0
is	is	vbz	is	be	0
used	used	vvn	used	use	0
in	in	p-acp	in	in	0
many	many	d	many	many	0
arbories	arbories	n2	arbories	arbory	0
in	in	p-acp	in	in	0
our	our	po12	our	our	0
gardens	gardens	n2	gardens	garden	0
of	of	pp-f	of	of	0
England	England	np1	England	England	0
,	,	,	,	,	0
in	in	p-acp	in	in	0
most	most	ds	most	most	0
.	.	.	.	.	1
V	V	crd	V	five	0
.	.	.	.	.	1
4	4	crd	4	4	0
{	{	{	{	{	0
n	n	wd	n	n	0
}	}	}	}	}	0
townes	townes	ng1	towns	town	0
covered	covered	vvn	covered	cover	0
with	with	p-acp	with	with	0
barkes	barkes	n2	barks	bark	0
,	,	,	,	,	0
and	and	cc	and	and	0
in	in	p-acp	in	in	0
some	some	d	some	some	0
with	with	p-acp	with	with	0
artificiali	artificiali	fw-la	artificiali	artificiali	0
mats	mats	n2	mats	mat	0
made	made	vvn	made	make	0
of	of	pp-f	of	of	0
long	long	j	long	long	0
rushes	rushes	n2	rushes	rush	0
,	,	,	,	,	0
from	from	p-acp	from	from	0
the	the	dt	the	the	0
tops	tops	n2	tops	top	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
houses	houses	n2	houses	house	0
downe	downe	a-acp	down	down	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
ground	ground	n1	ground	ground	0
.	.	.	.	.	1
The	The	dt	The	the	0
length	length	n1	length	length	0
of	of	pp-f	of	of	0
them	them	pno32	them	they	0
is	is	vbz	is	be	0
commonly	commonly	av-j	commonly	common	0
double	double	j-jn	double	double	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
breadth	breadth	n1	breadth	breadth	0
,	,	,	,	,	0
in	in	p-acp	in	in	0
some	some	d	some	some	0
places	places	n2	places	place	0
they	they	pns32	they	they	0
are	are	vbr	are	be	0
but	but	cc-acp	but	but	0
12.	12.	crd	12.	12.	0
and	and	cc	and	and	0
16.	16.	crd	16.	16.	0
yards	yards	n2	yards	yard	0
long	long	av-j	long	long	0
,	,	,	,	,	0
and	and	cc	and	and	0
in	in	p-acp	in	in	0
other	other	j-jn	other	other	0
some	some	d	some	some	0
we	we	pns12	we	we	0
have	have	vhb	have	have	0
seene	seene	vvn	seen	see	0
of	of	pp-f	of	of	0
foure	foure	crd	foure	four	0
and	and	cc	and	and	0
twentie	twentie	crd	twentie	twenty	0
.	.	.	.	.	1
{	{	{	{	{	0
n	n	wd	n	n	0
}	}	}	}	}	0
In	In	p-acp	In	in	0
some	some	d	some	some	0
places	places	n2	places	place	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Countrey	Countrey	n1	Country	country	0
,	,	,	,	,	0
one	one	crd	one	one	0
onely	onely	j	only	only	0
towne	towne	n1	town	town	0
belongeth	belongeth	vvz	belongeth	belong	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
government	government	n1	government	government	0
of	of	pp-f	of	of	0
a	a	dt	a	a	0
Wiroans	Wiroans	n2	Wiroans	wiroan	0
or	or	cc	or	or	0
chiefe	chiefe	j-jn	chief	chief	0
Lord	Lord	n1	Lord	lord	0
,	,	,	,	,	0
in	in	p-acp	in	in	0
other	other	j-jn	other	other	0
some	some	d	some	some	0
two	two	crd	two	two	0
or	or	cc	or	or	0
three	three	crd	three	three	0
,	,	,	,	,	0
in	in	p-acp	in	in	0
some	some	d	some	some	0
sixe	sixe	crd	sixe	six	0
,	,	,	,	,	0
eight	eight	crd	eight	eight	0
,	,	,	,	,	0
and	and	cc	and	and	0
more	more	av-dc	more	more	0
:	:	:	:	:	0
the	the	dt	the	the	0
greatest	greatest	js	greatest	great	0
Wiroans	Wiroans	n2	Wiroans	wiroan	0
that	that	cst	that	that	0
yet	yet	av	yet	yet	0
wee	wee	pns12	we	we	0
had	had	vhd	had	have	0
dealing	dealing	n-vvg	dealing	deal	0
with	with	p-acp	with	with	0
,	,	,	,	,	0
had	had	vhd	had	have	0
but	but	p-acp	but	but	0
eighteene	eighteene	crd	eighteene	eighteen	0
townes	townes	n2	towns	town	0
in	in	p-acp	in	in	0
his	his	po31	his	his	0
government	government	n1	government	government	0
,	,	,	,	,	0
and	and	cc	and	and	0
able	able	j	able	able	0
to	to	pc-acp	to	to	0
make	make	vvi	make	make	0
not	not	xx	not	not	0
above	above	p-acp	above	above	0
seven	seven	crd	seven	seven	0
or	or	cc	or	or	0
eight	eight	crd	eight	eight	0
hundreth	hundreth	ord	hundreth	hundred	0
fighting	fighting	vvg	fighting	fight	0
men	men	n2	men	man	0
at	at	p-acp	at	at	0
the	the	dt	the	the	0
most	most	av-ds	most	most	0
.	.	.	.	.	1
The	The	dt	The	the	0
language	language	n1	language	language	0
of	of	pp-f	of	of	0
every	every	d	every	every	0
government	government	n1	government	government	0
is	is	vbz	is	be	0
different	different	j	different	different	0
from	from	p-acp	from	from	0
any	any	d	any	any	0
other	other	n-jn	other	other	0
,	,	,	,	,	0
and	and	cc	and	and	0
the	the	dt	the	the	0
further	further	jc	further	further	0
they	they	pns32	they	they	0
are	are	vbr	are	be	0
distant	distant	j	distant	distant	0
,	,	,	,	,	0
the	the	dt	the	the	0
greater	greater	jc	greater	great	0
is	is	vbz	is	be	0
the	the	dt	the	the	0
difference	difference	n1	difference	difference	0
.	.	.	.	.	1
{	{	{	{	{	0
n	n	wd	n	n	0
}	}	}	}	}	0
Their	Their	po32	Their	their	0
maner	maner	n1	manner	manner	0
of	of	pp-f	of	of	0
warres	warres	n2	wars	war	0
amongst	amongst	p-acp	among	among	0
themselves	themselves	px32	themselves	themselves	0
is	is	vbz	is	be	0
either	either	av-d	either	either	0
by	by	p-acp	by	by	0
sudden	sudden	j	sudden	sudden	0
surprising	surprising	vvg	surprising	surprise	0
one	one	pi	one	one	0
an	an	dt	and	a	0
other	other	n-jn	other	other	0
most	most	av-ds	most	most	0
commonly	commonly	av-j	commonly	common	0
about	about	p-acp	about	about	0
the	the	dt	the	the	0
dawning	dawning	n-vvg	dawning	dawn	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
day	day	n1	day	day	0
,	,	,	,	,	0
or	or	cc	or	or	0
moone-light	moone-light	n1	moonlight	moonlight	0
,	,	,	,	,	0
or	or	cc	or	or	0
els	els	av	else	else	0
by	by	p-acp	by	by	0
ambushes	ambushes	n2	ambushes	ambush	0
,	,	,	,	,	0
or	or	cc	or	or	0
some	some	d	some	some	0
subtile	subtile	j	subtle	subtle	0
devises	devises	n2	devises	devise	0
.	.	.	.	.	1
Set	Set	j-vvn	Set	set	0
battels	battels	n2	battles	battle	0
are	are	vbr	are	be	0
very	very	av	very	very	0
rare	rare	j	rare	rare	0
,	,	,	,	,	0
except	except	c-acp	except	except	0
it	it	pn31	it	it	0
fall	fall	vvb	fallen	fall	0
out	out	av	out	out	0
where	where	c-crq	where	where	0
there	there	pc-acp	there	there	0
are	are	vbr	are	be	0
many	many	d	many	many	0
trees	trees	n2	trees	tree	0
,	,	,	,	,	0
where	where	c-crq	where	where	0
either	either	d	either	either	0
part	part	n1	part	part	0
may	may	vmb	may	may	0
have	have	vhi	have	have	0
some	some	d	some	some	0
hope	hope	n1	hope	hope	0
of	of	pp-f	of	of	0
defence	defence	n1	defence	defence	0
,	,	,	,	,	0
after	after	p-acp	after	after	0
the	the	dt	the	the	0
delivery	delivery	n1	delivery	delivery	0
of	of	pp-f	of	of	0
every	every	d	every	every	0
arrow	arrow	n1	arrow	arrow	0
,	,	,	,	,	0
in	in	p-acp	in	in	0
leaping	leaping	vvg	leaping	leap	0
behind	behind	p-acp	behind	behind	0
some	some	d	some	some	0
or	or	cc	or	or	0
other	other	n-jn	other	other	0
.	.	.	.	.	1
{	{	{	{	{	0
n	n	wd	n	n	0
}	}	}	}	}	0
If	If	cs	If	if	0
there	there	pc-acp	there	there	0
fall	fall	vvi	fallen	fall	0
out	out	av	out	out	0
any	any	d	any	any	0
warres	warres	n2	wars	war	0
betweene	betweene	p-acp	between	between	0
us	us	pno12	us	we	0
and	and	cc	and	and	0
them	them	pno32	them	they	0
,	,	,	,	,	0
what	what	r-crq	what	what	0
their	their	po32	their	their	0
fight	fight	n1	fight	fight	0
is	is	vbz	is	be	0
likely	likely	j	likely	likely	0
to	to	pc-acp	to	to	0
bee	bee	vbi	be	be	0
,	,	,	,	,	0
wee	wee	pns12	we	we	0
having	having	vhg	having	have	0
advantages	advantages	n2	advantages	advantage	0
against	against	p-acp	against	against	0
them	them	pno32	them	they	0
so	so	av	so	so	0
many	many	d	many	many	0
maner	maner	n1	manner	manner	0
of	of	pp-f	of	of	0
wayes	wayes	n2	ways	way	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
by	by	p-acp	by	by	0
our	our	po12	our	our	0
discipline	discipline	n1	discipline	discipline	0
,	,	,	,	,	0
our	our	po12	our	our	0
strange	strange	j	strange	strange	0
weapons	weapons	n2	weapons	weapon	0
and	and	cc	and	and	0
devises	devises	n2	devises	devise	0
else	else	av	else	else	0
,	,	,	,	,	0
especially	especially	av-j	especially	especial	0
Ordinance	Ordinance	n1	Ordinance	ordinance	0
great	great	j	great	great	0
and	and	cc	and	and	0
small	small	j	small	small	0
,	,	,	,	,	0
it	it	pn31	it	it	0
may	may	vmb	may	may	0
easily	easily	av-j	easily	easy	0
bee	bee	vbi	be	be	0
imagined	imagined	vvn	imagined	imagine	0
:	:	:	:	:	0
by	by	p-acp	by	by	0
the	the	dt	the	the	0
experience	experience	n1	experience	experience	0
wee	wee	pns12	we	we	0
have	have	vhb	have	have	0
had	had	vhn	had	have	0
in	in	p-acp	in	in	0
some	some	d	some	some	0
places	places	n2	places	place	0
,	,	,	,	,	0
the	the	dt	the	the	0
turning	turning	vvg	turning	turn	0
up	up	a-acp	up	up	0
of	of	pp-f	of	of	0
their	their	po32	their	their	0
heeles	heeles	n2	heals	heal	0
against	against	p-acp	against	against	0
us	us	pno12	us	we	0
in	in	p-acp	in	in	0
running	running	vvg	running	run	0
away	away	av	away	away	0
was	was	vbds	was	be	0
their	their	po32	their	their	0
best	best	js	best	best	0
defence	defence	n1	defence	defence	0
.	.	.	.	.	1
{	{	{	{	{	0
n	n	wd	n	n	0
}	}	}	}	}	0
In	In	p-acp	In	in	0
respect	respect	n1	respect	respect	0
of	of	pp-f	of	of	0
us	us	pno12	us	we	0
they	they	pns32	they	they	0
are	are	vbr	are	be	0
a	a	dt	a	a	0
people	people	n1	people	people	0
poore	poore	j	poor	poor	0
,	,	,	,	,	0
and	and	cc	and	and	0
for	for	p-acp	for	for	0
want	want	n1	want	want	0
of	of	pp-f	of	of	0
skill	skill	n1	skill	skill	0
and	and	cc	and	and	0
judgement	judgement	n1	judgement	judgement	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
knowledge	knowledge	n1	knowledge	knowledge	0
and	and	cc	and	and	0
use	use	n1	use	use	0
of	of	pp-f	of	of	0
our	our	po12	our	our	0
things	things	n2	things	thing	0
,	,	,	,	,	0
doe	doe	vdb	do	do	0
esteeme	esteeme	vvi	esteem	esteem	0
our	our	po12	our	our	0
trifles	trifles	n2	trifles	trifle	0
before	before	p-acp	before	before	0
things	things	n2	things	thing	0
of	of	pp-f	of	of	0
greater	greater	jc	greater	great	0
value	value	n1	valve	value	0
:	:	:	:	:	0
Notwithstanding	Notwithstanding	a-acp	Notwithstanding	notwithstanding	0
,	,	,	,	,	0
in	in	p-acp	in	in	0
their	their	po32	their	their	0
proper	proper	j	proper	proper	0
maner	maner	n1	manner	manner	0
(	(	(	(	(	0
considering	considering	vvg	considering	consider	0
the	the	dt	the	the	0
want	want	n1	want	want	0
of	of	pp-f	of	of	0
such	such	d	such	such	0
meanes	meanes	n2	means	mean	0
as	as	c-acp	as	as	0
we	we	pns12	we	we	0
have	have	vhb	have	have	0
)	)	)	)	)	0
,	,	,	,	,	0
they	they	pns32	they	they	0
seeme	seeme	vvb	seem	seem	0
very	very	av	very	very	0
ingenious	ingenious	j	ingenious	ingenious	0
.	.	.	.	.	1
For	For	p-acp	For	for	0
although	although	cs	although	although	0
they	they	pns32	they	they	0
have	have	vhb	have	have	0
no	no	dx	no	no	0
such	such	d	such	such	0
tooles	tooles	n2	tools	tool	0
,	,	,	,	,	0
nor	nor	ccx	nor	nor	0
any	any	d	any	any	0
such	such	d	such	such	0
crafts	crafts	n2	crafts	craft	0
,	,	,	,	,	0
Sciences	Sciences	n2	Sciences	science	0
and	and	cc	and	and	0
Artes	Artes	n2	Arts	art	0
as	as	p-acp	as	as	0
375	375	crd	375	375	0
{	{	{	{	{	0
n	n	wd	n	n	0
}	}	}	}	}	0
wee	wee	pns12	we	we	0
,	,	,	,	,	0
yet	yet	av	yet	yet	0
in	in	p-acp	in	in	0
those	those	d	those	those	0
things	things	n2	things	thing	0
they	they	pns32	they	they	0
doe	doe	vdb	do	do	0
,	,	,	,	,	0
they	they	pns32	they	they	0
shew	shew	vvb	show	show	0
excellende	excellende	fw-la	excellende	excellende	0
of	of	pp-f	of	of	0
wit	wit	n1	wit	wit	0
.	.	.	.	.	1
And	And	cc	And	and	0
by	by	p-acp	by	by	0
how	how	c-crq	how	how	0
much	much	av-d	much	much	0
they	they	pns32	they	they	0
upon	upon	p-acp	upon	upon	0
due	due	j-jn	due	due	0
consideration	consideration	n1	consideration	consideration	0
shall	shall	vmb	shall	shall	0
finde	finde	vvi	find	find	0
our	our	po12	our	our	0
maner	maner	n1	manner	manner	0
of	of	pp-f	of	of	0
knowledges	knowledges	n2	knowledges	knowledge	0
and	and	cc	and	and	0
crafts	crafts	n2	crafts	craft	0
to	to	pc-acp	to	to	0
exceede	exceede	vvi	exceed	exceed	0
theirs	theirs	png32	theirs	they	0
in	in	p-acp	in	in	0
perfection	perfection	n1	perfection	perfection	0
,	,	,	,	,	0
and	and	cc	and	and	0
speede	speede	n1	speed	speed	0
for	for	p-acp	for	for	0
doing	doing	vdg	doing	do	0
or	or	cc	or	or	0
execution	execution	n1	execution	execution	0
,	,	,	,	,	0
by	by	p-acp	by	by	0
so	so	av	so	so	0
much	much	av-d	much	much	0
the	the	dt	the	the	0
more	more	dc	more	more	0
is	is	vbz	is	be	0
it	it	pn31	it	it	0
probable	probable	j	probable	probable	0
that	that	cst	that	that	0
they	they	pns32	they	they	0
should	should	vmd	should	shall	0
desire	desire	vvi	desire	desire	0
our	our	po12	our	our	0
friendship	friendship	n1	friendship	friendship	0
and	and	cc	and	and	0
love	love	n1	love	love	0
,	,	,	,	,	0
and	and	cc	and	and	0
have	have	vhb	have	have	0
the	the	dt	the	the	0
greater	greater	jc	greater	great	0
respect	respect	n1	respect	respect	0
for	for	p-acp	for	for	0
pleasing	pleasing	vvg	pleasing	please	0
and	and	cc	and	and	0
obeying	obeying	vvg	obeying	obey	0
us	us	pno12	us	we	0
.	.	.	.	.	1
Whereby	Whereby	c-crq	Whereby	whereby	0
may	may	vmb	may	may	0
bee	bee	vbi	be	be	0
hoped	hoped	vvn	hoped	hope	0
,	,	,	,	,	0
if	if	cs	if	if	0
meanes	meanes	n2	means	mean	0
of	of	pp-f	of	of	0
good	good	j	good	good	0
government	government	n1	government	government	0
be	be	vbi	be	be	0
used	used	vvn	used	use	0
,	,	,	,	,	0
that	that	cst	that	that	0
they	they	pns32	they	they	0
may	may	vmb	may	may	0
in	in	p-acp	in	in	0
short	short	j	short	short	0
time	time	n1	time	time	0
bee	bee	vbi	be	be	0
brought	brought	vvn	brought	bring	0
to	to	p-acp	to	to	0
civilitie	civilitie	n1	civility	civility	0
,	,	,	,	,	0
and	and	cc	and	and	0
the	the	dt	the	the	0
imbracing	imbracing	vvg	embracing	embrace	0
of	of	pp-f	of	of	0
true	true	j	true	true	0
Religion	Religion	n1	Religion	religion	0
.	.	.	.	.	1
{	{	{	{	{	0
n	n	wd	n	n	0
}	}	}	}	}	0
Some	Some	d	Some	some	0
religion	religion	n1	religion	religion	0
they	they	pns32	they	they	0
have	have	vhb	have	have	0
already	already	av	already	already	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
although	although	cs	although	although	0
it	it	pn31	it	it	0
be	be	vbb	be	be	0
farre	farre	av-j	far	far	0
from	from	p-acp	from	from	0
the	the	dt	the	the	0
trueth	trueth	n1	truth	truth	0
,	,	,	,	,	0
yet	yet	av	yet	yet	0
being	being	vbg	being	be	0
as	as	p-acp	as	as	0
it	it	pn31	it	it	0
is	is	vbz	is	be	0
,	,	,	,	,	0
there	there	pc-acp	there	there	0
is	is	vbz	is	be	0
hope	hope	n1	hope	hope	0
it	it	pn31	it	it	0
may	may	vmb	may	may	0
be	be	vbi	be	be	0
the	the	dt	the	the	0
easier	easier	jc	easier	easy	0
and	and	cc	and	and	0
sooner	sooner	av-c	sooner	soon	0
reformed	reformed	vvn	reformed	reform	0
.	.	.	.	.	1
{	{	{	{	{	0
n	n	wd	n	n	0
}	}	}	}	}	0
They	They	pns32	They	they	0
beleeve	beleeve	vvi	believe	believe	0
that	that	cst	that	that	0
there	there	a-acp	there	there	0
are	are	vbr	are	be	0
many	many	d	many	many	0
gods	gods	n2	gods	god	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
they	they	pns32	they	they	0
call	call	vvb	call	call	0
Mantoac	Mantoac	np1	Mantoac	Mantoac	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
of	of	pp-f	of	of	0
different	different	j	different	different	0
sorts	sorts	n2	sorts	sort	0
&	&	cc	&	and	0
degrees	degrees	n2	degrees	degree	0
,	,	,	,	,	0
one	one	pi	one	one	0
onely	onely	av-j	only	only	0
chiefe	chiefe	n-jn	chief	chief	0
and	and	cc	and	and	0
great	great	j	great	great	0
God	God	np1	God	God	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
hath	hath	vhz	hath	have	0
bene	bene	vbn	be	be	0
from	from	p-acp	from	from	0
all	all	d	all	all	0
eternitie	eternitie	n1	eternity	eternity	0
.	.	.	.	.	1
Who	Who	q-crq	Who	who	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
they	they	pns32	they	they	0
affirme	affirme	vvb	affirm	affirm	0
,	,	,	,	,	0
when	when	c-crq	when	when	0
hee	hee	pns31	he	he	0
purposed	purposed	vvd	purposed	purpose	0
to	to	pc-acp	to	to	0
make	make	vvi	make	make	0
the	the	dt	the	the	0
world	world	n1	world	world	0
,	,	,	,	,	0
made	made	vvd	made	make	0
first	first	ord	first	first	0
other	other	n-jn	other	other	0
gods	gods	n2	gods	god	0
of	of	pp-f	of	of	0
a	a	dt	a	a	0
principali	principali	fw-la	principali	principali	0
