The	The	dt	The	the	0
ministration	ministration	n1	ministration	ministration	0
of	of	pp-f	of	of	0
justice	justice	n1	justice	justice	0
.	.	.	.	.	1
And	And	cc	And	and	0
further	further	av-jc	further	further	0
,	,	,	,	,	0
you	you	pn22	you	you	0
shal	shal	vmb	shall	shall	0
observe	observe	vvi	observe	observe	0
,	,	,	,	,	0
and	and	cc	and	and	0
cause	cause	n1	cause	cause	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
observed	observed	vvn	observed	observe	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
much	much	d	much	much	0
as	as	c-acp	as	as	0
in	in	p-acp	in	in	0
you	you	pn22	you	you	0
lieth	lieth	vvz	lies	lie	0
,	,	,	,	,	0
all	all	d	all	all	0
and	and	cc	and	and	0
singular	singular	j	singular	singular	0
rules	rules	n2	rules	rule	0
,	,	,	,	,	0
articles	articles	n2	articles	article	0
,	,	,	,	,	0
provisions	provisions	n2	provisions	provision	0
hitherto	hitherto	av	hitherto	hitherto	0
made	made	vvn	made	make	0
,	,	,	,	,	0
or	or	cc	or	or	0
heereafter	heereafter	av	hereafter	hereafter	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
made	made	vvn	made	make	0
for	for	p-acp	for	for	0
the	the	dt	the	the	0
preservation	preservation	n1	preservation	preservation	0
or	or	cc	or	or	0
safeconduct	safeconduct	vvi	safeconduct	safeconduct	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
fleete	fleete	n1	fleet	fleet	0
and	and	cc	and	and	0
voyage	voyage	n1	voyage	voyage	0
,	,	,	,	,	0
and	and	cc	and	and	0
benefit	benefit	n1	benefit	benefit	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
company	company	n1	company	company	0
.	.	.	.	.	1
You	You	pn22	You	you	0
shall	shall	vmb	shall	shall	0
not	not	xx	not	not	0
permit	permit	vvi	permit	permit	0
nor	nor	ccx	nor	nor	0
suffer	suffer	vvi	suffer	suffer	0
the	the	dt	the	the	0
stocke	stocke	n1	stock	stock	0
or	or	cc	or	or	0
goods	goods	n2-j	goods	good	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
company	company	n1	company	company	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
wasted	wasted	vvn	wasted	waste	0
,	,	,	,	,	0
imbezeled	imbezeled	vvn	embezzled	embezzle	0
,	,	,	,	,	0
or	or	cc	or	or	0
consumed	consumed	vvn	consumed	consume	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
shall	shall	vmb	shall	shall	0
conserve	conserve	vvi	conserve	conserve	0
the	the	dt	the	the	0
same	same	d	same	same	0
whole	whole	j-jn	whole	whole	0
and	and	cc	and	and	0
entire	entire	j	entire	entire	0
,	,	,	,	,	0
without	without	p-acp	without	without	0
diminishment	diminishment	n1	diminishment	diminishment	0
,	,	,	,	,	0
untill	untill	c-acp	until	until	0
you	you	pn22	you	you	0
shall	shall	vmb	shall	shall	0
have	have	vhi	have	have	0
delivered	delivered	vvn	delivered	deliver	0
,	,	,	,	,	0
or	or	cc	or	or	0
cause	cause	n1	cause	cause	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
delivered	delivered	vvn	delivered	deliver	0
the	the	dt	the	the	0
same	same	d	same	same	0
,	,	,	,	,	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
use	use	n1	use	use	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
companie	companie	n1	company	company	0
.	.	.	.	.	1
And	And	cc	And	and	0
finally	finally	av-j	finally	final	0
you	you	pn22	you	you	0
shal	shal	vmb	shall	shall	0
use	use	vvi	use	use	0
your	your	po22	your	your	0
selfe	selfe	n1	self	self	0
in	in	p-acp	in	in	0
all	all	d	all	all	0
points	points	n2	points	point	0
,	,	,	,	,	0
sorts	sorts	n2	sorts	sort	0
,	,	,	,	,	0
and	and	cc	and	and	0
conditions	conditions	n2	conditions	condition	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
to	to	p-acp	to	to	0
a	a	dt	a	a	0
faithfull	faithfull	j	faithful	faithful	0
captaine	captaine	n1	captain	captain	0
,	,	,	,	,	0
and	and	cc	and	and	0
brother	brother	n1	brother	brother	0
of	of	pp-f	of	of	0
this	this	d	this	this	0
companie	companie	n1	company	company	0
shall	shall	vmb	shall	shall	0
belong	belong	vvi	belong	belong	0
and	and	cc	and	and	0
appertaine	appertaine	vvi	appertain	appertain	0
:	:	:	:	:	0
So	So	av	So	so	0
helpe	helpe	vvb	help	help	0
you	you	pn22	you	you	0
God	God	np1	God	God	0
,	,	,	,	,	0
&c.	&c.	av	etc.	etc	0
{	{	{	{	{	0
n	n	wd	n	n	0
}	}	}	}	}	1
