The	The	dt	The	the	0
to	to	pc-acp	to	to	0
appease	appease	vvi	appease	appease	0
his	his	po31	his	his	0
Highnesse	Highnesse	n1	Highness	highness	0
mislike	mislike	vvi	mislike	mislike	0
and	and	cc	and	and	0
exception	exception	n1	exception	exception	0
taken	taken	vvn	taken	take	0
aswell	aswell	av	aswell	aswell	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
person	person	n1	person	person	0
of	of	pp-f	of	of	0
our	our	po12	our	our	0
Messenger	Messenger	n1	Messenger	messenger	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
to	to	p-acp	to	to	0
our	our	po12	our	our	0
princely	princely	j	princely	princely	0
letters	letters	n2	letters	letter	0
sent	sent	vvn	sent	send	0
by	by	p-acp	by	by	0
him	him	pno31	him	he	0
:	:	:	:	:	0
both	both	av-d	both	both	0
of	of	pp-f	of	of	0
which	which	r-crq	which	which	0
points	points	n2	points	point	0
we	we	pns12	we	we	0
have	have	vhb	have	have	0
answered	answered	vvn	answered	answer	0
in	in	p-acp	in	in	0
our	our	po12	our	our	0
letters	letters	n2	letters	letter	0
sent	sent	vvn	sent	send	0
by	by	p-acp	by	by	0
this	this	d	this	this	0
bearer	bearer	n1	bearer	bearer	0
directed	directed	vvn	directed	direct	0
to	to	p-acp	to	to	0
our	our	po12	our	our	0
sayd	sayd	j-vvn	said	say	0
loving	loving	n1	loving	love	0
brother	brother	n1	brother	brother	0
the	the	dt	the	the	0
Emperour	Emperour	n1	Emperor	emperor	0
:	:	:	:	:	0
upon	upon	p-acp	upon	upon	0
perusing	perusing	vvg	perusing	peruse	0
whereof	whereof	c-crq	whereof	whereof	0
we	we	pns12	we	we	0
doubt	doubt	vvb	doubt	doubt	0
not	not	xx	not	not	0
but	but	p-acp	but	but	0
his	his	po31	his	his	0
Majestie	Majestie	n1	Majesty	majesty	0
will	will	vmb	will	will	0
be	be	vbi	be	be	0
well	well	av	well	well	0
satisfied	satisfied	vvn	satisfied	satisfy	0
touching	touching	vvg	touching	touch	0
our	our	po12	our	our	0
sayd	sayd	j-vvn	said	say	0
Messenger	Messenger	n1	Messenger	messenger	0
and	and	cc	and	and	0
former	former	j	former	former	0
letters	letters	n2	letters	letter	0
.	.	.	.	.	1
And	And	cc	And	and	0
for	for	p-acp	for	for	0
the	the	dt	the	the	0
honourable	honourable	j	honourable	honourable	0
course	course	n1	course	course	0
holden	holden	vvn	held	hold	0
by	by	p-acp	by	by	0
your	your	po22	your	your	0
Lordship	Lordship	n1	Lordship	lordship	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
interposing	interposing	vvg	interposing	interpose	0
of	of	pp-f	of	of	0
your	your	po22	your	your	0
opinion	opinion	n1	opinion	opinion	0
and	and	cc	and	and	0
favourable	favourable	j	favourable	favourable	0
construction	construction	n1	construction	construction	0
in	in	p-acp	in	in	0
a	a	dt	a	a	0
thing	thing	n1	thing	thing	0
which	which	r-crq	which	which	0
might	might	vmd	might	may	0
grow	grow	vvi	grow	grow	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
offence	offence	n1	offence	offence	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
league	league	n1	league	league	0
and	and	cc	and	and	0
amitie	amitie	n1	amity	amity	0
standing	standing	vvg	standing	stand	0
betweene	betweene	p-acp	between	between	0
your	your	po22	your	your	0
Soveraigne	Soveraigne	j-jn	Sovereign	sovereign	0
Lord	Lord	n1	Lord	lord	0
and	and	cc	and	and	0
us	us	pno12	us	we	0
(	(	(	(	(	0
wherein	wherein	c-crq	wherein	wherein	0
your	your	po22	your	your	0
Lordship	Lordship	n1	Lordship	lordship	0
performed	performed	vvd	performed	perform	0
the	the	dt	the	the	0
office	office	n1	office	office	0
of	of	pp-f	of	of	0
an	an	dt	and	a	0
honourable	honourable	j	honourable	honourable	0
and	and	cc	and	and	0
grave	grave	j	grave	grave	0
Counsellour	Counsellour	n1	Counselor	counsellor	0
)	)	)	)	)	0
we	we	pns12	we	we	0
take	take	vvb	take	take	0
our	our	po12	our	our	0
selfe	selfe	n1	self	self	0
beholding	beholding	vvg	beholding	behold	0
to	to	p-acp	to	to	0
your	your	po22	your	your	0
Lordship	Lordship	n1	Lordship	lordship	0
for	for	p-acp	for	for	0
your	your	po22	your	your	0
readinesse	readinesse	n1	readiness	readiness	0
in	in	p-acp	in	in	0
that	that	d	that	that	0
behalfe	behalfe	n1	behalf	behalf	0
,	,	,	,	,	0
and	and	cc	and	and	0
doe	doe	vdb	do	do	0
assure	assure	vvi	assure	assure	0
our	our	po12	our	our	0
selfe	selfe	n1	self	self	0
that	that	cst	that	that	0
the	the	dt	the	the	0
same	same	d	same	same	0
did	did	vdd	did	do	0
proceed	proceed	vvi	proceed	proceed	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
especiall	especiall	j	especial	especial	0
love	love	n1	love	love	0
and	and	cc	and	and	0
kinde	kinde	j	kind	kind	0
affection	affection	n1	affection	affection	0
that	that	cst	that	that	0
your	your	po22	your	your	0
Lordship	Lordship	n1	Lordship	lordship	0
hath	hath	vhz	hath	have	0
ever	ever	av	ever	ever	0
borne	borne	vvn	born	bear	0
and	and	cc	and	and	0
continued	continued	vvn	continued	continue	0
towards	towards	p-acp	towards	towards	0
us	us	pno12	us	we	0
,	,	,	,	,	0
whereof	whereof	c-crq	whereof	whereof	0
our	our	po12	our	our	0
princely	princely	j	princely	princely	0
nature	nature	n1	nature	nature	0
will	will	vmb	will	will	0
never	never	av-x	never	never	0
be	be	vbi	be	be	0
unmindfull	unmindfull	j	unmindful	unmindful	0
.	.	.	.	.	1
We	We	pns12	We	we	0
have	have	vhb	have	have	0
bene	bene	vbn	be	be	0
also	also	av	also	also	0
from	from	p-acp	from	from	0
time	time	n1	time	time	0
{	{	{	{	{	0
n	n	wd	n	n	0
}	}	}	}	}	0
428	428	crd	428	428	0
{	{	{	{	{	0
n	n	wd	n	n	0
}	}	}	}	}	0
to	to	pc-acp	to	to	0
time	time	n1	time	time	0
made	made	vvd	made	make	0
acquainted	acquainted	vvn	acquainted	acquaint	0
by	by	p-acp	by	by	0
our	our	po12	our	our	0
chiefe	chiefe	n-jn	chief	chief	0
and	and	cc	and	and	0
principali	principali	fw-la	principali	principali	0
Counsellour	Counsellour	n1	Counselor	counsellor	0
William	William	np1	William	William	0
Lord	Lord	n1	Lord	lord	0
Burghley	Burghley	np1	Burghley	Burghley	0
,	,	,	,	,	0
Lord	Lord	n1	Lord	lord	0
high	high	j	high	high	0
Treasurour	Treasurour	n1	Treasurer	treasurer	0
of	of	pp-f	of	of	0
our	our	po12	our	our	0
Highnesse	Highnesse	n1	Highness	highness	0
Realme	Realme	n1	Realm	realm	0
of	of	pp-f	of	of	0
England	England	np1	England	England	0
,	,	,	,	,	0
of	of	pp-f	of	of	0
your	your	po22	your	your	0
letters	letters	n2	letters	letter	0
which	which	r-crq	which	which	0
have	have	vhb	have	have	0
passed	passed	vvn	passed	pass	0
betweene	betweene	p-acp	between	between	0
your	your	po22	your	your	0
Lordship	Lordship	n1	Lordship	lordship	0
and	and	cc	and	and	0
him	him	pno31	him	he	0
,	,	,	,	,	0
concerning	concerning	vvg	concerning	concern	0
the	the	dt	the	the	0
entercourse	entercourse	n1	intercourse	intercourse	0
of	of	pp-f	of	of	0
our	our	po12	our	our	0
Merchants	Merchants	n2	Merchant's	merchant	0
trafficke	trafficke	vvi	traffic	traffic	0
in	in	p-acp	in	in	0
your	your	po22	your	your	0
Countreys	Countreys	ng2	Countries'	country	0
,	,	,	,	,	0
and	and	cc	and	and	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
honourable	honourable	j	honourable	honourable	0
offices	offices	n2	offices	office	0
done	done	vdn	done	do	0
by	by	p-acp	by	by	0
your	your	po22	your	your	0
Lordship	Lordship	n1	Lordship	lordship	0
with	with	p-acp	with	with	0
the	the	dt	the	the	0
Emperour	Emperour	n1	Emperor	emperor	0
in	in	p-acp	in	in	0
favour	favour	n1	favour	favour	0
of	of	pp-f	of	of	0
our	our	po12	our	our	0
sayd	sayd	j-vvn	said	say	0
Marchants	Marchants	n2	Merchants	merchant	0
.	.	.	.	.	1
And	And	cc	And	and	0
lastly	lastly	ord	lastly	last	0
(	(	(	(	(	0
which	which	r-crq	which	which	0
wee	wee	pns12	we	we	0
take	take	vvb	take	take	0
a	a	dt	a	a	0
most	most	av-ds	most	most	0
assured	assured	j-vvn	assured	assure	0
argument	argument	n1	argument	argument	0
of	of	pp-f	of	of	0
your	your	po22	your	your	0
undoubted	undoubted	j	undoubted	undoubted	0
love	love	n1	love	love	0
and	and	cc	and	and	0
affection	affection	n1	affection	affection	0
towards	towards	p-acp	towards	towards	0
us	us	pno12	us	we	0
)	)	)	)	)	0
that	that	cst	that	that	0
your	your	po22	your	your	0
Lordship	Lordship	n1	Lordship	lordship	0
hath	hath	vhz	hath	have	0
vouchsafed	vouchsafed	vvn	vouchsafed	vouchsafe	0
,	,	,	,	,	0
and	and	cc	and	and	0
of	of	pp-f	of	of	0
purpose	purpose	n1	purpose	purpose	0
taken	taken	vvn	taken	take	0
into	into	p-acp	into	into	0
your	your	po22	your	your	0
hands	hands	n2	hands	hand	0
the	the	dt	the	the	0
protection	protection	n1	protection	protection	0
of	of	pp-f	of	of	0
our	our	po12	our	our	0
sayd	sayd	j-vvn	said	say	0
Merchants	Merchants	n2	Merchant's	merchant	0
,	,	,	,	,	0
and	and	cc	and	and	0
the	the	dt	the	the	0
hearing	hearing	n-vvg	hearing	hear	0
and	and	cc	and	and	0
determining	determining	vvg	determining	determine	0
of	of	pp-f	of	of	0
all	all	d	all	all	0
their	their	po32	their	their	0
causes	causes	n2	causes	cause	0
and	and	cc	and	and	0
occasions	occasions	n2	occasions	occasion	0
whatsoever	whatsoever	r-crq	whatsoever	whatsoever	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
shall	shall	vmb	shall	shall	0
concerne	concerne	vvi	concern	concern	0
them	them	pno32	them	they	0
or	or	cc	or	or	0
their	their	po32	their	their	0
trade	trade	n1	trade	trade	0
.	.	.	.	.	1
All	All	av-d	All	all	0
which	which	r-crq	which	which	0
wee	wee	pns12	we	we	0
conceive	conceive	vvb	conceive	conceive	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
done	done	vdn	done	do	0
for	for	p-acp	for	for	0
our	our	po12	our	our	0
sake	sake	n1	sake	sake	0
,	,	,	,	,	0
and	and	cc	and	and	0
therefore	therefore	av	therefore	therefore	0
do	do	vdb	do	do	0
acknowledge	acknowledge	vvi	acknowledge	acknowledge	0
our	our	po12	our	our	0
selves	selves	n2	selves	self	0
t'o	t'o	av	t'o	too	0
be	be	vbi	be	be	0
,	,	,	,	,	0
and	and	cc	and	and	0
still	still	av	still	still	0
will	will	vmb	will	will	0
continue	continue	vvi	continue	continue	0
beholding	beholding	vvg	beholding	behold	0
unto	unto	p-acp	unto	unto	0
you	you	pn22	you	you	0
for	for	p-acp	for	for	0
the	the	dt	the	the	0
same	same	d	same	same	0
.	.	.	.	.	1
{	{	{	{	{	0
n	n	wd	n	n	0
}	}	}	}	}	0
And	And	cc	And	and	0
whereas	whereas	cs	whereas	whereas	0
we	we	pns12	we	we	0
have	have	vhb	have	have	0
made	made	vvn	made	make	0
mention	mention	n1	mention	mention	0
in	in	p-acp	in	in	0
our	our	po12	our	our	0
sayd	sayd	j-vvn	said	say	0
letters	letters	n2	letters	letter	0
written	written	vvn	written	write	0
to	to	p-acp	to	to	0
our	our	po12	our	our	0
loving	loving	j-vvg	loving	love	0
brother	brother	n1	brother	brother	0
the	the	dt	the	the	0
Emperour	Emperour	n1	Emperor	emperor	0
of	of	pp-f	of	of	0
certeine	certeine	j	certain	certain	0
debts	debts	n2	debts	debt	0
due	due	j-jn	due	due	0
aswell	aswell	p-acp	aswell	aswell	0
to	to	p-acp	to	to	0
our	our	po12	our	our	0
merchants	merchants	n2	merchant's	merchant	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
to	to	p-acp	to	to	0
other	other	j-jn	other	other	0
of	of	pp-f	of	of	0
our	our	po12	our	our	0
subjects	subjects	n2-jn	subject's	subject	0
by	by	p-acp	by	by	0
one	one	crd	one	one	0
William	William	np1	William	William	0
Turnebull	Turnebull	np1	Turnebull	Turnbull	0
a	a	dt	a	a	0
subject	subject	n-jn	subject	subject	0
of	of	pp-f	of	of	0
ours	ours	png12	ours	we	0
late	late	av	late	late	0
deceased	deceased	vvn	deceased	decease	0
in	in	p-acp	in	in	0
Russia	Russia	np1	Russia	Russia	0
,	,	,	,	,	0
wee	wee	pns12	we	we	0
pray	pray	vvb	pray	pray	0
you	you	pn22	you	you	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
referred	referred	vvn	referred	refer	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
sayd	sayd	j-vvn	said	say	0
letter	letter	n1	letter	letter	0
.	.	.	.	.	1
And	And	cc	And	and	0
forasmuch	forasmuch	av	forasmuch	forasmuch	0
as	as	c-acp	as	as	0
the	the	dt	the	the	0
sayd	sayd	j-vvn	said	say	0
cause	cause	n1	cause	cause	0
will	will	vmb	will	will	0
fall	fall	vvi	fallen	fall	0
under	under	p-acp	under	under	0
your	your	po22	your	your	0
Lordships	Lordships	ng1	Lordship's	lordship	0
jurisdiction	jurisdiction	n1	jurisdiction	jurisdiction	0
by	by	p-acp	by	by	0
reason	reason	n1	reason	reason	0
of	of	pp-f	of	of	0
your	your	po22	your	your	0
acceptation	acceptation	n1	acceptation	acceptation	0
of	of	pp-f	of	of	0
all	all	d	all	all	0
their	their	po32	their	their	0
causes	causes	n2	causes	cause	0
into	into	p-acp	into	into	0
your	your	po22	your	your	0
patronage	patronage	n1	patronage	patronage	0
and	and	cc	and	and	0
protection	protection	n1	protection	protection	0
:	:	:	:	:	0
we	we	pns12	we	we	0
are	are	vbr	are	be	0
so	so	av	so	so	0
well	well	av	well	well	0
assured	assured	vvn	assured	assure	0
of	of	pp-f	of	of	0
your	your	po22	your	your	0
honourable	honourable	j	honourable	honourable	0
inclination	inclination	n1	inclination	inclination	0
to	to	p-acp	to	to	0
justice	justice	n1	justice	justice	0
,	,	,	,	,	0
and	and	cc	and	and	0
your	your	po22	your	your	0
good	good	j	good	good	0
affection	affection	n1	affection	affection	0
towards	towards	p-acp	towards	towards	0
our	our	po12	our	our	0
merchants	merchants	n2	merchant's	merchant	0
for	for	p-acp	for	for	0
our	our	po12	our	our	0
sake	sake	n1	sake	sake	0
,	,	,	,	,	0
that	that	cst	that	that	0
we	we	pns12	we	we	0
shall	shall	vmb	shall	shall	0
not	not	xx	not	not	0
need	need	vvi	need	need	0
to	to	pc-acp	to	to	0
intreat	intreat	vvi	entreat	entreat	0
your	your	po22	your	your	0
honourable	honourable	j	honourable	honourable	0
furtherance	furtherance	n1	furtherance	furtherance	0
either	either	av-d	either	either	0
of	of	pp-f	of	of	0
justice	justice	n1	justice	justice	0
or	or	cc	or	or	0
expedition	expedition	n1	expedition	expedition	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
sayd	sayd	j-vvn	said	say	0
cause	cause	n1	cause	cause	0
.	.	.	.	.	1
And	And	cc	And	and	0
lastly	lastly	ord	lastly	last	0
considering	considering	vvg	considering	consider	0
that	that	cst	that	that	0
your	your	po22	your	your	0
noble	noble	j	noble	noble	0
linage	linage	n1	lineage	lineage	0
together	together	av	together	together	0
with	with	p-acp	with	with	0
your	your	po22	your	your	0
great	great	j	great	great	0
wisedome	wisedome	n1	wisdom	wisdom	0
and	and	cc	and	and	0
desert	desert	n1	desert	desert	0
hath	hath	vhz	hath	have	0
made	made	vvn	made	make	0
you	you	pn22	you	you	0
a	a	dt	a	a	0
principali	principali	fw-la	principali	principali	0
Counsellour	Counsellour	n1	Counselor	counsellor	0
and	and	cc	and	and	0
directour	directour	n1	director	director	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
state	state	n1	state	state	0
of	of	pp-f	of	of	0
so	so	av	so	so	0
great	great	j	great	great	0
a	a	dt	a	a	0
Monarchic	Monarchic	j	Monarchic	monarchic	0
,	,	,	,	,	0
whereby	whereby	c-crq	whereby	whereby	0
your	your	po22	your	your	0
advice	advice	n1	advice	advice	0
and	and	cc	and	and	0
direction	direction	n1	direction	direction	0
is	is	vbz	is	be	0
followed	followed	vvn	followed	follow	0
in	in	p-acp	in	in	0
all	all	d	all	all	0
things	things	n2	things	thing	0
that	that	cst	that	that	0
doe	doe	vdb	do	do	0
concerne	concerne	vvi	concern	concern	0
the	the	dt	the	the	0
same	same	d	same	same	0
,	,	,	,	,	0
we	we	pns12	we	we	0
have	have	vhb	have	have	0
given	given	vvn	given	give	0
order	order	n1	order	order	0
to	to	p-acp	to	to	0
our	our	po12	our	our	0
sayd	sayd	vvd	said	say	0
principali	principali	fw-la	principali	principali	0
Counsellour	Counsellour	n1	Counselor	counsellor	0
William	William	np1	William	William	0
Lord	Lord	n1	Lord	lord	0
Burghley	Burghley	np1	Burghley	Burghley	0
,	,	,	,	,	0
treasurour	treasurour	n1	treasurer	treasurer	0
of	of	pp-f	of	of	0
our	our	po12	our	our	0
Realme	Realme	n1	Realm	realm	0
of	of	pp-f	of	of	0
England	England	np1	England	England	0
,	,	,	,	,	0
that	that	cst	that	that	0
as	as	p-acp	as	as	0
any	any	d	any	any	0
occasion	occasion	n1	occasion	occasion	0
shall	shall	vmb	shall	shall	0
arise	arise	vvi	arise	arise	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
hinderance	hinderance	n1	hindrance	hindrance	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
entercourse	entercourse	n1	intercourse	intercourse	0
betweene	betweene	p-acp	between	between	0
{	{	{	{	{	0
n	n	wd	n	n	0
}	}	}	}	}	0
429	429	crd	429	429	0
{	{	{	{	{	0
n	n	wd	n	n	0
}	}	}	}	}	0
A.D.	A.D.	np1	A.D.	A.D.	0
{	{	{	{	{	0
n	n	wd	n	n	0
}	}	}	}	}	0
I59I	I59I	fw-mi	I59I	i59i	0
-	-	-	-	-	0
{	{	{	{	{	0
n	n	wd	n	n	0
}	}	}	}	}	0
these	these	d	these	these	0
Countreyes	Countreyes	n2	Countries	country	0
,	,	,	,	,	0
or	or	cc	or	or	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
priviledges	priviledges	n2	privileges	privilege	0
graunted	graunted	vvn	granted	grant	0
by	by	p-acp	by	by	0
his	his	po31	his	his	0
Majestie	Majestie	n1	Majesty	majesty	0
to	to	p-acp	to	to	0
our	our	po12	our	our	0
merchants	merchants	n2	merchant's	merchant	0
,	,	,	,	,	0
that	that	cst	that	that	0
he	he	pns31	he	he	0
may	may	vmb	may	may	0
by	by	p-acp	by	by	0
advertisement	advertisement	n1	advertisement	advertisement	0
treat	treat	vvi	treat	treat	0
with	with	p-acp	with	with	0
your	your	po22	your	your	0
Lordshippe	Lordshippe	n1	Lordship	lordship	0
thereupon	thereupon	av	thereupon	thereupon	0
:	:	:	:	:	0
which	which	r-crq	which	which	0
we	we	pns12	we	we	0
by	by	p-acp	by	by	0
reason	reason	n1	reason	reason	0
of	of	pp-f	of	of	0
our	our	po12	our	our	0
great	great	j	great	great	0
princely	princely	j	princely	princely	0
affayres	affayres	n2	affairs	affair	0
can	can	vmb	can	can	0
not	not	xx	not	not	0
so	so	av	so	so	0
conveniently	conveniently	av-j	conveniently	convenient	0
at	at	p-acp	at	at	0
all	all	d	all	all	0
times	times	n2	times	time	0
doe	doe	vdb	do	do	0
with	with	p-acp	with	with	0
such	such	d	such	such	0
expedition	expedition	n1	expedition	expedition	0
as	as	c-acp	as	as	0
{	{	{	{	{	0
n	n	wd	n	n	0
}	}	}	}	}	0
the	the	dt	the	the	0
cause	cause	n1	cause	cause	0
may	may	vmb	may	may	0
require	require	vvi	require	require	0
.	.	.	.	.	1
And	And	cc	And	and	0
thus	thus	av	thus	thus	0
with	with	p-acp	with	with	0
our	our	po12	our	our	0
princely	princely	j	princely	princely	0
commendations	commendations	n2	commendations	commendation	0
we	we	pns12	we	we	0
bidde	bidde	vvd	bid	bid	0
you	you	pn22	you	you	0
farewell	farewell	n1	farewell	farewell	0
.	.	.	.	.	1
From	From	p-acp	From	from	0
our	our	po12	our	our	0
royall	royall	j	royal	royal	0
Pallace	Pallace	n1	Palace	palace	0
of	of	pp-f	of	of	0
Whitehall	Whitehall	np1	Whitehall	Whitehall	0
the	the	dt	the	the	0
foureteenth	foureteenth	ord	foureteenth	fourteen	0
day	day	n1	day	day	0
of	of	pp-f	of	of	0
Januariee	Januariee	n1	Januariee	januariee	0
,	,	,	,	,	0
Anno	Anno	fw-la	Anno	anno	0
Domini	Domini	fw-la	Domini	domini	0
1591.	1591.	crd	1591.	1591.	0
{	{	{	{	{	0
n	n	wd	n	n	0
}	}	}	}	}	1
