Este	Este	np1	Este	Este	0
qualquiera	qualquiera	fw-fr	qualquiera	qualquiera	0
viaie	viaie	n1	viaie	viaie	0
,	,	,	,	,	0
que	que	fw-fr	que	que	0
fueren	fueren	n1	fueren	fueren	0
,	,	,	,	,	0
ninguno	ninguno	fw-la	ninguno	ninguno	0
les	les	fw-fr	les	les	0
captivari	captivari	fw-la	captivari	captivari	0
en	en	fw-fr	en	en	0
estos	estos	n1	estos	estos	0
nuestros	nuestros	fw-la	nuestros	nuestros	0
reynos	reynos	fw-la	reynos	reynos	0
,	,	,	,	,	0
y	y	fw-mi	y	y	0
puertos	puertos	fw-la	puertos	puertos	0
,	,	,	,	,	0
y	y	fw-fr	y	y	0
lugares	lugares	n2	lugares	lugare	0
,	,	,	,	,	0
que	que	fw-fr	que	que	0
a	a	fw-fr	a	a	0
nos	nos	fw-la	nos	nos	0
pertenescen	pertenescen	n1	pertenescen	pertenescen	0
:	:	:	:	:	0
y	y	n1	y	viceroy	0
?	?	?	?	?	0
iue	iue	fw-fr	iue	iue	0
les	les	fw-fr	les	les	0
cubre	cubre	fw-fr	cubre	cubre	0
el	el	fw-es	el	el	0
anporo	anporo	fw-es	anporo	anporo	0
de	de	fw-fr	de	de	0
nuestro	nuestro	n1	nuestro	nuestro	0
podor	podor	n1	podor	podor	0
de	de	fw-fr	de	de	0
qualquiera	qualquiera	fw-fr	qualquiera	qualquiera	0
atiga	atiga	fw-la	atiga	atiga	0
;	;	;	;	;	0
y	y	zz	y	y	0
ningun	ningun	vvn	ningun	ningun	0
los	los	fw-la	los	los	0
impida	impida	fw-la	impida	impida	0
con	con	fw-mi	con	con	0
mano	mano	fw-mi	mano	mano	0
de	de	fw-mi	de	de	0
enemistad	enemistad	fw-es	enemistad	enemistad	0
,	,	,	,	,	0
ni	ni	fw-fr	ni	ni	0
se	se	fw-la	se	se	0
dara	dara	fw-la	dara	dara	0
causa	causa	fw-la	causa	causa	0
,	,	,	,	,	0
de	de	fw-fr	de	de	0
que	que	fw-fr	que	que	0
se	se	fw-la	se	se	0
agravien	agravien	fw-fr	agravien	agravien	0
en	en	fw-fr	en	en	0
qualquiera	qualquiera	fw-fr	qualquiera	qualquiera	0
manera	manera	fw-la	manera	manera	0
con	con	fw-mi	con	con	0
el	el	fw-es	el	el	0
favor	favor	n1	favour	favour	0
de	de	fw-fr	de	de	0
Dios	Dios	fw-mi	Dios	dios	0
y	y	fw-mi	y	y	0
de	de	fw-fr	de	de	0
su	su	n1	sum	sum	0
amparo	amparo	fw-la	amparo	amparo	0
.	.	.	.	.	1
Y	Y	zz	Y	y	0
mandamos	mandamos	n2	mandamos	mandamo	0
si	si	zz	si	si	0
los	los	zz	los	los	0
Alcaydes	Alcaydes	n2	Alcaydes	alcayde	0
de	de	fw-la	de	de	0
los	los	fw-la	los	los	0
nuestros	nuestros	fw-la	nuestros	nuestros	0
puertos	puertos	fw-la	puertos	puertos	0
y	y	fw-mi	y	y	0
fortalezas	fortalezas	uh	fortalezas	fortalezas	0
,	,	,	,	,	0
y	y	fw-mi	y	y	0
a	a	dt	a	a	0
los	los	zz	los	los	0
que	que	fw-fr	que	que	0
en	en	fw-fr	en	en	0
estos	estos	n1	estos	estos	0
nuestros	nuestros	fw-la	nuestros	nuestros	0
reynos	reynos	fw-la	reynos	reynos	0
tienen	tienen	fw-ge	tienen	tienen	0
cargo	cargo	fw-mi	cargo	cargo	0
,	,	,	,	,	0
y	y	fw-mi	y	y	0
a	a	dt	a	a	0
toda	toda	fw-it	toda	toda	0
la	la	fw-it	la	la	0
gente	gente	fw-la	gente	gente	0
commun	commun	j	common	common	0
,	,	,	,	,	0
que	que	fw-fr	que	que	0
no	no	zz	no	no	0
les	les	fw-fr	les	les	0
alleguen	alleguen	n1	alleguen	alleguen	0
en	en	fw-fr	en	en	0
ninguna	ninguna	fw-la	ninguna	ninguna	0
manera	manera	fw-la	manera	manera	0
,	,	,	,	,	0
428	428	crd	428	428	0
{	{	{	{	{	0
n	n	wd	n	n	0
}	}	}	}	}	0
con	con	fw-mi	con	con	0
orden	orden	n1	orden	orden	0
,	,	,	,	,	0
de	de	fw-fr	de	de	0
que	que	fw-fr	que	que	0
sean	sean	j	sean	sean	0
offendidos	offendidos	n1	offendidos	offendidos	0
en	en	fw-fr	en	en	0
ninguna	ninguna	fw-la	ninguna	ninguna	0
manera	manera	fw-la	manera	manera	0
;	;	;	;	;	0
{	{	{	{	{	0
n	n	wd	n	n	0
}	}	}	}	}	0
y	y	wd	y	y	0
esto	esto	fw-la	esto	esto	0
serA	serA	fw-it	serA	sera	0
necessariam	necessariam	fw-la	necessariam	necessariam	0
ente	ente	fw-la	ente	ente	0
:	:	:	:	:	0
Que	Que	fw-fr	Que	que	0
es	es	fw-la	es	es	0
escri	escri	fw-la	escri	escri	0
ta	ta	fw-fr	ta	ta	0
en	en	fw-fr	en	en	0
los	los	fw-la	los	los	0
medios	medios	fw-la	medios	medios	0
dias	dias	fw-la	dias	dias	0
de	de	fw-la	de	de	0
Rabel	Rabel	np1	Rabel	Rabel	0
,	,	,	,	,	0
segundo	segundo	fw-la	segundo	segundo	0
anno	anno	fw-la	anno	anno	0
de	de	fw-la	de	de	0
nueve	nueve	fw-la	nueve	nueve	0
gientos	gientos	fw-es	gientos	gientos	0
,	,	,	,	,	0
y	y	fw-mi	y	y	0
noventa	noventa	fw-mi	noventa	noventa	0
y	y	fw-mi	y	y	0
seys	seys	n2	seys	sey	0
.	.	.	.	.	1
{	{	{	{	{	0
n	n	wd	n	n	0
}	}	}	}	}	0
Concorda	Concorda	fw-la	Concorda	concorda	0
el	el	fw-es	el	el	0
dia	dia	zz	dia	dia	0
d’esta	d’esta	fw-la	d’esta	d’esta	0
carta	carta	fw-la	carta	carta	0
con	con	fw-mi	con	con	0
veynte	veynte	n1	veynte	veynte	0
dias	dias	fw-la	dias	dias	0
de	de	fw-la	de	de	0
Margo	Margo	np1	Margo	Margo	0
del	del	fw-it	del	del	0
anno	anno	fw-la	anno	anno	0
de	de	fw-la	de	de	0
mil	mil	vmb	mil	will	0
y	y	fw-mi	y	y	0
quiniento	quiniento	fw-mi	quiniento	quiniento	0
y	y	fw-mi	y	y	0
ochenta	ochenta	fw-mi	ochenta	ochenta	0
y	y	fw-mi	y	y	0
siete	siete	n2	siete	siete	0
,	,	,	,	,	0
lo	lo	uh	lo	lo	0
qual	qual	j-jn	qual	qual	0
yo	yo	dt	the	the	0
Abdel	Abdel	np1	Abdel	Abdel	0
Rahman	Rahman	np1	Rahman	Rahman	0
el	el	fw-es	el	el	0
Catan	Catan	np1	Catan	Catan	0
,	,	,	,	,	0
interprete	interprete	vvb	interpret	interpret	0
per	per	fw-la	per	per	0
su	su	n1	sum	sum	0
Magestad	Magestad	j-vvn	Magestad	magestad	0
saqu&	saqu&	n1	saqu&	saqu&	0
,	,	,	,	,	0
y	y	pn22	y	you	0
romange	romange	j	romange	romange	0
de	de	fw-fr	de	de	0
verbo	verbo	fw-la	verbo	verbo	0
ad	ad	fw-la	ad	ad	0
verbum	verbum	fw-la	verbum	verbum	0
,	,	,	,	,	0
como	como	fw-it	como	como	0
en	en	fw-fr	en	en	0
el	el	fw-es	el	el	0
se	se	fw-es	se	se	0
contiene	contiene	fw-fr	contiene	contiene	0
,	,	,	,	,	0
y	y	fw-fr	y	y	0
en	en	fw-fr	en	en	0
Fee	Fee	n1	Fee	fee	0
dello	dello	n1	dello	dello	0
firmo	firmo	fw-la	firmo	firmo	0
de	de	fw-la	de	de	0
my	my	po11	my	my	0
nombre	nombre	n1	number	number	0
,	,	,	,	,	0
fecho	fecho	fw-it	fecho	fecho	0
ut	ut	fw-it	ut	ut	0
supra	supra	fw-la	supra	supra	0
.	.	.	.	.	1
{	{	{	{	{	0
n	n	wd	n	n	0
}	}	}	}	}	0
Abdel	Abdel	np1	Abdel	Abdel	0
Rahman	Rahman	np1	Rahman	Rahman	0
el	el	fw-es	el	el	0
Catan	Catan	np1	Catan	Catan	0
.	.	.	.	.	1
{	{	{	{	{	0
n	n	wd	n	n	0
}	}	}	}	}	0
The	The	dt	The	the	0
same	same	d	same	same	0
in	in	p-acp	in	in	0
English	English	jp	English	english	0
.	.	.	.	.	1
{	{	{	{	{	0
n	n	wd	n	n	0
}	}	}	}	}	0
This	This	d	This	this	0
is	is	vbz	is	be	0
a	a	dt	a	a	0
copy	copy	n1	copy	copy	0
well	well	av	well	well	0
and	and	cc	and	and	0
truely	truely	av-j	truly	true	0
translated	translated	vvn	translated	translate	0
of	of	pp-f	of	of	0
an	an	dt	and	a	0
edict	edict	n1	edict	edict	0
of	of	pp-f	of	of	0
Muley	Muley	np1	Muley	Muley	0
Hamet	Hamet	np1	Hamet	Hamet	0
king	king	n1	king	king	0
of	of	pp-f	of	of	0
Fez	Fez	np1	Fez	Fez	0
and	and	cc	and	and	0
Emperour	Emperour	n1	Emperor	emperor	0
of	of	pp-f	of	of	0
Marocco	Marocco	np1	Marocco	Morocco	0
,	,	,	,	,	0
whose	whose	rg-crq	whose	who	0
tenor	tenor	n1	tenor	tenor	0
is	is	vbz	is	be	0
as	as	a-acp	as	as	0
fol-loweth	fol-loweth	j	follows	follows	0
:	:	:	:	:	0
to	to	p-acp	to	to	0
wit	wit	n1	wit	wit	0
,	,	,	,	,	0
that	that	cst	that	that	0
no	no	dx	no	no	0
Englishmen	Englishmen	np1	Englishmen	Englishmen	0
should	should	vmd	should	shall	0
be	be	vbi	be	be	0
molested	molested	vvn	molested	molest	0
or	or	cc	or	or	0
made	made	vvd	made	make	0
slaves	slaves	n2	slaves	slave	0
in	in	p-acp	in	in	0
any	any	d	any	any	0
part	part	n1	part	part	0
of	of	pp-f	of	of	0
his	his	po31	his	his	0
Dominions	Dominions	n2	Dominions	dominion	0
,	,	,	,	,	0
obtained	obtained	vvn	obtained	obtain	0
by	by	p-acp	by	by	0
the	the	dt	the	the	0
aforesaid	aforesaid	j	aforesaid	aforesaid	0
M.	M.	n1	M.	m.	0
Henry	Henry	np1	Henry	Henry	0
Roberts	Roberts	np1	Roberts	Roberts	0
.	.	.	.	.	1
{	{	{	{	{	0
n	n	wd	n	n	0
}	}	}	}	}	0
N	N	wd	N	n	0
the	the	dt	the	the	0
Name	Name	n1	Name	name	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
pitifull	pitifull	j	pitiful	pitiful	0
and	and	cc	and	and	0
the	the	dt	the	the	0
mercifull	mercifull	j	merciful	merciful	0
God	God	np1	God	God	0
,	,	,	,	,	0
&c.	&c.	av	etc.	etc	1
The	The	dt	The	the	0
servant	servant	n1	servant	servant	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
supreme	supreme	j	supreme	supreme	0
God	God	np1	God	God	0
,	,	,	,	,	0
the	the	dt	the	the	0
conqueror	conqueror	n1	conqueror	conqueror	0
in	in	p-acp	in	in	0
his	his	po31	his	his	0
cause	cause	n1	cause	cause	0
,	,	,	,	,	0
the	the	dt	the	the	0
successor	successor	n1	successor	successor	0
advanced	advanced	vvn	advanced	advance	0
by	by	p-acp	by	by	0
God	God	np1	God	God	0
,	,	,	,	,	0
the	the	dt	the	the	0
Emperour	Emperour	n1	Emperor	emperor	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Moores	Moores	n2	Moors	moor	0
,	,	,	,	,	0
the	the	dt	the	the	0
sonne	sonne	n1	son	son	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Emperour	Emperour	n1	Emperor	emperor	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Moores	Moores	n2	Moors	moor	0
,	,	,	,	,	0
the	the	dt	the	the	0
JarifFe	JarifFe	n1	JarifFe	jariffe	0
,	,	,	,	,	0
the	the	dt	the	the	0
Hageny	Hageny	np1	Hageny	Hageny	0
,	,	,	,	,	0
whose	whose	rg-crq	whose	who	0
honour	honour	n1	honour	honour	0
God	God	np1	God	God	0
long	long	av-j	long	long	0
{	{	{	{	{	0
n	n	wd	n	n	0
}	}	}	}	}	0
increase	increase	vvi	increase	increase	0
and	and	cc	and	and	0
advance	advance	vvi	advance	advance	0
his	his	po31	his	his	0
estate	estate	n1	estate	estate	0
.	.	.	.	.	1
This	This	d	This	this	0
our	our	po12	our	our	0
princely	princely	j	princely	princely	0
com-mandement	com-mandement	j	commandment	commandment	0
is	is	vbz	is	be	0
delivered	delivered	vvn	delivered	deliver	0
into	into	p-acp	into	into	0
the	the	dt	the	the	0
hands	hands	n2	hands	hand	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
English	English	jp	English	english	0
marchants	marchants	n2	merchants	merchant	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
remaine	remaine	vvb	remain	remain	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
protection	protection	n1	protection	protection	0
of	of	pp-f	of	of	0
our	our	po12	our	our	0
stately	stately	j	stately	stately	0
palaces	palaces	n2	palaces	palace	0
:	:	:	:	:	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
ende	ende	n1	end	end	0
that	that	cst	that	that	0
all	all	d	all	all	0
men	men	n2	men	man	0
which	which	r-crq	which	which	0
shall	shall	vmb	shall	shall	0
see	see	vvi	see	see	0
this	this	d	this	this	0
present	present	j	present	present	0
writing	writing	n1	writing	writing	0
,	,	,	,	,	0
may	may	vmb	may	may	0
understand	understand	vvi	understand	understand	0
that	that	cst	that	that	0
our	our	po12	our	our	0
princely	princely	j	princely	princely	0
counsaile	counsaile	n1	counsel	counsel	0
wil	wil	vmb	will	will	0
defend	defend	vvi	defend	defend	0
them	them	pno32	them	they	0
by	by	p-acp	by	by	0
the	the	dt	the	the	0
favor	favor	n1	favour	favour	0
of	of	pp-f	of	of	0
God	God	np1	God	God	0
,	,	,	,	,	0
from	from	p-acp	from	from	0
any	any	d	any	any	0
thing	thing	n1	thing	thing	0
that	that	cst	that	that	0
may	may	vmb	may	may	0
impeach	impeach	vvi	impeach	impeach	0
or	or	cc	or	or	0
hurt	hurt	vvi	hurt	hurt	0
them	them	pno32	them	they	0
in	in	p-acp	in	in	0
what	what	r-crq	what	what	0
sort	sort	n1	sort	sort	0
soever	soever	av	soever	soever	0
they	they	pns32	they	they	0
shalbe	shalbe	vmb|vbi	shall	shall|be	0
wronged	wronged	vvn	wronged	wrong	0
:	:	:	:	:	0
and	and	cc	and	and	0
that	that	cst	that	that	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
way	way	n1	way	way	0
soever	soever	av	soever	soever	0
they	they	pns32	they	they	0
shall	shall	vmb	shall	shall	0
travaile	travaile	vvi	travail	travail	0
,	,	,	,	,	0
no	no	dx	no	no	0
man	man	n1	man	man	0
shall	shall	vmb	shall	shall	0
take	take	vvi	take	take	0
them	them	pno32	them	they	0
captives	captives	n2-jn	captives	captive	0
in	in	p-acp	in	in	0
these	these	d	these	these	0
our	our	po12	our	our	0
kingdomes	kingdomes	n2	kingdoms	kingdom	0
,	,	,	,	,	0
ports	ports	n2	ports	port	0
,	,	,	,	,	0
and	and	cc	and	and	0
places	places	n2	places	place	0
which	which	r-crq	which	which	0
belong	belong	vvb	belong	belong	0
unto	unto	p-acp	unto	unto	0
us	us	pno12	us	we	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
also	also	av	also	also	0
may	may	vmb	may	may	0
protect	protect	vvi	protect	protect	0
and	and	cc	and	and	0
defend	defend	vvi	defend	defend	0
them	them	pno32	them	they	0
by	by	p-acp	by	by	0
our	our	po12	our	our	0
429	429	crd	429	429	0
{	{	{	{	{	0
n	n	wd	n	n	0
}	}	}	}	}	0
authoritie	authoritie	n1	authority	authority	0
from	from	p-acp	from	from	0
any	any	d	any	any	0
molestation	molestation	n1	molestation	molestation	0
whatsoever	whatsoever	r-crq	whatsoever	whatsoever	0
:	:	:	:	:	0
and	and	cc	and	and	0
that	that	cst	that	that	0
no	no	dx	no	no	0
man	man	n1	man	man	0
shall	shall	vmb	shall	shall	0
hinder	hinder	vvi	hinder	hinder	0
them	them	pno32	them	they	0
by	by	p-acp	by	by	0
laying	laying	vvg	laying	lay	0
violent	violent	j	violent	violent	0
hand	hand	n1	hand	hand	0
upon	upon	p-acp	upon	upon	0
them	them	pno32	them	they	0
,	,	,	,	,	0
and	and	cc	and	and	0
shall	shall	vmb	shall	shall	0
not	not	xx	not	not	0
give	give	vvi	give	give	0
occasion	occasion	n1	occasion	occasion	0
that	that	cst	that	that	0
they	they	pns32	they	they	0
may	may	vmb	may	may	0
be	be	vbi	be	be	0
grieved	grieved	vvn	grieved	grieve	0
in	in	p-acp	in	in	0
any	any	d	any	any	0
sort	sort	n1	sort	sort	0
by	by	p-acp	by	by	0
the	the	dt	the	the	0
favour	favour	n1	favour	favour	0
and	and	cc	and	and	0
assistance	assistance	n1	assistance	assistance	0
of	of	pp-f	of	of	0
God	God	np1	God	God	0
.	.	.	.	.	1
And	And	cc	And	and	0
we	we	pns12	we	we	0
charge	charge	vvb	charge	charge	0
and	and	cc	and	and	0
command	command	vvi	command	command	0
our	our	po12	our	our	0
officers	officers	n2	officers	officer	0
of	of	pp-f	of	of	0
our	our	po12	our	our	0
havens	havens	n2	havens	haven	0
and	and	cc	and	and	0
fortresses	fortresses	n2	fortresses	fortress	0
,	,	,	,	,	0
and	and	cc	and	and	0
all	all	d	all	all	0
such	such	d	such	such	0
as	as	c-acp	as	as	0
beare	beare	vvi	bear	bear	0
any	any	d	any	any	0
authoritie	authoritie	n1	authority	authority	0
in	in	p-acp	in	in	0
these	these	d	these	these	0
our	our	po12	our	our	0
dominions	dominions	n2	dominions	dominion	0
,	,	,	,	,	0
and	and	cc	and	and	0
likewise	likewise	av	likewise	likewise	0
all	all	d	all	all	0
the	the	dt	the	the	0
common	common	j	common	common	0
people	people	n1	people	people	0
,	,	,	,	,	0
that	that	cst	that	that	0
in	in	p-acp	in	in	0
no	no	dx	no	no	0
wise	wise	j	wise	wise	0
they	they	pns32	they	they	0
do	do	vdb	do	do	0
molest	molest	vvi	molest	molest	0
them	them	pno32	them	they	0
,	,	,	,	,	0
in	in	p-acp	in	in	0
such	such	d	such	such	0
sort	sort	n1	sort	sort	0
that	that	cst	that	that	0
they	they	pns32	they	they	0
be	be	vbb	be	be	0
no	no	dx	no	no	0
way	way	n1	way	way	0
offended	offended	vvn	offended	offend	0
or	or	cc	or	or	0
wronged	wronged	vvn	wronged	wrong	0
.	.	.	.	.	1
And	And	cc	And	and	0
this	this	d	this	this	0
our	our	po12	our	our	0
commandement	commandement	n1	commandment	commandment	0
shall	shall	vmb	shall	shall	0
remaine	remaine	vvi	remain	remain	0
inviolable	inviolable	j	inviolable	inviolable	0
,	,	,	,	,	0
being	being	vbg	being	be	0
registred	registred	vvn	registered	register	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
middest	middest	n1	midst	midst	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
moneth	moneth	n1	month	month	0
of	of	pp-f	of	of	0
Rabel	Rabel	np1	Rabel	Rabel	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
yeere	yeere	n1	year	year	0
996.	996.	crd	996.	996.	0
{	{	{	{	{	0
n	n	wd	n	n	0
}	}	}	}	}	0
The	The	dt	The	the	0
date	date	n1	date	date	0
of	of	pp-f	of	of	0
this	this	d	this	this	0
letter	letter	n1	letter	letter	0
agreeth	agreeth	vvz	agreeth	agree	0
with	with	p-acp	with	with	0
the	the	dt	the	the	0
20.	20.	crd	20.	20.	0
of	of	pp-f	of	of	0
March	March	n1	March	march	0
1587.	1587.	crd	1587.	1587.	0
which	which	r-crq	which	which	0
I	I	p-acp	I	in	0
Abdel	Abdel	np1	Abdel	Abdel	0
Rahman	Rahman	np1	Rahman	Rahman	0
el	el	fw-es	el	el	0
Catan	Catan	np1	Catan	Catan	0
,	,	,	,	,	0
interpretour	interpretour	n1	interpretor	interpretor	0
for	for	p-acp	for	for	0
his	his	po31	his	his	0
Majestie	Majestie	n1	Majesty	majesty	0
,	,	,	,	,	0
have	have	vhb	have	have	0
translated	translated	vvn	translated	translate	0
and	and	cc	and	and	0
turned	turned	vvn	turned	turn	0
out	out	av	out	out	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Arabian	Arabian	jp	Arabian	arabian	0
into	into	p-acp	into	into	0
Spanish	Spanish	jp	Spanish	spanish	0
word	word	n1	word	word	0
for	for	p-acp	for	for	0
word	word	n1	word	word	0
as	as	c-acp	as	as	0
is	is	vbz	is	be	0
con-teined	con-teined	j	contained	contained	0
therein	therein	av	therein	therein	0
:	:	:	:	:	0
and	and	cc	and	and	0
in	in	p-acp	in	in	0
witnesse	witnesse	n1	witness	witness	0
thereof	thereof	av	thereof	thereof	0
have	have	vhb	have	have	0
subscribed	subscribed	vvn	subscribed	subscribe	0
my	my	po11	my	my	0
name	name	n1	name	name	0
as	as	c-acp	as	as	0
aforesaid	aforesaid	j	aforesaid	aforesaid	0
.	.	.	.	.	1
{	{	{	{	{	0
n	n	wd	n	n	0
}	}	}	}	}	0
Abdel	Abdel	np1	Abdel	Abdel	0
Rahman	Rahman	np1	Rahman	Rahman	0
el	el	fw-es	el	el	0
Catan	Catan	np1	Catan	Catan	0
.	.	.	.	.	1
{	{	{	{	{	0
n	n	wd	n	n	0
}	}	}	}	}	1
