Parescer	Parescer	np1	Parescer	Parescer	0
,	,	,	,	,	0
en	en	fw-fr	en	en	0
que	que	fw-fr	que	que	0
pueden	pueden	fw-ge	pueden	pueden	0
^u&arPor	^u&arPor	n1	^u&arPor	^u&arpor	0
estar	estar	n1	estar	estar	0
mas	mas	n1	mass	mass	0
que	que	fw-fr	que	que	0
quimentos	quimentos	fw-es	quimentos	quimentos	0
hombres	hombres	n2	hombres	hombre	0
:	:	:	:	:	0
y	y	pn22	y	you	0
ponendole	ponendole	vvb	ponendole	ponendole	0
su	su	n1	sum	sum	0
juerte	juerte	vvb	juerte	juerte	0
artilleria	artilleria	fw-la	artilleria	artilleria	0
,	,	,	,	,	0
guardera	guardera	fw-la	guardera	guardera	0
el	el	fw-es	el	el	0
puerto	puerto	fw-es	puerto	puerto	0
,	,	,	,	,	0
y	y	fw-es	y	y	0
el	el	fw-es	el	el	0
fuerte	fuerte	vvb	fuerte	fuerte	0
quedara	quedara	fw-mi	quedara	quedara	0
assalado	assalado	n1	assalado	assalado	0
,	,	,	,	,	0
que	que	fw-fr	que	que	0
por	por	fw-es	por	por	0
la	la	fw-fr	la	la	0
una	una	fw-la	una	una	0
parte	parte	fw-la	parte	parte	0
del	del	fw-it	del	del	0
sudueste	sudueste	n1	sudueste	sudueste	0
y	y	fw-mi	y	y	0
nordeste	nordeste	fw-la	nordeste	nordeste	0
tiene	tiene	fw-it	tiene	tiene	0
los	los	fw-la	los	los	0
dos	dos	vdz	dos	do	0
canales	canales	av	canales	canales	0
,	,	,	,	,	0
por	por	zz	por	por	0
donde	donde	n1	donde	donde	0
entran	entran	vvd	entran	entran	0
los	los	fw-la	los	los	0
navios	navios	fw-mi	navios	navios	0
en	en	fw-fr	en	en	0
el	el	fw-es	el	el	0
puerto	puerto	fw-es	puerto	puerto	0
:	:	:	:	:	0
En	En	fw-fr	En	en	0
el	el	fw-es	el	el	0
qual	qual	j-jn-u	qual	qual	0
podra	podra	fw-fr	podra	podra	0
Francisco	Francisco	np1	Francisco	Francisco	0
Draque	Draque	fw-fr	Draque	draque	0
concertar	concertar	n1	concertar	concertar	0
su	su	n1	sum	sum	0
Armada	Armada	n1	Armada	armada	0
,	,	,	,	,	0
y	y	fw-fr	y	y	0
dexar	dexar	n1	dexar	dexar	0
alii	alii	fw-la	alii	alii	0
alguna	alguna	fw-la	alguna	alguna	0
gente	gente	fw-la	gente	gente	0
,	,	,	,	,	0
y	y	fw-mi	y	y	0
partir	partir	fw-fr	partir	partir	0
con	con	fw-mi	con	con	0
la	la	fw-fr	la	la	0
que	que	fw-fr	que	que	0
le	le	fw-fr	le	le	0
paresciere	paresciere	fw-fr	paresciere	paresciere	0
,	,	,	,	,	0
para	para	fw-it	para	para	0
entrar	entrar	fw-it	entrar	entrar	0
en	en	fw-fr	en	en	0
el	el	fw-es	el	el	0
Mar	Mar	vvi	Mar	mar	0
del	del	fw-it	del	del	0
Sur	Sur	np1	Sur	Sur	0
,	,	,	,	,	0
y	y	fw-fr	y	y	0
yr	yr	n1	yr	yr	0
en	en	fw-fr	en	en	0
seguimiento	seguimiento	fw-la	seguimiento	seguimiento	0
de	de	fw-fr	de	de	0
su	su	n1	sum	sum	0
viaje	viaje	j	viaje	viaje	0
al	al	d	all	all	0
Estrecho	Estrecho	fw-it	Estrecho	estrecho	0
de	de	fw-fr	de	de	0
Magallanes	Magallanes	np1	Magallanes	Magallanes	0
(	(	(	(	(	0
que	que	fw-fr	que	que	0
es	es	fw-fr	es	es	0
quinientas	quinientas	fw-fr	quinientas	quinientas	0
Estrecho	Estrecho	fw-it	Estrecho	estrecho	0
de	de	fw-fr	de	de	0
y	y	fw-fr	y	y	0
cinquenta	cinquenta	fw-la	cinquenta	cinquenta	0
leguas	leguas	fw-la	leguas	leguas	0
de	de	fw-la	de	de	0
a	a	dt	a	a	0
quel	quel	fw-fr	quel	quel	0
puerto	puerto	fw-la	puerto	puerto	0
,	,	,	,	,	0
y	y	fw-es	y	y	0
esta	esta	fw-es	esta	esta	0
en	en	fw-fr	en	en	0
cinquenta	cinquenta	fw-la	cinquenta	cinquenta	0
y	y	fw-fr	y	y	0
Magallanes	Magallanes	np1	Magallanes	Magallanes	0
.	.	.	.	.	0
dos	dos	vdz	dos	do	0
grados	grados	fw-mi	grados	grados	0
y	y	fw-mi	y	y	0
medio	medio	fw-la	medio	medio	0
de	de	fw-fr	de	de	0
parte	parte	fw-la	parte	parte	0
del	del	fw-it	del	del	0
Sur	Sur	np1	Sur	Sur	0
)	)	)	)	)	0
y	y	fw-fr	y	y	0
entrar	entrar	fw-it	entrar	entrar	0
por	por	fw-es	por	por	0
el	el	fw-es	el	el	0
Estrecho	Estrecho	fw-it	Estrecho	estrecho	0
a	a	dt	a	a	0
la	la	fw-fr	la	la	0
Mar	Mar	vvi	Mar	mar	0
del	del	n1	deal	deal	0
Sur	Sur	fw-fr	Sur	sur	0
por	por	fw-es	por	por	0
todo	todo	fw-es	todo	todo	0
el	el	fw-es	el	el	0
mes	mes	fw-fr	mes	mes	0
de	de	fw-fr	de	de	0
Febrero	Febrero	np1	Febrero	Febrero	0
;	;	;	;	;	0
Mar	Mar	vvb	Mar	mar	0
del	del	n1	deal	deal	0
sur	sur	fw-fr	sur	sur	0
.	.	.	.	.	1
y	y	p-acp	y	in	0
yr	yr	n1	yr	yr	0
a	a	dt	a	a	0
la	la	fw-fr	la	la	0
ciudad	ciudad	fw-es	ciudad	ciudad	0
de	de	fw-es	de	de	0
los	los	fw-la	los	los	0
Reys	Reys	np1	Reys	Reys	0
o	o	fw-fr	o	o	0
Lima	Lima	np1	Lima	Lima	0
,	,	,	,	,	0
que	que	fw-fr	que	que	0
esta	esta	fw-la	esta	esta	0
en	en	fw-fr	en	en	0
la	la	fw-fr	la	la	0
Limaesciudad	Limaesciudad	fw-es	Limaesciudad	limaesciudad	0
costa	costa	fw-mi	costa	costa	0
,	,	,	,	,	0
y	y	fw-mi	y	y	0
es	es	fw-mi	es	es	0
de	de	zz	de	de	0
dos	dos	vdz	dos	do	0
mil	mil	vmb	mil	will	0
vezinos	vezinos	n2	vezinos	vezino	0
:	:	:	:	:	0
y	y	fw-es	y	y	0
por	por	fw-es	por	por	0
no	no	av-dx	no	no	0
ser	ser	fw-mi	ser	ser	0
gente	gente	fw-mi	gente	gente	0
de	de	fw-mi	de	de	0
guerra	guerra	fw-mi	guerra	guerra	0
,	,	,	,	,	0
m	m	zz	m	m	0
puesta	puesta	fw-la	puesta	puesta	0
en	en	fw-fr	en	en	0
milicia	milicia	fw-la	milicia	milicia	0
,	,	,	,	,	0
y	y	fw-fr	y	y	0
lugar	lugar	n1	lugar	lugar	0
abierto	abierto	fw-es	abierto	abierto	0
sin	sin	n1	since	sin	0
f^Uatomar	f^Uatomar	np1	f^Uatomar	f^Uatomar	0
fortaleza	fortaleza	fw-mi	fortaleza	fortaleza	0
,	,	,	,	,	0
ni	ni	fw-fr	ni	ni	0
artilleria	artilleria	fw-la	artilleria	artilleria	0
,	,	,	,	,	0
le	le	fw-fr	le	le	0
podra	podra	fw-fr	podra	podra	0
tomar	tomar	n1	tomar	tomar	0
y	y	fw-fr	y	y	0
saquear	saquear	n1	saquear	saquear	0
,	,	,	,	,	0
y	y	zz	y	y	0
yr	yr	n1	yr	yr	0
'	'	'	'	'	0
se	se	fw-la	se	se	0
apoderando	apoderando	n1	apoderando	apoderando	0
de	de	fw-fr	de	de	0
la	la	fw-fr	la	la	0
tierra	tierra	fw-es	tierra	tierra	0
;	;	;	;	;	0
pues	pues	vvz	pues	pue	0
tornando	tornando	fw-la	tornando	tornando	0
los	los	fw-la	los	los	0
navios	navios	fw-la	navios	navios	0
,	,	,	,	,	0
que	que	fw-fr	que	que	0
ay	ay	fw-fr	ay	ay	0
en	en	fw-fr	en	en	0
aquella	aquella	fw-it	aquella	aquella	0
mar	mar	vvi	mar	mar	0
,	,	,	,	,	0
no	no	dx	no	no	0
les	les	fw-fr	les	les	0
podra	podra	fw-fr	podra	podra	0
entrar	entrar	fw-it	entrar	entrar	0
socorro	socorro	fw-la	socorro	socorro	0
de	de	fw-fr	de	de	0
Espanna	Espanna	fw-la	Espanna	espanna	0
.	.	.	.	.	1
Y	Y	zz	Y	y	0
es	es	fw-mi	es	es	0
de	de	fw-fr	de	de	0
creer	creer	n1	creer	creer	0
que	que	fw-fr	que	que	0
se	se	fw-la	se	se	0
preverra	preverra	fw-la	preverra	preverra	0
a	a	dt	a	a	0
tomar	tomar	n1	tomar	tomar	0
a	a	dt	a	a	0
Panama	Panama	np1	Panama	Panama	0
.	.	.	.	.	1
Panama	Panama	np1	Panama	Panama	0
.	.	.	.	.	1
No	No	uh-dx	No	no	0
queriendo	queriendo	fw-la	queriendo	queriendo	0
hazer	hazer	fw-es	hazer	hacer	0
este	este	fw-la	este	este	0
viaje	viaje	fw-fr	viaje	viaje	0
,	,	,	,	,	0
repartira	repartira	fw-la	repartira	repartira	0
su	su	n1	sum	sum	0
armada	armada	n1	armada	armada	0
La	La	fw-fr	La	la	0
segunda	segunda	fw-la	segunda	segunda	0
en	en	fw-fr	en	en	0
dos	dos	vdz	dos	do	0
vandas	vandas	fw-la	vandas	vandas	0
,	,	,	,	,	0
y	y	fw-mi	y	y	0
saqueare	saqueare	fw-la	saqueare	saqueare	0
la	la	fw-fr	la	la	0
isla	isla	fw-fr	isla	isla	0
de	de	fw-fr	de	de	0
San	San	np1	San	San	0
Domingo	Domingo	np1	Domingo	Domingo	0
,	,	,	,	,	0
Puerto	Puerto	np1	Puerto	Puerto	0
viaje	viaje	fw-fr	viaje	viaje	0
.	.	.	.	.	1
Rico	Rico	np1	Rico	Rico	0
,	,	,	,	,	0
y	y	fw-fr	y	y	0
la	la	fw-fr	la	la	0
costa	costa	fw-mi	costa	costa	0
de	de	fw-mi	de	de	0
Tierra	Tierra	fw-es	Tierra	tierra	0
firma	firma	fw-la	firma	firma	0
,	,	,	,	,	0
hasta	hasta	fw-la	hasta	hasta	0
Cartagena	Cartagena	np1	Cartagena	Cartagena	0
y	y	zz	y	y	0
^an	^an	dt	an	an	0
Domingo	Domingo	np1	Domingo	Domingo	0
.	.	.	.	.	1
Nombre	Nombre	n1	Number	number	0
de	de	fw-fr	de	de	0
Dios.	Dios.	np1	Dios.	Dios.	1
Y	Y	pn22	Y	you	0
desde	desde	vvd	desde	desde	0
el	el	fw-es	el	el	0
rio	rio	fw-la	rio	rio	0
de	de	fw-fr	de	de	0
Chagre	Chagre	np1	Chagre	Chagre	0
,	,	,	,	,	0
que	que	fw-fr	que	que	0
es	es	fw-fr	es	es	0
J^^cZgre	J^^cZgre	fw-fr	J^^cZgre	j^^czgre	0
.	.	.	.	.	0
xv	xv	crd	xv	xv	0
.	.	.	.	.	0
leguas	leguas	fw-la	leguas	leguas	0
de	de	fw-la	de	de	0
Nombre	Nombre	n1	Number	number	0
de	de	fw-fr	de	de	0
Dios	Dios	fw-es	Dios	dios	0
,	,	,	,	,	0
podra	podra	fw-fr	podra	podra	0
meter	meter	jc	meeter	meet	0
la	la	fw-fr	la	la	0
Infanteria	Infanteria	fw-la	Infanteria	infanteria	0
en	en	fw-fr	en	en	0
lanchas	lanchas	n2	lanchas	lancha	0
de	de	fw-fr	de	de	0
remo	remo	fw-la	remo	remo	0
,	,	,	,	,	0
y	y	fw-fr	y	y	0
en	en	fw-fr	en	en	0
las	las	fw-fr	las	las	0
varcas	varcas	fw-la	varcas	varcas	0
de	de	fw-la	de	de	0
carga	carga	fw-la	carga	carga	0
y	y	fw-fr	y	y	0
descarga	descarga	fw-la	descarga	descarga	0
en	en	fw-fr	en	en	0
a	a	fw-fr	a	a	0
quel	quel	fw-fr	quel	quel	0
rio	rio	fw-la	rio	rio	0
,	,	,	,	,	0
que	que	fw-fr	que	que	0
son	son	fw-fr	son	son	0
mas	mas	n1	mass	mass	0
de	de	fw-fr	de	de	0
cinquenta	cinquenta	fw-la	cinquenta	cinquenta	0
,	,	,	,	,	0
y	y	fw-mi	y	y	0
Hegar	Hegar	uh	Hegar	hegar	0
hasta	hasta	fw-la	hasta	hasta	0
paMma	paMma	np1	paMma	paMma	0
la	la	fw-fr	la	la	0
Venta	Venta	np1	Venta	Venta	0
de	de	fw-fr	de	de	0
Cruzes	Cruzes	n2	Cruzes	cruze	0
,	,	,	,	,	0
que	que	fw-fr	que	que	0
es	es	fw-fr	es	es	0
cinco	cinco	n1	cinco	cinco	0
leguas	leguas	fw-la	leguas	leguas	0
de	de	fw-fr	de	de	0
Panama	Panama	np1	Panama	Panama	0
,	,	,	,	,	0
que	que	fw-fr	que	que	0
,	,	,	,	,	0
a^ert0	a^ert0	fw-it	a^ert0	a^ert0	0
yfaM	yfaM	np1	yfaM	yfaM	0
por	por	zz	por	por	0
ser	ser	zz	ser	ser	0
lugar	lugar	n1	lugar	lugar	0
abierto	abierto	fw-es	abierto	abierto	0
,	,	,	,	,	0
sera	sera	fw-fr	sera	sera	0
facil	facil	j	facil	facile	0
a	a	dt	a	a	0
saquear	saquear	n1	saquear	saquear	0
.	.	.	.	.	1
a	a	dt	a	a	0
saquear	saquear	n1	saquear	saquear	0
.	.	.	.	.	1
La	La	fw-fr	La	la	0
Havana	Havana	np1	Havana	Havana	0
.	.	.	.	.	1
Y	Y	zz	Y	y	0
tambien	tambien	fw-fr	tambien	tambien	0
corre	corre	fw-mi	corre	corre	0
peligro	peligro	n1	peligro	peligro	0
la	la	fw-fr	la	la	0
Havana	Havana	np1	Havana	Havana	0
;	;	;	;	;	0
que	que	fw-fr	que	que	0
aunque	aunque	fw-la	aunque	aunque	0
tiene	tiene	fw-it	tiene	tiene	0
fortaleza	fortaleza	fw-mi	fortaleza	fortaleza	0
,	,	,	,	,	0
es	es	fw-mi	es	es	0
chica	chica	fw-la	chica	chica	0
y	y	fw-fr	y	y	0
flaca	flaca	fw-la	flaca	flaca	0
,	,	,	,	,	0
y	y	fw-mi	y	y	0
sacando	sacando	fw-la	sacando	sacando	0
artilleria	artilleria	fw-la	artilleria	artilleria	0
en	en	fw-fr	en	en	0
tierra	tierra	fw-es	tierra	tierra	0
,	,	,	,	,	0
la	la	fw-fr	la	la	0
tomaran	tomaran	n1	tomaran	tomaran	0
con	con	fw-mi	con	con	0
facilidad	facilidad	fw-es	facilidad	facilidad	0
.	.	.	.	.	1
Y	Y	zz	Y	y	0
de	de	fw-fr	de	de	0
mas	mas	n1	mass	mass	0
