perceive	perceive	vvb	perceive	perceive	0
Asaphi	Asaphi	np1	Asaphi	Asaphi	0
.	.	.	.	.	1
The	The	dt	The	the	0
next	next	ord	next	next	0
day	day	n1	day	day	0
we	we	pns12	we	we	0
came	came	vvd	came	come	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
He	He	pns31	He	he	0
of	of	pp-f	of	of	0
Mogador	Mogador	n1	Mogador	mogador	0
,	,	,	,	,	0
where	where	q-crq	where	where	0
rode	rode	vvd	road	ride	0
,	,	,	,	,	0
at	at	p-acp	at	at	0
our	our	po12	our	our	0
passing	passing	vvg	passing	pass	0
by	by	p-acp	by	by	0
,	,	,	,	,	0
a	a	dt	a	a	0
Pinnesse	Pinnesse	n1	Pinnace	pinnace	0
of	of	pp-f	of	of	0
London	London	np1	London	London	0
called	called	vvd	called	call	0
the	the	dt	the	the	0
Mooneshine	Mooneshine	n1	Moonshine	moonshine	0
.	.	.	.	.	1
[	[	[	[	[	0
III	III	np1	III	Iii	0
.	.	.	.	.	1
289.	289.	crd	289.	289.	0
]	]	]	]	]	1
Aprill	Aprill	np1	Aprill	April	0
.	.	.	.	.	1
ON	ON	p-acp	ON	on	0
the	the	dt	the	the	0
first	first	ord	first	first	0
of	of	pp-f	of	of	0
Aprill	Aprill	np1	Aprill	April	0
we	we	pns12	we	we	0
ankored	ankored	vvd	ankored	ankor	0
in	in	p-acp	in	in	0
Santa	Santa	np1	Santa	Santa	0
Cruz	Cruz	np1	Cruz	Cruz	0
rode	rode	vvd	road	ride	0
,	,	,	,	,	0
where	where	c-crq	where	where	0
we	we	pns12	we	we	0
found	found	vvd	found	find	0
two	two	crd	two	two	0
great	great	j	great	great	0
shippes	shippes	n2	ships	ship	0
of	of	pp-f	of	of	0
London	London	np1	London	London	0
lading	lading	n-vvg	lading	lade	0
in	in	p-acp	in	in	0
Sugar	Sugar	n1	Sugar	sugar	0
,	,	,	,	,	0
of	of	pp-f	of	of	0
whom	whom	ro-crq	whom	who	0
we	we	pns12	we	we	0
had	had	vhd	had	have	0
2	2	crd	2	2	0
shipboats	shipboats	n2	shipboats	shipboat	0
to	to	pc-acp	to	to	0
supply	supply	vvi	supply	supply	0
the	the	dt	the	the	0
losse	losse	n1	loss	loss	0
of	of	pp-f	of	of	0
our	our	po12	our	our	0
Shallops	Shallops	vvz	Shallops	shallop	0
.	.	.	.	.	1
406	406	crd	406	406	0
On	On	p-acp	On	on	0
the	the	dt	the	the	0
2	2	crd	2	2	0
we	we	pns12	we	we	0
set	set	vvb	set	set	0
sayle	sayle	n1	sail	sail	0
from	from	p-acp	from	from	0
the	the	dt	the	the	0
rode	rode	n1	road	road	0
of	of	pp-f	of	of	0
Santa	Santa	np1	Santa	Santa	0
Cruz	Cruz	np1	Cruz	Cruz	0
,	,	,	,	,	0
for	for	p-acp	for	for	0
the	the	dt	the	the	0
Canaries	Canaries	n2	Canaries	canary	0
.	.	.	.	.	1
On	On	p-acp	On	on	0
Saturday	Saturday	np1	Saturday	Saturday	0
the	the	dt	the	the	0
4	4	crd	4	4	0
we	we	n1	we	we	0
saw	saw	vvd	saw	see	0
Alegranza	Alegranza	np1	Alegranza	Alegranza	0
,	,	,	,	,	0
the	the	dt	the	the	0
East	East	n1	East	east	0
lie	lie	vvb	lie	lie	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Canaries	Canaries	n2	Canaries	canary	0
.	.	.	.	.	1
On	On	p-acp	On	on	0
Sunday	Sunday	np1	Sunday	Sunday	0
the	the	dt	the	the	0
5	5	crd	5	5	0
of	of	pp-f	of	of	0
Aprill	Aprill	np1	Aprill	April	0
we	we	pns12	we	we	0
gave	gave	vvd	gave	give	0
chase	chase	n1	chase	chase	0
to	to	p-acp	to	to	0
a	a	dt	a	a	0
double	double	j-jn	double	double	0
flyboat	flyboat	n1	flyboat	flyboat	0
,	,	,	,	,	0
the	the	dt	the	the	0
which	which	r-crq	which	which	0
,	,	,	,	,	0
we	we	pns12	we	we	0
also	also	av	also	also	0
the	the	dt	the	the	0
same	same	d	same	same	0
day	day	n1	day	day	0
fought	fought	vvn	fought	fight	0
with	with	p-acp	with	with	0
,	,	,	,	,	0
and	and	cc	and	and	0
tooke	tooke	vvd	took	take	0
her	her	pno31	her	she	0
,	,	,	,	,	0
with	with	p-acp	with	with	0
losse	losse	n1	loss	loss	0
of	of	pp-f	of	of	0
three	three	crd	three	three	0
of	of	pp-f	of	of	0
their	their	po32	their	their	0
men	men	n2	men	man	0
slaine	slaine	vvn	slain	slay	0
,	,	,	,	,	0
and	and	cc	and	and	0
one	one	crd	one	one	0
hurt	hurt	n1	hurt	hurt	0
.	.	.	.	.	1
On	On	p-acp	On	on	0
Munday	Munday	np1	Munday	Monday	0
the	the	dt	the	the	0
6	6	crd	6	6	0
we	we	n1	we	we	0
saw	saw	vvd	saw	see	0
Grand	Grand	j	Grand	grand	0
Canarie	Canarie	n1	Canary	canary	0
,	,	,	,	,	0
and	and	cc	and	and	0
the	the	dt	the	the	0
next	next	ord	next	next	0
day	day	n1	day	day	0
we	we	pns12	we	we	0
landed	landed	vvd	landed	land	0
and	and	cc	and	and	0
tooke	tooke	vvd	took	take	0
in	in	p-acp	in	in	0
fresh	fresh	j	fresh	fresh	0
water	water	n1	water	water	0
on	on	p-acp	on	on	0
the	the	dt	the	the	0
Southside	Southside	n1	Southside	southside	0
thereof	thereof	av	thereof	thereof	0
.	.	.	.	.	1
On	On	p-acp	On	on	0
the	the	dt	the	the	0
9	9	crd	9	9	0
we	we	zz	we	we	0
departed	departed	vvn	departed	depart	0
from	from	p-acp	from	from	0
Grand	Grand	j	Grand	grand	0
Canary	Canary	n1	Canary	canary	0
,	,	,	,	,	0
and	and	cc	and	and	0
.	.	.	.	.	0
framed	framed	j-vvn	framed	frame	0
our	our	po12	our	our	0
course	course	n1	course	course	0
for	for	p-acp	for	for	0
Dominica	Dominica	np1	Dominica	Dominica	0
.	.	.	.	.	1
The	The	dt	The	the	0
last	last	ord	last	last	0
of	of	pp-f	of	of	0
Aprill	Aprill	np1	Aprill	April	0
we	we	pns12	we	we	0
saw	saw	vvd	saw	see	0
Dominica	Dominica	np1	Dominica	Dominica	0
,	,	,	,	,	0
and	and	cc	and	and	0
the	the	dt	the	the	0
same	same	d	same	same	0
night	night	n1	night	night	0
we	we	pns12	we	we	0
came	came	vvd	came	come	0
to	to	p-acp	to	to	0
an	an	dt	and	a	0
anker	anker	n1	anchor	anchor	0
on	on	p-acp	on	on	0
the	the	dt	the	the	0
Southside	Southside	n1	Southside	southside	0
thereof	thereof	av	thereof	thereof	0
.	.	.	.	.	1
May	May	np1	May	May	0
.	.	.	.	.	1
THe	THe	dt	THe	the	0
first	first	ord	first	first	0
of	of	pp-f	of	of	0
May	May	np1	May	May	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
morning	morning	n1	morning	morning	0
many	many	d	many	many	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Salvages	Salvages	n2-jn	Salvages	savage	0
came	came	vvd	came	come	0
aboord	aboord	a-acp	aboard	aboard	0
our	our	po12	our	our	0
ships	ships	n2	ships	ship	0
in	in	p-acp	in	in	0
their	their	po32	their	their	0
Canowes	Canowes	n2	Canows	canow	0
,	,	,	,	,	0
and	and	cc	and	and	0
did	did	vdd	did	do	0
traffique	traffique	vvi	traffic	traffic	0
with	with	p-acp	with	with	0
us	us	pno12	us	we	0
;	;	;	;	;	0
we	we	pns12	we	we	0
also	also	av	also	also	0
the	the	dt	the	the	0
same	same	d	same	same	0
day	day	n1	day	day	0
landed	landed	vvn	landed	land	0
and	and	cc	and	and	0
entered	entered	vvd	entered	enter	0
their	their	po32	their	their	0
Towne	Towne	n1	Town	town	0
from	from	p-acp	from	from	0
whence	whence	c-crq	whence	whence	0
we	we	pns12	we	we	0
returned	returned	vvd	returned	return	0
the	the	dt	the	the	0
same	same	d	same	same	0
day	day	n1	day	day	0
aboord	aboord	a-acp	aboard	aboard	0
without	without	p-acp	without	without	0
any	any	d	any	any	0
resistance	resistance	n1	resistance	resistance	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Salvages	Salvages	n2-jn	Salvages	savage	0
;	;	;	;	;	0
or	or	cc	or	or	0
any	any	d	any	any	0
offence	offence	n1	offence	offence	0
done	done	vdn	done	do	0
to	to	p-acp	to	to	0
them	them	pno32	them	they	0
.	.	.	.	.	1
The	The	dt	The	the	0
2	2	crd	2	2	0
of	of	pp-f	of	of	0
May	May	np1	May	May	0
our	our	po12	our	our	0
Admirall	Admirall	n1	Admiral	admiral	0
and	and	cc	and	and	0
our	our	po12	our	our	0
Pinnesse	Pinnesse	n1	Pinnace	pinnace	0
departed	departed	vvn	departed	depart	0
from	from	p-acp	from	from	0
Dominica	Dominica	np1	Dominica	Dominica	0
leaving	leaving	vvg	leaving	leave	0
the	the	dt	the	the	0
John	John	np1	John	John	0
our	our	po12	our	our	0
Vice-admirall	Vice-admirall	n1	Viceadmiral	viceadmiral	0
playing	playing	vvg	playing	play	0
off	off	a-acp	off	off	0
and	and	cc	and	and	0
on	on	a-acp	on	on	0
about	about	p-acp	about	about	0
Dominica	Dominica	np1	Dominica	Dominica	0
,	,	,	,	,	0
hoping	hoping	vvg	hoping	hope	0
to	to	pc-acp	to	to	0
take	take	vvi	take	take	0
some	some	d	some	some	0
Spaniard	Spaniard	np1	Spaniard	Spaniard	0
outwardes	outwardes	av-j	outwards	outward	0
bound	bound	vvn	bound	bind	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
Indies	Indies	np2	Indies	Indies	0
;	;	;	;	;	0
the	the	dt	the	the	0
same	same	d	same	same	0
night	night	n1	night	night	0
we	we	pns12	we	we	0
had	had	vhd	had	have	0
sight	sight	n1	sighed	sight	0
of	of	pp-f	of	of	0
three	three	crd	three	three	0
smal	smal	j	small	small	0
Hands	Hands	n2	Hands	hand	0
called	called	vvn	called	call	0
Los	Los	fw-la	Los	los	0
Santos	Santos	np1	Santos	Santos	0
,	,	,	,	,	0
leaving	leaving	vvg	leaving	leave	0
Guadalupe	Guadalupe	np1	Guadalupe	Guadalupe	0
and	and	cc	and	and	0
them	them	pno32	them	they	0
on	on	p-acp	on	on	0
our	our	po12	our	our	0
starboord	starboord	n1	starboard	starboard	0
.	.	.	.	.	1
The	The	dt	The	the	0
3	3	crd	3	3	0
we	we	pns12	we	we	0
had	had	vhd	had	have	0
sight	sight	n1	sighed	sight	0
of	of	pp-f	of	of	0
S.	S.	n1	S.	saint	0
Christophers	Christophers	npg1	Christophers	Christopher	0
Hand	Hand	n1	Hand	hand	0
,	,	,	,	,	0
bearing	bearing	vvg	bearing	bear	0
Northeast	Northeast	np1	Northeast	Northeast	0
and	and	cc	and	and	0
by	by	p-acp	by	by	0
East	East	n1	East	east	0
off	off	p-acp	off	off	0
us	us	pno12	us	we	0
.	.	.	.	.	1
On	On	p-acp	On	on	0
the	the	dt	the	the	0
4	4	crd	4	4	0
we	we	n1	we	we	0
sayled	sayled	vvd	sailed	sail	0
by	by	p-acp	by	by	0
the	the	dt	the	the	0
Virgines	Virgines	n2	Virgins	virgin	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
are	are	vbr	are	be	0
many	many	d	many	many	0
broken	broken	j-vvn	broken	break	0
Hands	Hands	n2	Hands	hand	0
,	,	,	,	,	0
lying	lying	vvg	lying	lie	0
at	at	p-acp	at	at	0
the	the	dt	the	the	0
East	East	n1	East	east	0
ende	ende	n1	end	end	0
of	of	pp-f	of	of	0
S.	S.	n1	S.	saint	0
Johns	Johns	np1	Johns	Johns	0
Hand	Hand	n1	Hand	hand	0
:	:	:	:	:	0
and	and	cc	and	and	0
the	the	dt	the	the	0
same	same	d	same	same	0
day	day	n1	day	day	0
towards	towards	p-acp	towards	towards	0
evening	evening	n1	evening	evening	0
we	we	pns12	we	we	0
landed	landed	vvd	landed	land	0
upon	upon	p-acp	upon	upon	0
one	one	crd	one	one	0
of	of	pp-f	of	of	0
them	them	pno32	them	they	0
called	called	vvd	called	call	0
Blanca	Blanca	np1	Blanca	Blanca	0
,	,	,	,	,	0
where	where	c-crq	where	where	0
we	we	pns12	we	we	0
killed	killed	vvd	killed	kill	0
an	an	dt	and	a	0
incredible	incredible	j	incredible	incredible	0
number	number	n1	number	number	0
of	of	pp-f	of	of	0
foules	foules	n2	fowls	fowl	0
:	:	:	:	:	0
here	here	av	here	here	0
we	we	pns12	we	we	0
stayed	stayed	vvd	stayed	stay	0
4°7	4°7	n1	4°7	4°7	0
but	but	p-acp	but	but	0
three	three	crd	three	three	0
houres	houres	n2	hours	hour	0
,	,	,	,	,	0
&	&	cc	&	and	0
from	from	p-acp	from	from	0
thence	thence	av	thence	thence	0
stood	stood	vvd	stood	stand	0
into	into	p-acp	into	into	0
the	the	dt	the	the	0
shore	shore	n1	shore	shore	0
Northwest	Northwest	av-an	Northwest	northwest	0
,	,	,	,	,	0
and	and	cc	and	and	0
having	having	vhg	having	have	0
brought	brought	vvn	brought	bring	0
this	this	d	this	this	0
Hand	Hand	n1	Hand	hand	0
Southeast	Southeast	n1	Southeast	southeast	0
off	off	p-acp	off	off	0
us	us	pno12	us	we	0
,	,	,	,	,	0
we	we	pns12	we	we	0
put	put	vvd	put	put	0
towards	towards	p-acp	towards	towards	0
night	night	n1	night	night	0
thorow	thorow	p-acp	thorough	through	0
an	an	dt	and	a	0
opening	opening	n-vvg	opening	open	0
or	or	cc	or	or	0
swatch	swatch	n1	swatch	swatch	0
,	,	,	,	,	0
called	called	vvd	called	call	0
The	The	dt	The	the	0
passage	passage	n1	passage	passage	0
,	,	,	,	,	0
lying	lying	vvg	lying	lie	0
betwene	betwene	p-acp	between	between	0
the	the	dt	the	the	0
Virgines	Virgines	n2	Virgins	virgin	0
,	,	,	,	,	0
and	and	cc	and	and	0
the	the	dt	the	the	0
East	East	n1	East	east	0
end	end	n1	end	end	0
of	of	pp-f	of	of	0
S.	S.	n1	S.	saint	0
John	John	np1	John	John	0
:	:	:	:	:	0
here	here	av	here	here	0
the	the	dt	the	the	0
Pinnesse	Pinnesse	n1	Pinnace	pinnace	0
left	left	vvd	left	leave	0
us	us	pno12	us	we	0
and	and	cc	and	and	0
sayled	sayled	vvd	sailed	sail	0
on	on	p-acp	on	on	0
the	the	dt	the	the	0
South	South	n1	South	south	0
side	side	n1	side	side	0
of	of	pp-f	of	of	0
S.	S.	n1	S.	saint	0
John.	John.	np1	John.	John.	1
The	The	dt	The	the	0
5	5	crd	5	5	0
and	and	cc	and	and	0
6	6	crd	6	6	0
the	the	dt	the	the	0
Admirall	Admirall	n1	Admiral	admiral	0
sayled	sayled	vvd	sailed	sail	0
along	along	a-acp	along	along	0
the	the	dt	the	the	0
Northside	Northside	n1	Northside	northside	0
of	of	pp-f	of	of	0
S.	S.	n1	S.	saint	0
John	John	np1	John	John	0
,	,	,	,	,	0
so	so	av	so	so	0
neere	neere	av-j	near	near	0
the	the	dt	the	the	0
shore	shore	n1	shore	shore	0
that	that	cst	that	that	0
the	the	dt	the	the	0
Spaniards	Spaniards	np2	Spaniards	Spaniard	0
discerned	discerned	vvd	discerned	discern	0
us	us	pno12	us	we	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
men	men	n2	men	man	0
of	of	pp-f	of	of	0
warre	warre	n1	war	war	0
;	;	;	;	;	0
and	and	cc	and	and	0
therefore	therefore	av	therefore	therefore	0
made	made	vvd	made	make	0
fires	fires	n2	fires	fire	0
along	along	p-acp	along	along	0
the	the	dt	the	the	0
coast	coast	n1	coast	coast	0
as	as	c-acp	as	as	0
we	we	pns12	we	we	0
sailed	sailed	vvd	sailed	sail	0
by	by	p-acp	by	by	0
,	,	,	,	,	0
for	for	c-acp	for	for	0
so	so	av	so	so	0
their	their	po32	their	their	0
custome	custome	n1	custom	custom	0
is	is	vbz	is	be	0
,	,	,	,	,	0
when	when	c-crq	when	when	0
they	they	pns32	they	they	0
see	see	vvb	see	see	0
any	any	d	any	any	0
men	men	n2	men	man	0
of	of	pp-f	of	of	0
warre	warre	n1	war	war	0
on	on	p-acp	on	on	0
their	their	po32	their	their	0
coasts	coasts	n2	coasts	coast	0
.	.	.	.	.	1
The	The	dt	The	the	0
7	7	crd	7	7	0
we	we	zz	we	we	0
landed	landed	vvn	landed	land	0
on	on	p-acp	on	on	0
the	the	dt	the	the	0
Northwest	Northwest	av-an	Northwest	northwest	0
end	end	n1	end	end	0
of	of	pp-f	of	of	0
S.	S.	n1	S.	saint	0
John	John	np1	John	John	0
,	,	,	,	,	0
where	where	c-crq	where	where	0
we	we	pns12	we	we	0
watered	watered	vvd	watered	water	0
in	in	p-acp	in	in	0
a	a	dt	a	a	0
good	good	j	good	good	0
river	river	n1	river	river	0
called	called	vvn	called	call	0
Yaguana	Yaguana	np1	Yaguana	Yaguana	0
,	,	,	,	,	0
and	and	cc	and	and	0
the	the	dt	the	the	0
same	same	d	same	same	0
night	night	n1	night	night	0
following	following	vvg	following	follow	0
we	we	pns12	we	we	0
tooke	tooke	vvd	took	take	0
a	a	dt	a	a	0
Frigate	Frigate	n1	Frigate	frigate	0
of	of	pp-f	of	of	0
tenne	tenne	crd	tenne	ten	0
Tunne	Tunne	n1	Tun	tun	0
comming	comming	vvg	coming	come	0
from	from	p-acp	from	from	0
Gwathanelo	Gwathanelo	np1	Gwathanelo	Gwathanelo	0
laden	laden	vvn	laden	lade	0
with	with	p-acp	with	with	0
hides	hides	n2	hides	hide	0
and	and	cc	and	and	0
ginger	ginger	n1	ginger	ginger	0
.	.	.	.	.	1
In	In	p-acp	In	in	0
this	this	d	this	this	0
place	place	n1	place	place	0
Pedro	Pedro	np1	Pedro	Pedro	0
a	a	dt	a	a	0
Mollato	Mollato	np1	Mollato	Mollato	0
,	,	,	,	,	0
who	who	r-crq	who	who	0
knewe	knewe	vvd	knew	know	0
all	all	d	all	all	0
our	our	po12	our	our	0
state	state	n1	state	state	0
,	,	,	,	,	0
ranne	ranne	vvd	ran	run	0
from	from	p-acp	from	from	0
us	us	pno12	us	we	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
Spaniards	Spaniards	np2	Spaniards	Spaniard	0
.	.	.	.	.	1
On	On	p-acp	On	on	0
the	the	dt	the	the	0
9	9	crd	9	9	0
we	we	zz	we	we	0
departed	departed	vvn	departed	depart	0
from	from	p-acp	from	from	0
Yaguana	Yaguana	np1	Yaguana	Yaguana	0
.	.	.	.	.	1
The	The	dt	The	the	0
13	13	crd	13	13	0
we	we	zz	we	we	0
landed	landed	vvn	landed	land	0
on	on	p-acp	on	on	0
an	an	dt	and	a	0
Hand	Hand	n1	Hand	hand	0
called	called	vvn	called	call	0
Mona	Mona	np1	Mona	Mona	0
,	,	,	,	,	0
whereon	whereon	c-crq	whereon	whereon	0
were	were	vbdr	were	be	0
10	10	crd	10	10	0
or	or	cc	or	or	0
12	12	crd	12	12	0
houses	houses	n2	houses	house	0
inhabited	inhabited	vvn	inhabited	inhabit	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Spaniards	Spaniards	np2	Spaniards	Spaniard	0
;	;	;	;	;	0
these	these	d	these	these	0
we	we	pns12	we	we	0
burned	burned	vvd	burned	burn	0
&	&	cc	&	and	0
took	took	vvd	took	take	0
from	from	p-acp	from	from	0
