Concerning	Concerning	vvg	Concerning	concern	0
onely	onely	av-j	only	only	0
by	by	p-acp	by	by	0
an	an	dt	and	a	0
arme	arme	n1	arm	arm	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
sea	sea	n1	sea	sea	0
about	about	p-acp	about	about	0
twentie	twentie	crd	twentie	twenty	0
leagues	leagues	n2	leagues	league	0
broad	broad	j	broad	broad	0
,	,	,	,	,	0
and	and	cc	and	and	0
abounding	abounding	vvg	abounding	abound	0
with	with	p-acp	with	with	0
victuals	victuals	n2	victuals	victual	0
and	and	cc	and	and	0
all	all	d	all	all	0
other	other	j-jn	other	other	0
necessaries	necessaries	n2-j	necessaries	necessary	0
for	for	p-acp	for	for	0
the	the	dt	the	the	0
maintenance	maintenance	n1	maintenance	maintenance	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
warres	warres	n2	wars	war	0
.	.	.	.	.	1
Out	Out	av	Out	out	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Epistles	Epistles	n2	Epistles	epistle	0
of	of	pp-f	of	of	0
father	father	n1	father	father	0
Frier	Frier	np1	Frier	Frier	0
Lewis	Lewis	np1	Lewis	Lewis	0
Frois	Frois	np1	Frois	Frois	0
,	,	,	,	,	0
dated	dated	vvn	dated	date	0
1590.	1590.	crd	1590.	1590.	1
Uabacondono	Uabacondono	fw-it	Uabacondono	uabacondono	0
having	having	vhg	having	have	0
subdued	subdued	vvn	subdued	subdue	0
all	all	d	all	all	0
the	the	dt	the	the	0
petie	petie	j	petie	petty	0
king-domes	king-domes	n2	kingdoms	kingdom	0
of	of	pp-f	of	of	0
Japan	Japan	np1	Japan	Japan	0
,	,	,	,	,	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
yeere	yeere	n1	year	year	0
of	of	pp-f	of	of	0
our	our	po12	our	our	0
Lord	Lord	n1	Lord	lord	0
1590	1590	crd	1590	1590	0
(	(	(	(	(	0
as	as	c-acp	as	as	0
father	father	n1	father	father	0
Frier	Frier	np1	Frier	Frier	0
Lewis	Lewis	np1	Lewis	Lewis	0
Frois	Frois	np1	Frois	Frois	0
writeth	writeth	vvz	writeth	write	0
in	in	p-acp	in	in	0
his	his	po31	his	his	0
Japonian	Japonian	jp	Japonian	japonian	0
Epistles	Epistles	n2	Epistles	epistle	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
foresaid	foresaid	j-vvn	foresaid	foresay	0
yeere	yeere	n1	year	year	0
)	)	)	)	)	0
grew	grew	vvd	grew	grow	0
so	so	av	so	so	0
proud	proud	j	proud	proud	0
and	and	cc	and	and	0
insolent	insolent	j	insolent	insolent	0
that	that	cst	that	that	0
he	he	pns31	he	he	0
seemed	seemed	vvd	seemed	seem	0
another	another	j-jn	another	another	0
Lucifer	Lucifer	np1	Lucifer	Lucifer	0
;	;	;	;	;	0
so	so	av	so	so	0
farre	farre	av-j	far	far	0
foorth	foorth	av	forth	forth	0
,	,	,	,	,	0
that	that	cst	that	that	0
he	he	pns31	he	he	0
made	made	vvd	made	make	0
a	a	dt	a	a	0
solemne	solemne	j	solemn	solemn	0
vow	vow	n1	vow	vow	0
and	and	cc	and	and	0
othe	othe	n1	other	oath	0
,	,	,	,	,	0
422	422	crd	422	422	0
that	that	d	that	that	0
he	he	pns31	he	he	0
would	would	vmd	would	will	0
passe	passe	vvi	pass	pass	0
the	the	dt	the	the	0
sea	sea	n1	sea	sea	0
in	in	p-acp	in	in	0
his	his	po31	his	his	0
owne	owne	d	own	own	0
person	person	n1	person	person	0
to	to	pc-acp	to	to	0
conquere	conquere	vvi	conquer	conquer	0
China	China	np1	China	China	0
:	:	:	:	:	0
and	and	cc	and	and	0
for	for	p-acp	for	for	0
this	this	d	this	this	0
purpose	purpose	n1	purpose	purpose	0
hee	hee	pns31	he	he	0
made	made	vvd	made	make	0
great	great	j	great	great	0
preparations	preparations	n2	preparations	preparation	0
,	,	,	,	,	0
saying	saying	vvg	saying	say	0
,	,	,	,	,	0
that	that	cst	that	that	0
since	since	c-acp	since	since	0
hee	hee	pns31	he	he	0
is	is	vbz	is	be	0
become	become	vvn	become	become	0
Lorde	Lorde	n1	Lord	lord	0
of	of	pp-f	of	of	0
all	all	d	all	all	0
Japan	Japan	np1	Japan	Japan	0
,	,	,	,	,	0
he	he	pns31	he	he	0
hath	hath	vhz	hath	have	0
nothing	nothing	pix	nothing	nothing	0
now	now	av	now	now	0
to	to	pc-acp	to	to	0
doe	doe	vdi	do	do	0
but	but	cc-acp	but	but	0
to	to	pc-acp	to	to	0
conquere	conquere	vvi	conquer	conquer	0
China	China	np1	China	China	0
,	,	,	,	,	0
and	and	cc	and	and	0
that	that	cst	that	that	0
although	although	cs	although	although	0
he	he	pns31	he	he	0
should	should	vmd	should	shall	0
end	end	vvi	end	end	0
his	his	po31	his	his	0
life	life	n1	life	life	0
in	in	p-acp	in	in	0
that	that	d	that	that	0
enterprize	enterprize	n1	enterprise	enterprise	0
,	,	,	,	,	0
he	he	pns31	he	he	0
is	is	vbz	is	be	0
not	not	xx	not	not	0
to	to	pc-acp	to	to	0
give	give	vvi	give	give	0
over	over	p-acp	over	over	0
the	the	dt	the	the	0
same	same	d	same	same	0
.	.	.	.	.	1
For	For	p-acp	For	for	0
he	he	pns31	he	he	0
hopeth	hopeth	vvz	hopeth	hope	0
to	to	pc-acp	to	to	0
leave	leave	vvi	leave	leave	0
behinde	behinde	p-acp	behind	behind	0
him	him	pno31	him	he	0
hereby	hereby	av	hereby	hereby	0
so	so	av	so	so	0
great	great	j	great	great	0
fame	fame	n1	fame	fame	0
,	,	,	,	,	0
glorie	glorie	n1	glory	glory	0
,	,	,	,	,	0
and	and	cc	and	and	0
renowne	renowne	n1	renown	renown	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
none	none	pix	none	none	0
may	may	vmb	may	may	0
be	be	vbi	be	be	0
comparable	comparable	j	comparable	comparable	0
thereunto	thereunto	av	thereunto	thereunto	0
.	.	.	.	.	1
And	And	cc	And	and	0
though	though	cs	though	though	0
hee	hee	pns31	he	he	0
could	could	vmd	could	can	0
not	not	xx	not	not	0
conquere	conquere	vvi	conquer	conquer	0
the	the	dt	the	the	0
same	same	d	same	same	0
,	,	,	,	,	0
and	and	cc	and	and	0
should	should	vmd	should	shall	0
ende	ende	vvi	end	end	0
his	his	po31	his	his	0
life	life	n1	life	life	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
action	action	n1	actium	action	0
,	,	,	,	,	0
yet	yet	av	yet	yet	0
should	should	vmd	should	shall	0
he	he	pns31	he	he	0
alwayes	alwayes	av	always	always	0
remaine	remaine	vvb	remain	remain	0
immortali	immortali	fw-la	immortali	immortali	0
with	with	p-acp	with	with	0
this	this	d	this	this	0
glory	glory	n1	glory	glory	0
.	.	.	.	.	1
And	And	cc	And	and	0
if	if	cs	if	if	0
God	God	np1	God	God	0
doth	doth	vdz	does	do	0
not	not	xx	not	not	0
cut	cut	vvi	cut	cut	0
him	him	pno31	him	he	0
off	off	a-acp	off	off	0
,	,	,	,	,	0
it	it	pn31	it	it	0
is	is	vbz	is	be	0
thought	thought	vvn	thought	think	0
verily	verily	av-j	verily	very	0
,	,	,	,	,	0
that	that	cst	that	that	0
hee	hee	pns31	he	he	0
will	will	vmb	will	will	0
throughly	throughly	av-j	thoroughly	thorough	0
attempt	attempt	vvi	attempt	attempt	0
the	the	dt	the	the	0
same	same	d	same	same	0
.	.	.	.	.	1
And	And	cc	And	and	0
for	for	p-acp	for	for	0
his	his	po31	his	his	0
more	more	av-dc	more	more	0
secure	secure	j	secure	secure	0
passage	passage	n1	passage	passage	0
thither	thither	av	thither	thither	0
,	,	,	,	,	0
he	he	pns31	he	he	0
is	is	vbz	is	be	0
determined	determined	vvn	determined	determine	0
to	to	pc-acp	to	to	0
leave	leave	vvi	leave	leave	0
behinde	behinde	p-acp	behind	behind	0
him	him	pno31	him	he	0
two	two	crd	two	two	0
Governours	Governours	n2	Governors	governor	0
(	(	(	(	(	0
after	after	c-acp	after	after	0
his	his	po31	his	his	0
maner	maner	n1	manner	manner	0
)	)	)	)	)	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
parts	parts	n2	parts	part	0
of	of	pp-f	of	of	0
Miac6	Miac6	np1	Miac6	Miac6	0
with	with	p-acp	with	with	0
the	the	dt	the	the	0
administration	administration	n1	administration	administration	0
of	of	pp-f	of	of	0
Finqua	Finqua	np1	Finqua	Finqua	0
;	;	;	;	;	0
and	and	cc	and	and	0
of	of	pp-f	of	of	0
those	those	d	those	those	0
of	of	pp-f	of	of	0
his	his	po31	his	his	0
Monarchic	Monarchic	j	Monarchic	monarchic	0
he	he	pns31	he	he	0
saith	saith	vvz	says	say	0
that	that	cst	that	that	0
he	he	pns31	he	he	0
will	will	vmb	will	will	0
take	take	vvi	take	take	0
with	with	p-acp	with	with	0
him	him	pno31	him	he	0
all	all	d	all	all	0
the	the	dt	the	the	0
great	great	j	great	great	0
Japonish	Japonish	jp	Japonish	japonish	0
Lords	Lords	n2	Lords	lord	0
,	,	,	,	,	0
or	or	cc	or	or	0
at	at	p-acp	at	at	0
the	the	dt	the	the	0
least	least	ds	least	least	0
all	all	d	all	all	0
his	his	po31	his	his	0
principali	principali	fw-la	principali	principali	0
subjects	subjects	n2-jn	subject's	subject	0
,	,	,	,	,	0
and	and	cc	and	and	0
leave	leave	vvi	leave	leave	0
in	in	p-acp	in	in	0
his	his	po31	his	his	0
dominions	dominions	n2	dominions	dominion	0
such	such	d	such	such	0
guard	guard	n1	guard	guard	0
and	and	cc	and	and	0
garisons	garisons	n2	garrisons	garrison	0
as	as	c-acp	as	as	0
shall	shall	vmb	shall	shall	0
seeme	seeme	vvi	seem	seem	0
best	best	js	best	best	0
unto	unto	p-acp	unto	unto	0
him	him	pno31	him	he	0
.	.	.	.	.	1
And	And	cc	And	and	0
so	so	av	so	so	0
having	having	vhg	having	have	0
passed	passed	vvn	passed	pass	0
the	the	dt	the	the	0
winter	winter	n1	winter	winter	0
,	,	,	,	,	0
he	he	pns31	he	he	0
meaneth	meaneth	vvz	means	mean	0
to	to	pc-acp	to	to	0
come	come	vvi	come	come	0
to	to	p-acp	to	to	0
these	these	d	these	these	0
partes	partes	n2	parts	part	0
ofXimo	ofXimo	np1	ofXimo	ofXimo	0
,	,	,	,	,	0
for	for	c-acp	for	for	0
from	from	p-acp	from	from	0
hence	hence	av	hence	hence	0
he	he	pns31	he	he	0
is	is	vbz	is	be	0
to	to	pc-acp	to	to	0
set	set	vvi	set	set	0
forth	forth	av	forth	forth	0
his	his	po31	his	his	0
armie	armie	n1	army	army	0
,	,	,	,	,	0
Ximo	Ximo	np1	Ximo	Ximo	0
.	.	.	.	.	1
&	&	cc	&	and	0
:	:	:	:	:	0
to	to	pc-acp	to	to	0
passe	passe	vvi	pass	pass	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
land	land	n1	land	land	0
of	of	pp-f	of	of	0
Coray	Coray	np1	Coray	Coray	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
the	the	dt	the	the	0
Portugales	Portugales	np2	Portugales	Portugal	0
Coray	Coray	np1	Coray	Coray	0
con-call	con-call	j	con-call	con-call	0
Coria	Coria	np1	Coria	Coria	0
,	,	,	,	,	0
being	being	vbg	being	be	0
devided	devided	vvn	divided	divide	0
from	from	p-acp	from	from	0
Japan	Japan	np1	Japan	Japan	0
with	with	p-acp	with	with	0
an	an	dt	and	a	0
arme	arme	n1	arm	arm	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
sea	sea	n1	sea	sea	0
.	.	.	.	.	1
And	And	cc	And	and	0
although	although	cs	although	although	0
the	the	dt	the	the	0
Portugales	Portugales	np2	Portugales	Portugal	0
in	in	p-acp	in	in	0
times	times	n2	times	time	0
past	past	j	past	past	0
thought	thought	n1	thought	thought	0
,	,	,	,	,	0
m	m	sy	m	m	0
a^ut	a^ut	uh	a^ut	a^ut	0
'	'	'	'	'	0
that	that	cst	that	that	0
it	it	pn31	it	it	0
was	was	vbds	was	be	0
an	an	dt	and	a	0
lie	lie	n1	lie	lie	0
or	or	cc	or	or	0
Peninsula	Peninsula	np1	Peninsula	Peninsula	0
,	,	,	,	,	0
yet	yet	av	yet	yet	0
is	is	vbz	is	be	0
it	it	pn31	it	it	0
firme	firme	j	firm	firm	0
lande	lande	n1	land	land	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
joyneth	joyneth	vvz	joineth	join	0
unto	unto	p-acp	unto	unto	0
the	the	dt	the	the	0
kingdome	kingdome	n1	kingdom	kingdom	0
of	of	pp-f	of	of	0
Paqui	Paqui	np1	Paqui	Paqui	0
.	.	.	.	.	1
And	And	cc	And	and	0
he	he	pns31	he	he	0
hath	hath	vhz	hath	have	0
now	now	av	now	now	0
stricken	stricken	vvn	stricken	strike	0
such	such	d	such	such	0
a	a	dt	a	a	0
terror	terror	n1	terror	terror	0
with	with	p-acp	with	with	0
his	his	po31	his	his	0
name	name	n1	name	name	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
countrey	countrey	n1	country	country	0
of	of	pp-f	of	of	0
Coray	Coray	np1	Coray	Coray	0
,	,	,	,	,	0
that	that	cst	that	that	0
the	the	dt	the	the	0
king	king	n1	king	king	0
thereof	thereof	av	thereof	thereof	0
hath	hath	vhz	hath	have	0
sent	sent	vvn	sent	send	0
his	his	po31	his	his	0
ambassadors	ambassadors	n2	ambassadors	ambassador	0
hither	hither	av	hither	hither	0
to	to	pc-acp	to	to	0
yeelde	yeelde	vvi	yield	yield	0
unto	unto	p-acp	unto	unto	0
him	him	pno31	him	he	0
a	a	dt	a	a	0
kind	kind	n1	kind	kind	0
of	of	pp-f	of	of	0
homage	homage	n1	homage	homage	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
he	he	pns31	he	he	0
required	required	vvd	required	require	0
;	;	;	;	;	0
which	which	r-crq	which	which	0
ambassadors	ambassadors	n2	ambassadors	ambassador	0
are	are	vbr	are	be	0
now	now	av	now	now	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
city	city	n1	city	city	0
of	of	pp-f	of	of	0
Miac6	Miac6	np1	Miac6	Miac6	0
.	.	.	.	.	1
And	And	cc	And	and	0
by	by	p-acp	by	by	0
this	this	d	this	this	0
Peninsula	Peninsula	np1	Peninsula	Peninsula	0
of	of	pp-f	of	of	0
Coray	Coray	np1	Coray	Coray	0
he	he	pns31	he	he	0
may	may	vmb	may	may	0
passe	passe	vvi	pass	pass	0
FromCorayan	FromCorayan	np1	FromCorayan	FromCorayan	0
with	with	p-acp	with	with	0
his	his	po31	his	his	0
army	army	n1	army	army	0
by	by	p-acp	by	by	0
land	land	n1	land	land	0
in	in	p-acp	in	in	0
fewe	fewe	d	few	few	0
dayes	dayes	ng2	days	day	0
journey	journey	n1	journey	journey	0
unto	unto	p-acp	unto	unto	0
the	the	dt	the	the	0
citie	citie	n1	city	city	0
of	of	pp-f	of	of	0
Paqui	Paqui	np1	Paqui	Paqui	0
,	,	,	,	,	0
being	being	vbg	being	be	0
the	the	dt	the	the	0
principali	principali	fw-la	principali	principali	0
citie	citie	n1	city	city	0
where	where	c-crq	where	where	0
the	the	dt	the	the	0
king	king	n1	king	king	0
of	of	pp-f	of	of	0
-	-	-	-	-	0
tn	tn	zz	tn	tn	0
fa	fa	zz	fa	fa	0
dayes	dayes	n2	days	day	0
China	China	np1	China	China	0
hath	hath	vhz	hath	have	0
his	his	po31	his	his	0
residence	residence	n1	residence	residence	0
.	.	.	.	.	1
And	And	cc	And	and	0
as	as	c-acp	as	as	0
the	the	dt	the	the	0
Chinians	Chinians	njp2	Chinians	chinians	0
be	be	vbb	be	be	0
weake	weake	j	weak	weak	0
,	,	,	,	,	0
to	to	p-acp	to	to	0
Paqui	Paqui	np1	Paqui	Paqui	0
the	the	av	the	then	0
and	and	cc	and	and	0
the	the	dt	the	the	0
people	people	n1	people	people	0
of	of	pp-f	of	of	0
Japan	Japan	np1	Japan	Japan	0
so	so	av	so	so	0
valiant	valiant	j	valiant	valiant	0
and	and	cc	and	and	0
feared	feared	vvn	feared	fear	0
of	of	pp-f	of	of	0
them	them	pno32	them	they	0
,	,	,	,	,	0
if	if	cs	if	if	0
of	of	pp-f	of	of	0
God	God	np1	God	God	0
doth	doth	vdz	does	do	0
not	not	xx	not	not	0
cut	cut	vvi	cut	cut	0
him	him	pno31	him	he	0
off	off	a-acp	off	off	0
in	in	p-acp	in	in	0
this	this	d	this	this	0
expedition	expedition	n1	expedition	expedition	0
,	,	,	,	,	0
it	it	pn31	it	it	0
may	may	vmb	may	may	0
fall	fall	vvi	fallen	fall	0
China-out	China-out	j	China-out	china-out	0
according	according	vvg	according	accord	0
to	to	p-acp	to	to	0
his	his	po31	his	his	0
expectation	expectation	n1	expectation	expectation	0
.	.	.	.	.	1
423	423	crd	423	423	0
But	But	cc-acp	But	but	0
whatsoever	whatsoever	r-crq	whatsoever	whatsoever	0
become	become	vvn	become	become	0
of	of	pp-f	of	of	0
China	China	np1	China	China	0
,	,	,	,	,	0
it	it	pn31	it	it	0
is	is	vbz	is	be	0
held	held	vvn	held	hold	0
for	for	p-acp	for	for	0
a	a	dt	a	a	0
certaintie	certaintie	n1	certainty	certainty	0
,	,	,	,	,	0
that	that	cst	that	that	0
his	his	po31	his	his	0
comming	comming	n-vvg	coming	come	0
will	will	vmb	will	will	0
cause	cause	vvi	cause	cause	0
great	great	j	great	great	0
alterations	alterations	n2	alterations	alteration	0
in	in	p-acp	in	in	0
these	these	d	these	these	0
partes	partes	n2	parts	part	0
of	of	pp-f	of	of	0
Ximo	Ximo	np1	Ximo	Ximo	0
,	,	,	,	,	0
especially	especially	av-j	especially	especial	0
in	in	p-acp	in	in	0
this	this	d	this	this	0
kingdom	kingdom	n1	kingdom	kingdom	0
of	of	pp-f	of	of	0
Figen	Figen	np1	Figen	Figen	0
,	,	,	,	,	0
wherein	wherein	q-crq	wherein	wherein	0
are	are	vbr	are	be	0
the	the	dt	the	the	0
princedomes	princedomes	n2	princedoms	princedom	0
of	of	pp-f	of	of	0
Arima	Arima	np1	Arima	Arima	0
and	and	cc	and	and	0
Omura	Omura	np1	Omura	Omura	0
,	,	,	,	,	0
and	and	cc	and	and	0
all	all	d	all	all	0
the	the	dt	the	the	0
force	force	n1	force	force	0
of	of	pp-f	of	of	0
our	our	po12	our	our	0
Christianity	Christianity	n1	Christianity	christianity	0
:	:	:	:	:	0
and	and	cc	and	and	0
he	he	pns31	he	he	0
told	told	vvd	told	tell	0
Don	Don	n1	DONE	don	0
Protasio	Protasio	np1	Protasio	Protasio	0
when	when	c-crq	when	when	0
he	he	pns31	he	he	0
was	was	vbds	was	be	0
with	with	p-acp	with	with	0
him	him	pno31	him	he	0
once	once	a-acp	once	once	0
before	before	a-acp	before	before	0
,	,	,	,	,	0
that	that	cst	that	that	0
he	he	pns31	he	he	0
would	would	vmd	would	will	0
make	make	vvi	make	make	0
him	him	pno31	him	he	0
a	a	dt	a	a	0
great	great	j	great	great	0
man	man	n1	man	man	0
in	in	p-acp	in	in	0
China	China	np1	China	China	0
,	,	,	,	,	0
and	and	cc	and	and	0
that	that	cst	that	that	0
he	he	pns31	he	he	0
would	would	vmd	would	will	0
remoove	remoove	vvi	remove	remove	0
these	these	d	these	these	0
lordes	lordes	n2	lords	lord	0
,	,	,	,	,	0
and	and	cc	and	and	0
deliver	deliver	vvi	deliver	deliver	0
their	their	po32	their	their	0
governments	governments	n2	governments	government	0
unto	unto	p-acp	unto	unto	0
lordes	lordes	n2	lords	lord	0
that	that	cst	that	that	0
were	were	vbdr	were	be	0
Gentiles	Gentiles	n2-j	Gentiles	gentile	0
;	;	;	;	;	0
which	which	r-crq	which	which	0
would	would	vmd	would	will	0
be	be	vbi	be	be	0
the	the	dt	the	the	0
ruine	ruine	n1	ruin	ruin	0
of	of	pp-f	of	of	0
all	all	d	all	all	0
this	this	d	this	this	0
Christianitie	Christianitie	n1	Christianity	christianity	0
;	;	;	;	;	0
neither	neither	av-dx	neither	neither	0
should	should	vmd	should	shall	0
we	we	pns12	we	we	0
have	have	vhb	have	have	0
any	any	d	any	any	0
place	place	n1	place	place	0
wherein	wherein	c-crq	wherein	wherein	0
to	to	pc-acp	to	to	0
remaine	remaine	vvi	remain	remain	0
.	.	.	.	.	1
For	For	p-acp	For	for	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
it	it	pn31	it	it	0
is	is	vbz	is	be	0
the	the	dt	the	the	0
custome	custome	n1	custom	custom	0
of	of	pp-f	of	of	0
Japan	Japan	np1	Japan	Japan	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
alterations	alterations	n2	alterations	alteration	0
of	of	pp-f	of	of	0
estates	estates	n2	estates	estate	0
and	and	cc	and	and	0
kingdomes	kingdomes	n2	kingdoms	kingdom	0
(	(	(	(	(	0
which	which	r-crq	which	which	0
they	they	pns32	they	they	0
call	call	vvb	call	call	0
Cuningaia	Cuningaia	np1	Cuningaia	Cuningaia	0
)	)	)	)	)	0
to	to	pc-acp	to	to	0
remoove	remoove	vvi	remove	remove	0
all	all	d	all	all	0
the	the	dt	the	the	0
nobilitie	nobilitie	n1	nobility	nobility	0
and	and	cc	and	and	0
gentry	gentry	n1	gentry	gentry	0
,	,	,	,	,	0
and	and	cc	and	and	0
to	to	pc-acp	to	to	0
leave	leave	vvi	leave	leave	0
onely	onely	av-j	only	only	0
the	the	dt	the	the	0
base	base	j	base	base	0
people	people	n1	people	people	0
and	and	cc	and	and	0
labourers	labourers	n2	labourers	labourer	0
,	,	,	,	,	0
committing	committing	vvg	committing	commit	0
them	them	pno32	them	they	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
government	government	n1	government	government	0
of	of	pp-f	of	of	0
Ethnicks	Ethnicks	n2-jn	Ethnics	ethnic	0
,	,	,	,	,	0
wee	wee	pns12	we	we	0
shall	shall	vmb	shall	shall	0
hereby	hereby	av	hereby	hereby	0
also	also	av	also	also	0
leese	leese	vvi	lose	lose	0
our	our	po12	our	our	0
houses	houses	n2	houses	house	0
,	,	,	,	,	0
and	and	cc	and	and	0
the	the	dt	the	the	0
Christians	Christians	np1	Christians	Christians	0
shall	shall	vmb	shall	shall	0
be	be	vbi	be	be	0
dispersed	dispersed	vvn	dispersed	disperse	0
with	with	p-acp	with	with	0
their	their	po32	their	their	0
lords	lords	n2	lords	lord	0
;	;	;	;	;	0
whom	whom	r-crq	whom	who	0
sometimes	sometimes	av	sometime	sometime	0
he	he	pns31	he	he	0
handleth	handleth	vvz	handleth	handle	0
in	in	p-acp	in	in	0
such	such	d	such	such	0
sort	sort	n1	sort	sort	0
,	,	,	,	,	0
that	that	cst	that	that	0
he	he	pns31	he	he	0
giveth	giveth	vvz	gives	give	0
them	them	pno32	them	they	0
