A	A	dt	A	a	0
under	under	p-acp	under	under	0
the	the	dt	the	the	0
command	command	n1	command	command	0
of	of	pp-f	of	of	0
sir	sir	n1	sir	sir	0
Francis	Francis	np1	Francis	Francis	0
Drake	Drake	np1	Drake	Drake	0
,	,	,	,	,	0
and	and	cc	and	and	0
sir	sir	n1	sir	sir	0
John	John	np1	John	John	0
Hawkins	Hawkins	np1	Hawkins	Hawkins	0
Generals	Generals	n2	Generals	general	0
at	at	p-acp	at	at	0
the	the	dt	the	the	0
sea	sea	n1	sea	sea	0
;	;	;	;	;	0
and	and	cc	and	and	0
sir	sir	n1	sir	sir	0
Thomas	Thomas	np1	Thomas	Thomas	0
Baskervill	Baskervill	np1	Baskervill	Baskervill	0
Generali	Generali	fw-la	Generali	generali	0
at	at	p-acp	at	at	0
land	land	n1	land	land	0
:	:	:	:	:	0
with	with	p-acp	with	with	0
a	a	dt	a	a	0
confutation	confutation	n1	confutation	confutation	0
of	of	pp-f	of	of	0
divers	divers	j	diverse	diverse	0
grosse	grosse	j	gross	gross	0
lies	lies	n2	lies	lie	0
and	and	cc	and	and	0
untruthes	untruthes	n2	untruths	untruth	0
,	,	,	,	,	0
contayned	contayned	vvn	contained	contain	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
same	same	d	same	same	0
letter	letter	n1	letter	letter	0
:	:	:	:	:	0
together	together	av	together	together	0
with	with	p-acp	with	with	0
a	a	dt	a	a	0
short	short	j	short	short	0
relation	relation	n1	relation	relation	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
fight	fight	n1	fight	fight	0
,	,	,	,	,	0
according	according	vvg	according	accord	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
truth	truth	n1	truth	truth	0
.	.	.	.	.	1
[	[	[	[	[	0
III	III	np1	III	Iii	0
.	.	.	.	.	1
591.	591.	crd	591.	591.	0
]	]	]	]	]	1
Copia	Copia	np1	Copia	Copia	0
de	de	fw-fr	de	de	0
una	una	fw-la	una	una	0
carta	carta	fw-la	carta	carta	0
,	,	,	,	,	0
que	que	fw-fr	que	que	0
ernbio	ernbio	fw-it	ernbio	ernbio	0
Don	Don	n1	DONE	don	0
Bernaldino	Bernaldino	np1	Bernaldino	Bernaldino	0
Delgadillo	Delgadillo	np1	Delgadillo	Delgadillo	0
de	de	fw-fr	de	de	0
Avellaneda	Avellaneda	np1	Avellaneda	Avellaneda	0
,	,	,	,	,	0
General	General	j	General	general	0
de	de	fw-fr	de	de	0
la	la	fw-fr	la	la	0
Armada	Armada	n1	Armada	armada	0
de	de	fw-fr	de	de	0
su	su	n1	sum	sum	0
Magestad	Magestad	vvn	Magestad	magestad	0
,	,	,	,	,	0
embiada	embiada	uh	embiada	embiada	0
al	al	d	all	all	0
Doctor	Doctor	n1	Doctor	doctor	0
Pedro	Pedro	np1	Pedro	Pedro	0
Florez	Florez	np1	Florez	Florez	0
Presidente	Presidente	np1	Presidente	Presidente	0
de	de	fw-fr	de	de	0
la	la	fw-fr	la	la	0
casa	casa	fw-la	casa	casa	0
de	de	fw-fr	de	de	0
la	la	fw-fr	la	la	0
contratacion	contratacion	n1	contratacion	contratacion	0
de	de	fw-fr	de	de	0
las	las	fw-fr	las	las	0
Indias	Indias	npg1	Indias	India	0
:	:	:	:	:	0
en	en	fw-fr	en	en	0
que	que	fw-fr	que	que	0
trata	trata	fw-la	trata	trata	0
del	del	fw-it	del	del	0
sucesso	sucesso	fw-it	sucesso	sucesso	0
de	de	fw-mi	de	de	0
la	la	fw-fr	la	la	0
Armada	Armada	n1	Armada	armada	0
de	de	fw-fr	de	de	0
Ynglatierra	Ynglatierra	fw-es	Ynglatierra	ynglatierra	0
,	,	,	,	,	0
despues	despues	vvz	despues	despue	0
que	que	fw-fr	que	que	0
partio	partio	fw-la	partio	partio	0
de	de	fw-fr	de	de	0
Panama	Panama	np1	Panama	Panama	0
,	,	,	,	,	0
de	de	fw-fr	de	de	0
que	que	fw-fr	que	que	0
fue	fue	zz	fue	fue	0
por	por	zz	por	por	0
General	General	n1	General	general	0
Francisco	Francisco	np1	Francisco	Francisco	0
Draque	Draque	np1	Draque	Draque	0
,	,	,	,	,	0
y	y	fw-fr	y	y	0
de	de	fw-fr	de	de	0
su	su	n1	sum	sum	0
muerte	muerte	j	muerte	muerte	0
.	.	.	.	.	1
E	E	sy	E	e	0
Cartagena	Cartagena	np1	Cartagena	Cartagena	0
di	di	fw-it	di	di	0
cuenta	cuenta	fw-mi	cuenta	cuenta	0
a	a	fw-es	a	a	0
vuestra	vuestra	fw-es	vuestra	vuestra	0
Merced	Merced	np1	Merced	Merced	0
como	como	fw-it	como	como	0
sali	sali	fw-la	sali	sali	0
del	del	fw-it	del	del	0
puerto	puerto	fw-la	puerto	puerto	0
de	de	fw-fr	de	de	0
la	la	fw-fr	la	la	0
ciudad	ciudad	fw-es	ciudad	ciudad	0
de	de	fw-es	de	de	0
Lisbona	Lisbona	np1	Lisbona	Lisbona	0
,	,	,	,	,	0
en	en	fw-fr	en	en	0
busca	busca	fw-la	busca	busca	0
de	de	fw-fr	de	de	0
la	la	fw-fr	la	la	0
armada	armada	n1	armada	armada	0
Ynglesa	Ynglesa	fw-es	Ynglesa	ynglesa	0
,	,	,	,	,	0
aunque	aunque	fw-la	aunque	aunque	0
por	por	fw-es	por	por	0
la	la	fw-fr	la	la	0
mucha	mucha	fw-mi	mucha	mucha	0
priessa	priessa	fw-la	priessa	priessa	0
,	,	,	,	,	0
no	no	uh-dx	no	no	0
se	se	fw-la	se	se	0
pudieron	pudieron	n1	pudieron	pudieron	0
reparar	reparar	fw-it	reparar	reparar	0
tanbien	tanbien	fw-fr	tanbien	tanbien	0
los	los	fw-la	los	los	0
Galeones	Galeones	fw-la	Galeones	galeones	0
como	como	fw-it	como	como	0
fuera	fuera	fw-it	fuera	fuera	0
necessario	necessario	fw-la	necessario	necessario	0
,	,	,	,	,	0
y	y	fw-mi	y	y	0
con	con	fw-mi	con	con	0
el	el	fw-es	el	el	0
tiempo	tiempo	fw-it	tiempo	tiempo	0
se	se	fw-la	se	se	0
perdio	perdio	fw-la	perdio	perdio	0
uno	uno	fw-la	uno	uno	0
,	,	,	,	,	0
y	y	fw-mi	y	y	0
por	por	fw-es	por	por	0
desgracia	desgracia	fw-it	desgracia	desgracia	0
se	se	fw-la	se	se	0
quemo	quemo	fw-la	quemo	quemo	0
un	un	fw-fr	un	un	0
Filibote	Filibote	fw-es	Filibote	filibote	0
,	,	,	,	,	0
y	y	fw-es	y	y	0
aviendo	aviendo	fw-es	aviendo	aviendo	0
andado	andado	fw-es	andado	andado	0
muchos	muchos	fw-mi	muchos	muchos	0
dias	dias	fw-la	dias	dias	0
en	en	fw-fr	en	en	0
busca	busca	fw-la	busca	busca	0
del	del	n1	deal	deal	0
enemigo	enemigo	fw-la	enemigo	enemigo	0
,	,	,	,	,	0
hasta	hasta	fw-la	hasta	hasta	0
que	que	fw-fr	que	que	0
llegue	llegue	fw-fr	llegue	llegue	0
a	a	dt	a	a	0
Cartagena	Cartagena	np1	Cartagena	Cartagena	0
,	,	,	,	,	0
donde	donde	fw-fr	donde	donde	0
aviendo	aviendo	fw-es	aviendo	aviendo	0
tornado	tornado	fw-it	tornado	tornado	0
el	el	fw-es	el	el	0
parecer	parecer	jc	parecer	parece	0
de	de	fw-it	de	de	0
Don	Don	n1	DONE	don	0
Pedro	Pedro	np1	Pedro	Pedro	0
de	de	fw-fr	de	de	0
Acunna	Acunna	np1	Acunna	Acunna	0
Governador	Governador	fw-es	Governador	governador	0
y	y	fw-mi	y	y	0
capitan	capitan	fw-mi	capitan	capitan	0
general	general	n1	general	general	0
de	de	fw-mi	de	de	0
aquella	aquella	fw-it	aquella	aquella	0
ciudad	ciudad	fw-es	ciudad	ciudad	0
,	,	,	,	,	0
porque	porque	fw-es	porque	porque	0
tenia	tenia	fw-la	tenia	tenia	0
mucha	mucha	fw-mi	mucha	mucha	0
necessidad	necessidad	fw-es	necessidad	necessidad	0
de	de	fw-fr	de	de	0
agua	agua	fw-la	agua	agua	0
,	,	,	,	,	0
y	y	fw-mi	y	y	0
reparar	reparar	fw-it	reparar	reparar	0
los	los	fw-la	los	los	0
Navios	Navios	np1	Navios	Navios	0
por	por	zz	por	por	0
que	que	fw-fr	que	que	0
venian	venian	n1	venian	venian	0
faltos	faltos	n2	faltos	falto	0
della	della	fw-la	della	della	0
,	,	,	,	,	0
me	me	pno11	me	i	0
detuve	detuve	fw-fr	detuve	detuve	0
en	en	fw-fr	en	en	0
aquel	aquel	fw-fr	aquel	aquel	0
puerto	puerto	fw-la	puerto	puerto	0
,	,	,	,	,	0
adonde	adonde	fw-fr	adonde	adonde	0
tuve	tuve	fw-fr	tuve	tuve	0
noticia	noticia	n1	noticia	noticia	0
por	por	fw-es	por	por	0
un	un	fw-it	un	un	0
Aviso	Aviso	np1	Aviso	Aviso	0
,	,	,	,	,	0
que	que	fw-fr	que	que	0
Francisco	Francisco	np1	Francisco	Francisco	0
Draque	Draque	fw-la	Draque	draque	0
murio	murio	fw-la	murio	murio	0
en	en	fw-fr	en	en	0
Nombre	Nombre	n1	Number	number	0
de	de	fw-fr	de	de	0
Dios	Dios	fw-es	Dios	dios	0
,	,	,	,	,	0
de	de	fw-fr	de	de	0
pena	pena	fw-la	pena	pena	0
de	de	fw-fr	de	de	0
aver	aver	vvi	aver	aver	0
perdido	perdido	zz	perdido	perdido	0
tantos	tantos	n2	tantos	tanto	0
Baxeles	Baxeles	av	Baxeles	baxeles	0
y	y	zz	y	y	0
gente	gente	fw-la	gente	gente	0
,	,	,	,	,	0
aunque	aunque	fw-la	aunque	aunque	0
despues	despues	vvz	despues	despue	0
se	se	zz	se	se	0
supo	supo	av	supo	supo	0
mas	mas	n1	mass	mass	0
por	por	zz	por	por	0
estenso	estenso	fw-la	estenso	estenso	0
.	.	.	.	.	1
Y	Y	zz	Y	y	0
aviendo	aviendo	fw-la	aviendo	aviendo	0
dado	dado	n1	dado	dado	0
a	a	dt	a	a	0
vuestro	vuestro	n1	vuestro	vuestro	0
Merced	Merced	np1	Merced	Merced	0
cuenta	cuenta	fw-mi	cuenta	cuenta	0
de	de	fw-mi	de	de	0
lo	lo	uh	lo	lo	0
que	que	fw-fr	que	que	0
hasta	hasta	fw-la	hasta	hasta	0
alii	alii	fw-la	alii	alii	0
a	a	dt	a	a	0
sucedido	sucedido	n1	sucedido	sucedido	0
,	,	,	,	,	0
agora	agora	n1	agora	agora	0
la	la	fw-fr	la	la	0
doy	doy	fw-fr	doy	doy	0
de	de	fw-fr	de	de	0
que	que	fw-fr	que	que	0
sali	sali	fw-la	sali	sali	0
de	de	fw-fr	de	de	0
aquel	aquel	fw-fr	aquel	aquel	0
puerto	puerto	fw-la	puerto	puerto	0
a	a	av	a	a	0
dos	dos	vdz	dos	do	0
de	de	dt	the	the	0
Marzo	Marzo	np1	Marzo	Marzo	0
,	,	,	,	,	0
y	y	fw-mi	y	y	0
tome	tome	n1	tome	tome	0
la	la	fw-fr	la	la	0
derrota	derrota	fw-la	derrota	derrota	0
de	de	fw-fr	de	de	0
la	la	fw-fr	la	la	0
Havana	Havana	np1	Havana	Havana	0
,	,	,	,	,	0
donde	donde	fw-fr	donde	donde	0
entendi	entendi	fw-la	entendi	entendi	0
hallarlo	hallarlo	fw-la	hallarlo	hallarlo	0
:	:	:	:	:	0
y	y	fw-mi	y	y	0
aviendo	aviendo	fw-la	aviendo	aviendo	0
hecho	hecho	fw-it	hecho	hecho	0
la	la	fw-it	la	la	0
diligencia	diligencia	fw-it	diligencia	diligencia	0
’247	’247	n1	’247	’247	0
posible	posible	j	possible	possible	0
,	,	,	,	,	0
Lunes	Lunes	n2	Lunes	lune	0
a	a	dt	a	a	0
onze	onze	j	onze	onze	0
del	del	n1	deal	deal	0
dicho	dicho	n1	dicho	dicho	0
mes	mes	fw-fr	mes	mes	0
,	,	,	,	,	0
alas	alas	uh	alas	alas	0
dos	dos	vdz	dos	do	0
despues	despues	vvz	despues	despue	0
de	de	fw-la	de	de	0
medio	medio	fw-la	medio	medio	0
dia	dia	zz	dia	dia	0
,	,	,	,	,	0
al	al	d	all	all	0
salir	salir	j	salir	salir	0
de	de	fw-fr	de	de	0
la	la	fw-fr	la	la	0
Ysla	Ysla	np1	Ysla	Ysla	0
de	de	fw-fr	de	de	0
Pinos	Pinos	np1	Pinos	Pinos	0
,	,	,	,	,	0
en	en	fw-fr	en	en	0
la	la	fw-fr	la	la	0
ensenada	ensenada	n1	ensenada	ensenada	0
de	de	fw-fr	de	de	0
Guaniguanico	Guaniguanico	np1	Guaniguanico	Guaniguanico	0
,	,	,	,	,	0
tope	tope	uh	tope	tope	0
con	con	fw-mi	con	con	0
el	el	fw-es	el	el	0
,	,	,	,	,	0
que	que	fw-fr	que	que	0
yva	yva	fw-la	yva	yva	0
con	con	fw-mi	con	con	0
catorze	catorze	n1	catorze	catorze	0
Navios	Navios	np1	Navios	Navios	0
muy	muy	fw-es	muy	muy	0
buenos	buenos	fw-gr	buenos	buenos	0
:	:	:	:	:	0
fueme	fueme	fw-mi	fueme	fueme	0
arrimando	arrimando	fw-la	arrimando	arrimando	0
a	a	fw-es	a	a	0
el	el	fw-es	el	el	0
,	,	,	,	,	0
aunque	aunque	fw-la	aunque	aunque	0
tenia	tenia	fw-la	tenia	tenia	0
el	el	fw-es	el	el	0
viento	viento	fw-la	viento	viento	0
por	por	zz	por	por	0
suyo	suyo	n1	suyo	suyo	0
,	,	,	,	,	0
y	y	fw-mi	y	y	0
el	el	fw-es	el	el	0
Almiranta	Almiranta	np1	Almiranta	Almiranta	0
que	que	fw-fr	que	que	0
yva	yva	fw-fr	yva	yva	0
mas	mas	n1	mass	mass	0
al	al	d	all	all	0
viento	viento	n1	viento	viento	0
con	con	vvb	con	con	0
otros	otros	fw-la	otros	otros	0
dos	dos	vdz	dos	do	0
Navios	Navios	np1	Navios	Navios	0
commenzo	commenzo	n1	commenzo	commenzo	0
arrimarsele	arrimarsele	n1	arrimarsele	arrimarsele	0
,	,	,	,	,	0
y	y	fw-fr	y	y	0
aunque	aunque	fw-la	aunque	aunque	0
vino	vino	fw-la	vino	vino	0
sobre	sobre	j	sober	sober	0
ella	ella	fw-la	ella	ella	0
con	con	fw-mi	con	con	0
todos	todos	fw-es	todos	todo	0
los	los	fw-la	los	los	0
suyos	suyos	n2	suyos	suyo	0
tres	tres	fw-fr	tres	tres	0
vezes	vezes	n2	vezes	veze	0
,	,	,	,	,	0
no	no	dx	no	no	0
fue	fue	zz	fue	fue	0
parte	parte	n1	part	part	0
acercarsele	acercarsele	n1	acercarsele	acercarsele	0
paraque	paraque	fw-la	paraque	paraque	0
quisiesse	quisiesse	n1	quisiesse	quisiesse	0
envestir	envestir	vvi	envestir	envestir	0
:	:	:	:	:	0
los	los	fw-la	los	los	0
que	que	fw-fr	que	que	0
estavamos	estavamos	n2	estavamos	estavamo	0
mas	mas	n1	mass	mass	0
apartados	apartados	n2	apartados	apartado	0
fuymos	fuymos	fw-la	fuymos	fuymos	0
dando	dando	fw-la	dando	dando	0
bordos	bordos	fw-la	bordos	bordos	0
acercan-donos	acercan-donos	j	acercan-donos	acercan-donos	0
hasta	hasta	fw-la	hasta	hasta	0
jugar	jugar	n1	jugar	jugar	0
la	la	fw-fr	la	la	0
artilleria	artilleria	fw-la	artilleria	artilleria	0
,	,	,	,	,	0
Mosqueteria	Mosqueteria	np1	Mosqueteria	Mosqueteria	0
,	,	,	,	,	0
y	y	fw-mi	y	y	0
Arcabuzeria	Arcabuzeria	fw-la	Arcabuzeria	arcabuzeria	0
de	de	fw-fr	de	de	0
los	los	fw-la	los	los	0
mas	mas	n1	mass	mass	0
dellos	dellos	n2	dellos	dello	0
,	,	,	,	,	0
en	en	fw-fr	en	en	0
lo	lo	uh	lo	lo	0
qual	qual	j-jn-u	qual	qual	0
el	el	fw-es	el	el	0
recibio	recibio	fw-it	recibio	recibio	0
muy	muy	fw-es	muy	muy	0
conocido	conocido	fw-it	conocido	conocido	0
danno	danno	vmbx	danno	danno	0
,	,	,	,	,	0
el	el	fw-es	el	el	0
lo	lo	uh	lo	lo	0
hizo	hizo	fw-it	hizo	hizo	0
con	con	fw-mi	con	con	0
el	el	fw-es	el	el	0
artilleria	artilleria	fw-la	artilleria	artilleria	0
como	como	fw-it	como	como	0
suele	suele	n1	suele	suele	0
,	,	,	,	,	0
y	y	pn22	y	you	0
particular-mente	particular-mente	j	particularment	particularment	0
el	el	fw-es	el	el	0
Almiranta	Almiranta	np1	Almiranta	Almiranta	0
,	,	,	,	,	0
y	y	fw-fr	y	y	0
en	en	fw-fr	en	en	0
reconociendo	reconociendo	fw-la	reconociendo	reconociendo	0
la	la	fw-fr	la	la	0
voluntad	voluntad	fw-es	voluntad	voluntad	0
con	con	fw-mi	con	con	0
que	que	fw-es	que	que	0
a	a	fw-es	a	a	0
el	el	fw-es	el	el	0
nos	nos	fw-la	nos	nos	0
arrimavamos	arrimavamos	n2	arrimavamos	arrimavamo	0
,	,	,	,	,	0
con	con	vvb	con	con	0
