Certaine	Certaine	j	Certain	certain	0
these	these	d	these	these	0
Islands	Islands	n2	Islands	island	0
pertaine	pertaine	vvi	pertain	pertain	0
unto	unto	p-acp	unto	unto	0
Finmarke	Finmarke	np1	Finmarke	Finmarke	0
,	,	,	,	,	0
and	and	cc	and	and	0
they	they	pns32	they	they	0
keepe	keepe	vvb	keep	keep	0
the	the	dt	the	the	0
lawes	lawes	n2	laws	law	0
and	and	cc	and	and	0
speake	speake	vvi	speak	speak	0
the	the	dt	the	the	0
language	language	n1	language	language	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Islanders	Islanders	n2	Islanders	islander	0
.	.	.	.	.	1
And	And	cc	And	and	0
at	at	p-acp	at	at	0
the	the	dt	the	the	0
Eastermost	Eastermost	j	Eastermost	eastermost	0
part	part	n1	part	part	0
of	of	pp-f	of	of	0
that	that	d	that	that	0
land	land	n1	land	land	0
is	is	vbz	is	be	0
a	a	dt	a	a	0
castle	castle	n1	castle	castle	0
which	which	r-crq	which	which	0
is	is	vbz	is	be	0
called	called	vvn	called	call	0
the	the	dt	the	the	0
Ward	Ward	n1	Ward	ward	0
house	house	n1	house	house	0
,	,	,	,	,	0
and	and	cc	and	and	0
the	the	dt	the	the	0
King	King	n1	King	king	0
of	of	pp-f	of	of	0
Denmarke	Denmarke	np1	Denmarke	Denmark	0
doeth	doeth	vdz	doth	do	0
fortifie	fortifie	vvi	fortify	fortify	0
it	it	pn31	it	it	0
with	with	p-acp	with	with	0
men	men	n2	men	man	0
of	of	pp-f	of	of	0
warre	warre	n1	war	war	0
:	:	:	:	:	0
and	and	cc	and	and	0
the	the	dt	the	the	0
Russes	Russes	zz	Russes	russes	0
may	may	vmb	may	may	0
not	not	xx	not	not	0
goe	goe	vvi	go	go	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
Westward	Westward	av	Westward	westward	0
of	of	pp-f	of	of	0
that	that	d	that	that	0
castle	castle	n1	castle	castle	0
.	.	.	.	.	1
And	And	cc	And	and	0
East	East	n1	East	east	0
Southeast	Southeast	n1	Southeast	southeast	0
from	from	p-acp	from	from	0
that	that	d	that	that	0
castle	castle	n1	castle	castle	0
is	is	vbz	is	be	0
a	a	dt	a	a	0
lande	lande	n1	land	land	0
called	called	vvn	called	call	0
Lappia	Lappia	np1	Lappia	Lappia	0
:	:	:	:	:	0
in	in	p-acp	in	in	0
which	which	r-crq	which	which	0
’	’	’	’	’	0
lande	lande	n1	land	land	0
be	be	vbi	be	be	0
two	two	crd	two	two	0
maner	maner	n1	manner	manner	0
of	of	pp-f	of	of	0
people	people	n1	people	people	0
,	,	,	,	,	0
that	that	cst	that	that	0
is	is	vbz	is	be	0
to	to	pc-acp	to	to	0
say	say	vvi	say	say	0
,	,	,	,	,	0
the	the	dt	the	the	0
Lappians	Lappians	njp2	Lappians	lappians	0
,	,	,	,	,	0
and	and	cc	and	and	0
the	the	dt	the	the	0
Scrickfinnes	Scrickfinnes	n2	Scrickfinnes	scrickfinne	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
Scrickfinnes	Scrickfinnes	n2	Scrickfinnes	scrickfinne	0
are	are	vbr	are	be	0
a	a	dt	a	a	0
wilde	wilde	j	wild	wild	0
people	people	n1	people	people	0
which	which	r-crq	which	which	0
neither	neither	dx	neither	neither	0
know	know	vvb	know	know	0
God	God	np1	God	God	0
,	,	,	,	,	0
nor	nor	ccx	nor	nor	0
yet	yet	av	yet	yet	0
good	good	j	good	good	0
fames-order	fames-order	n1	fames-order	fames-order	0
:	:	:	:	:	0
and	and	cc	and	and	0
these	these	d	these	these	0
people	people	n1	people	people	0
live	live	vvi	live	live	0
in	in	p-acp	in	in	0
tents	tents	n2	tents	tent	0
made	made	vvn	made	make	0
of	of	pp-f	of	of	0
Deares	Deares	ng1	Dears	deer	0
skinnes	skinnes	n2	skins	skin	0
:	:	:	:	:	0
and	and	cc	and	and	0
they	they	pns32	they	they	0
have	have	vhb	have	have	0
no	no	dx	no	no	0
certaine	certaine	j	certain	certain	0
habitations	habitations	n2	habitations	habitation	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
continue	continue	vvb	continue	continue	0
in	in	p-acp	in	in	0
heards	heards	n2	heards	herd	0
and	and	cc	and	and	0
companies	companies	n2	companies	company	0
by	by	p-acp	by	by	0
one	one	crd	one	one	0
hundred	hundred	crd	hundred	hundred	0
and	and	cc	and	and	0
two	two	crd	two	two	0
hundreds	hundreds	crd	hundreds	hundred	0
.	.	.	.	.	1
And	And	cc	And	and	0
they	they	pns32	they	they	0
are	are	vbr	are	be	0
a	a	dt	a	a	0
people	people	n1	people	people	0
of	of	pp-f	of	of	0
small	small	j	small	small	0
stature	stature	n1	stature	stature	0
,	,	,	,	,	0
and	and	cc	and	and	0
are	are	vbr	are	be	0
clothed	clothed	vvn	clothed	clothe	0
in	in	p-acp	in	in	0
Deares	Deares	ng1	Dears	deer	0
skinnes	skinnes	n2	skins	skin	0
,	,	,	,	,	0
and	and	cc	and	and	0
drinke	drinke	vvb	drink	drink	0
nothing	nothing	pix	nothing	nothing	0
but	but	cc-acp	but	but	0
water	water	n1	water	water	0
,	,	,	,	,	0
and	and	cc	and	and	0
eate	eate	vvb	eat	eat	0
no	no	dx	no	no	0
bread	bread	n1	bred	bread	0
but	but	p-acp	but	but	0
flesh	flesh	n1	flesh	flesh	0
all	all	d	all	all	0
raw	raw	j	raw	raw	0
.	.	.	.	.	1
And	And	cc	And	and	0
the	the	cs	the	than	0
The	The	dt	The	the	0
Lappians	Lappians	njp2	Lappians	lappians	0
.	.	.	.	.	1
Lappians	Lappians	njp2	Lappians	lappians	0
bee	bee	vbi	be	be	0
a	a	dt	a	a	0
people	people	n1	people	people	0
adjoyning	adjoyning	vvg	adjoining	adjoin	0
to	to	p-acp	to	to	0
them	them	pno32	them	they	0
&	&	cc	&	and	0
be	be	vbi	be	be	0
much	much	av-d	much	much	0
like	like	av-j	like	like	0
to	to	p-acp	to	to	0
them	them	pno32	them	they	0
in	in	p-acp	in	in	0
al	al	d	all	all	0
conditions	conditions	n2	conditions	condition	0
:	:	:	:	:	0
but	but	cc-acp	but	but	0
the	the	dt	the	the	0
Emperour	Emperour	n1	Emperor	emperor	0
of	of	pp-f	of	of	0
Russia	Russia	np1	Russia	Russia	0
hath	hath	vhz	hath	have	0
of	of	pp-f	of	of	0
late	late	av-j	late	late	0
overcome	overcome	vvn	overcome	overcome	0
manie	manie	d	many	many	0
of	of	pp-f	of	of	0
them	them	pno32	them	they	0
,	,	,	,	,	0
and	and	cc	and	and	0
they	they	pns32	they	they	0
are	are	vbr	are	be	0
in	in	p-acp	in	in	0
subjection	subjection	n1	subjection	subjection	0
to	to	p-acp	to	to	0
him	him	pno31	him	he	0
.	.	.	.	.	1
And	And	cc	And	and	0
this	this	d	this	this	0
people	people	n1	people	people	0
will	will	vmb	will	will	0
say	say	vvi	say	say	0
that	that	cst	that	that	0
they	they	pns32	they	they	0
beleeve	beleeve	vvb	believe	believe	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
Russes	Russes	zz	Russes	russes	0
God	God	np1	God	God	0
.	.	.	.	.	1
And	And	cc	And	and	0
they	they	pns32	they	they	0
live	live	vvb	live	live	0
in	in	p-acp	in	in	0
tents	tents	n2	tents	tent	0
as	as	p-acp	as	as	0
the	the	dt	the	the	0
other	other	j-jn	other	other	0
doe	doe	n1	doe	doe	0
.	.	.	.	.	1
And	And	cc	And	and	0
Southeast	Southeast	n1	Southeast	southeast	0
and	and	cc	and	and	0
by	by	p-acp	by	by	0
South	South	n1	South	south	0
from	from	p-acp	from	from	0
Lappia	Lappia	np1	Lappia	Lappia	0
345	345	crd	345	345	0
Corelia	Corelia	np1	Corelia	Corelia	0
.	.	.	.	.	0
lyeth	lyeth	vvz	lies	lie	0
a	a	dt	a	a	0
province	province	n1	province	province	0
called	called	vvn	called	call	0
Corelia	Corelia	np1	Corelia	Corelia	0
,	,	,	,	,	0
and	and	cc	and	and	0
these	these	d	these	these	0
people	people	n1	people	people	0
are	are	vbr	are	be	0
called	called	vvn	called	call	0
Kerilli	Kerilli	np1	Kerilli	Kerilli	0
.	.	.	.	.	1
And	And	cc	And	and	0
South	South	n1	South	south	0
southeast	southeast	n1	southeast	southeast	0
from	from	p-acp	from	from	0
Corelia	Corelia	np1	Corelia	Corelia	0
lyeth	lyeth	vvz	lies	lie	0
a	a	dt	a	a	0
Novogardia	Novogardia	np1	Novogardia	Novogardia	0
.	.	.	.	.	0
countrey	countrey	n1	country	country	0
called	called	vvn	called	call	0
Novogardia	Novogardia	np1	Novogardia	Novogardia	0
.	.	.	.	.	1
And	And	cc	And	and	0
these	these	d	these	these	0
three	three	crd	three	three	0
nations	nations	n2	nations	nation	0
are	are	vbr	are	be	0
The	The	dt	The	the	0
Russes	Russes	zz	Russes	russes	0
,	,	,	,	,	0
under	under	p-acp	under	under	0
the	the	dt	the	the	0
Emperour	Emperour	n1	Emperor	emperor	0
of	of	pp-f	of	of	0
Russia	Russia	np1	Russia	Russia	0
,	,	,	,	,	0
and	and	cc	and	and	0
the	the	dt	the	the	0
Russes	Russes	zz	Russes	russes	0
keepe	keepe	vvb	keep	keep	0
the	the	dt	the	the	0
Lawe	Lawe	n1	Law	law	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Greekes	Greekes	njp2	Greeks	greek	0
in	in	p-acp	in	in	0
their	their	po32	their	their	0
Churches	Churches	n2	Churches	church	0
,	,	,	,	,	0
and	and	cc	and	and	0
write	write	vvi	write	write	0
somewhat	somewhat	av	somewhat	somewhat	0
like	like	av-j	like	like	0
as	as	c-acp	as	as	0
the	the	dt	the	the	0
Greekes	Greekes	njp2	Greeks	greek	0
write	write	vvb	write	write	0
,	,	,	,	,	0
and	and	cc	and	and	0
they	they	pns32	they	they	0
speake	speake	vvb	speak	speak	0
their	their	po32	their	their	0
owne	owne	d	own	own	0
language	language	n1	language	language	0
,	,	,	,	,	0
and	and	cc	and	and	0
they	they	pns32	they	they	0
abhorre	abhorre	vvb	abhor	abhor	0
the	the	dt	the	the	0
Latine	Latine	jp	Latin	latin	0
tongue	tongue	n1	tongue	tongue	0
,	,	,	,	,	0
neither	neither	dx	neither	neither	0
have	have	vhb	have	have	0
they	they	pns32	they	they	0
to	to	pc-acp	to	to	0
doe	doe	vdi	do	do	0
with	with	p-acp	with	with	0
the	the	dt	the	the	0
Pope	Pope	n1	Pope	pope	0
of	of	pp-f	of	of	0
Rome	Rome	np1	Rome	Rome	0
,	,	,	,	,	0
and	and	cc	and	and	0
they	they	pns32	they	they	0
holde	holde	vvb	hold	hold	0
it	it	pn31	it	it	0
not	not	xx	not	not	0
good	good	j	good	good	0
to	to	pc-acp	to	to	0
worshippe	worshippe	vvi	worship	worship	0
any	any	d	any	any	0
carved	carved	j-vvn	carved	carve	0
Image	Image	n1	Image	image	0
,	,	,	,	,	0
yet	yet	av	yet	yet	0
they	they	pns32	they	they	0
will	will	vmb	will	will	0
worshippe	worshippe	vvi	worship	worship	0
paynted	paynted	j-vvn	painted	paint	0
Images	Images	n2	Images	image	0
on	on	p-acp	on	on	0
tables	tables	n2	tables	table	0
or	or	cc	or	or	0
[	[	[	[	[	0
I	I	pns11	I	i	0
.	.	.	.	.	0
284.	284.	crd	284.	284.	0
]	]	]	]	]	0
boordes	boordes	n2	boards	board	0
.	.	.	.	.	1
And	And	cc	And	and	0
in	in	p-acp	in	in	0
Russia	Russia	np1	Russia	Russia	0
their	their	po32	their	their	0
Churches	Churches	n2	Churches	church	0
,	,	,	,	,	0
steeples	steeples	n2	steeples	steeple	0
,	,	,	,	,	0
and	and	cc	and	and	0
houses	houses	n2	houses	house	0
are	are	vbr	are	be	0
all	all	d	all	all	0
of	of	pp-f	of	of	0
wood	wood	n1	wood	wood	0
:	:	:	:	:	0
and	and	cc	and	and	0
their	their	po32	their	their	0
shippes	shippes	n2	ships	ship	0
that	that	cst	that	that	0
they	they	pns32	they	they	0
have	have	vhb	have	have	0
are	are	vbr	are	be	0
sowed	sowed	vvn	sowed	sow	0
with	with	p-acp	with	with	0
withes	withes	n2	withes	withe	0
and	and	cc	and	and	0
have	have	vhb	have	have	0
no	no	dx	no	no	0
nayles	nayles	n2	nails	nail	0
.	.	.	.	.	1
The	The	dt	The	the	0
Kerilles	Kerilles	n2	Kerilles	kerille	0
,	,	,	,	,	0
Russians	Russians	njp2	Russians	russian	0
and	and	cc	and	and	0
Moscovians	Moscovians	njp2	Moscovians	moscovians	0
bee	bee	n1	bee	bee	0
much	much	d	much	much	0
alike	alike	av-j	alike	alike	0
in	in	p-acp	in	in	0
all	all	d	all	all	0
conditions	conditions	n2	conditions	condition	0
.	.	.	.	.	1
And	And	cc	And	and	0
South	South	n1	South	south	0
from	from	p-acp	from	from	0
the	the	dt	the	the	0
Moscovians	Moscovians	njp2	Moscovians	moscovians	0
lye	lye	vvb	lie	lie	0
the	the	dt	the	the	0
Tartaria	Tartaria	np1	Tartaria	Tartary	0
.	.	.	.	.	1
Tartarians	Tartarians	njp2	Tartarians	tartarian	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
bee	bee	n1	bee	bee	0
Mahumetans	Mahumetans	np1	Mahumetans	Mahumetans	0
,	,	,	,	,	0
and	and	cc	and	and	0
live	live	vvi	live	live	0
in	in	p-acp	in	in	0
tentes	tentes	n2	tents	tent	0
and	and	cc	and	and	0
wagons	wagons	n2	wagons	wagon	0
,	,	,	,	,	0
and	and	cc	and	and	0
keepe	keepe	vvi	keep	keep	0
in	in	p-acp	in	in	0
heardes	heardes	n2	herds	herd	0
and	and	cc	and	and	0
companies	companies	n2	companies	company	0
:	:	:	:	:	0
and	and	cc	and	and	0
they	they	pns32	they	they	0
holde	holde	vvb	hold	hold	0
it	it	pn31	it	it	0
not	not	xx	not	not	0
good	good	j	good	good	0
to	to	pc-acp	to	to	0
abide	abide	vvi	abide	abide	0
long	long	av-j	long	long	0
in	in	p-acp	in	in	0
one	one	crd	one	one	0
place	place	n1	place	place	0
,	,	,	,	,	0
for	for	c-acp	for	for	0
they	they	pns32	they	they	0
will	will	vmb	will	will	0
say	say	vvi	say	say	0
,	,	,	,	,	0
when	when	c-crq	when	when	0
they	they	pns32	they	they	0
will	will	vmb	will	will	0
curse	curse	vvi	curse	curse	0
any	any	d	any	any	0
of	of	pp-f	of	of	0
their	their	po32	their	their	0
children	children	n2	children	child	0
,	,	,	,	,	0
I	I	pns11	I	i	0
woulde	woulde	vmd	would	will	0
thou	thou	pns21	thou	thou	0
mightest	mightest	vmd2	mightest	may	0
tary	tary	vvi	tarry	tarry	0
so	so	av	so	so	0
long	long	av-j	long	long	0
in	in	p-acp	in	in	0
a	a	dt	a	a	0
place	place	n1	place	place	0
that	that	cst	that	that	0
thou	thou	pns21	thou	thou	0
mightest	mightest	vmd2	mightest	may	0
smell	smell	vvi	smell	smell	0
thine	thine	po21	thine	thy	0
owne	owne	d	own	own	0
dung	dung	n1	dung	dung	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
the	the	dt	the	the	0
Christians	Christians	njpg2	Christians	christian	0
doe	doe	n1	doe	doe	0
:	:	:	:	:	0
and	and	cc	and	and	0
this	this	d	this	this	0
is	is	vbz	is	be	0
the	the	dt	the	the	0
greatest	greatest	js	greatest	great	0
curse	curse	n1	curse	curse	0
that	that	cst	that	that	0
they	they	pns32	they	they	0
have	have	vhb	have	have	0
.	.	.	.	.	1
Lampasamart	Lampasamart	np1	Lampasamart	Lampasamart	0
And	And	cc	And	and	0
East	East	n1	East	east	0
Northeast	Northeast	n1	Northeast	north-east	0
of	of	pp-f	of	of	0
Russia	Russia	np1	Russia	Russia	0
lieth	lieth	vvz	lies	lie	0
Lampas	Lampas	np1	Lampas	Lampas	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
is	is	vbz	is	be	0
orfaire	orfaire	n1	orfaire	orfaire	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
a	a	dt	a	a	0
place	place	n1	place	place	0
where	where	c-crq	where	where	0
the	the	dt	the	the	0
Russes	Russes	zz	Russes	russes	0
,	,	,	,	,	0
Tartars	Tartars	np2	Tartars	Tartar	0
and	and	cc	and	and	0
Samoeds	Samoeds	n2	Samoeds	samoed	0
meete	meete	j	meet	meet	0
Tatars	Tatars	n2	Tatars	tatar	0
and	and	cc	and	and	0
tw^se	tw^se	vvi	tw^se	tw^se	0
a	a	dt	a	a	0
yeerej	yeerej	fw-la	yeerej	yeerej	0
and	and	cc	and	and	0
make	make	vvi	make	make	0
the	the	dt	the	the	0
faire	faire	j	fair	fair	0
to	to	p-acp	to	to	0
barter	barter	n1	barter	barter	0
wares	wares	n2	wares	ware	0
for	for	p-acp	for	for	0
Samoeds	Samoeds	n2	Samoeds	samoed	0
.	.	.	.	.	0
wares	wares	n2	wares	ware	0
.	.	.	.	.	1
And	And	cc	And	and	0
Northeast	Northeast	np1	Northeast	Northeast	0
from	from	p-acp	from	from	0
Lampas	Lampas	np1	Lampas	Lampas	0
lieth	lieth	vvz	lies	lie	0
the	the	dt	the	the	0
countrey	countrey	n1	country	country	0
The	The	dt	The	the	0
Samoeds	Samoeds	n2	Samoeds	samoed	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Samoeds	Samoeds	n2	Samoeds	samoed	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
be	be	vbb	be	be	0
about	about	p-acp	about	about	0
the	the	dt	the	the	0
river	river	n1	river	river	0
of	of	pp-f	of	of	0
Pechere	Pechere	np1	Pechere	Pechere	0
,	,	,	,	,	0
countrey	countrey	n1	country	country	0
.	.	.	.	.	0
and	and	cc	and	and	0
these	these	d	these	these	0
Samoeds	Samoeds	n2	Samoeds	samoed	0
bee	bee	vbb	be	be	0
in	in	p-acp	in	in	0
subjection	subjection	n1	subjection	subjection	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
Emperour	Emperour	n1	Emperor	emperor	0
of	of	pp-f	of	of	0
Russia	Russia	np1	Russia	Russia	0
,	,	,	,	,	0
-	-	-	-	-	0
and	and	cc	and	and	0
they	they	pns32	they	they	0
lie	lie	vvb	lie	lie	0
in	in	p-acp	in	in	0
tentes	tentes	n2	tents	tent	0
made	made	vvn	made	make	0
of	of	pp-f	of	of	0
Deere	Deere	j-jn	Dear	dear	0
skinnes	skinnes	n2	skins	skin	0
,	,	,	,	,	0
and	and	cc	and	and	0
they	they	pns32	they	they	0
use	use	vvb	use	use	0
much	much	d	much	much	0
witchcraft	witchcraft	n1	witchcraft	witchcraft	0
,	,	,	,	,	0
and	and	cc	and	and	0
shoot	shoot	vvb	shoot	shoot	0
well	well	av	well	well	0
in	in	p-acp	in	in	0
bowes	bowes	n2	bows	bow	0
.	.	.	.	.	1
Or	Or	cc	Or	or	0
,	,	,	,	,	0
Pechora	Pechora	np1	Pechora	Pechora	0
.	.	.	.	.	1
And	And	cc	And	and	0
Northeast	Northeast	np1	Northeast	Northeast	0
from	from	p-acp	from	from	0
the	the	dt	the	the	0
river	river	n1	river	river	0
Pechere	Pechere	np1	Pechere	Pechere	0
lieth	lieth	vvz	lies	lie	0
Vaygatz	Vaygatz	np1	Vaygatz	Vaygatz	0
,	,	,	,	,	0
Taigatz	Taigatz	np1	Taigatz	Taigatz	0
.	.	.	.	.	0
and	and	cc	and	and	0
there	there	pc-acp	there	there	0
are	are	vbr	are	be	0
the	the	dt	the	the	0
wilde	wilde	j	wild	wild	0
Samoeds	Samoeds	n2	Samoeds	samoed	0
which	which	r-crq	which	which	0
will	will	vmb	will	will	0
not	not	xx	not	not	0
suffer	suffer	vvi	suffer	suffer	0
the	the	dt	the	the	0
Russes	Russes	zz	Russes	russes	0
to	to	p-acp	to	to	0
land	land	n1	land	land	0
out	out	av	out	out	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Sea	Sea	n1	Sea	sea	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
they	they	pns32	they	they	0
will	will	vmb	will	will	0
kill	kill	vvi	kill	kill	0
them	them	pno32	them	they	0
and	and	cc	and	and	0
eate	eate	vvi	eat	eat	0
them	them	pno32	them	they	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
wee	wee	pns12	we	we	0
are	are	vbr	are	be	0
tolde	tolde	vvn	told	tell	0
by	by	p-acp	by	by	0
the	the	dt	the	the	0
Russes	Russes	zz	Russes	russes	0
:	:	:	:	:	0
and	and	cc	and	and	0
they	they	pns32	they	they	0
live	live	vvb	live	live	0
in	in	p-acp	in	in	0
heards	heards	n2	heards	herd	0
,	,	,	,	,	0
and	and	cc	and	and	0
have	have	vhb	have	have	0
all	all	d	all	all	0
their	their	po32	their	their	0
carriages	carriages	n2	carriages	carriage	0
with	with	p-acp	with	with	0
deere	deere	j-jn	deer	dear	0
,	,	,	,	,	0
for	for	c-acp	for	for	0
they	they	pns32	they	they	0
have	have	vhb	have	have	0
no	no	dx	no	no	0
horses	horses	n2	horses	horse	0
.	.	.	.	.	1
Beyond	Beyond	p-acp	Beyond	beyond	0
Vaygatz	Vaygatz	np1	Vaygatz	Vaygatz	0
NovaZembla	NovaZembla	np1	NovaZembla	NovaZembla	0
.	.	.	.	.	0
lyeth	lyeth	vvz	lies	lie	0
a	a	dt	a	a	0
lande	lande	n1	land	land	0
called	called	vvn	called	call	0
Nova	Nova	np1	Nova	Nova	0
Zembla	Zembla	np1	Zembla	Zembla	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
is	is	vbz	is	be	0
a	a	dt	a	a	0
great	great	j	great	great	0
lande	lande	n1	land	land	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
wee	wee	pns12	we	we	0
sawe	sawe	vvd	saw	see	0
no	no	dx	no	no	0
people	people	n1	people	people	0
,	,	,	,	,	0
and	and	cc	and	and	0
there	there	a-acp	there	there	0
wee	wee	pns12	we	we	0
had	had	vhd	had	have	0
346	346	crd	346	346	0
Foule	Foule	j	Foul	foul	0
inough	inough	av-d	enough	enough	0
,	,	,	,	,	0
and	and	cc	and	and	0
there	there	a-acp	there	there	0
wee	wee	pns12	we	we	0
sawe	sawe	vvd	saw	see	0
white	white	j-jn	white	white	0
Foxes	Foxes	n2	Foxes	fox	0
and	and	cc	and	and	0
white	white	j-jn	white	white	0
Beares	Beares	n2	Bears	bear	0
.	.	.	.	.	1
And	And	cc	And	and	0
the	the	dt	the	the	0
sayde	sayde	j-vvn	said	say	0
Samoeds	Samoeds	n2	Samoeds	samoed	0
which	which	r-crq	which	which	0
are	are	vbr	are	be	0
about	about	p-acp	about	about	0
the	the	dt	the	the	0
bankes	bankes	n2	banks	bank	0
of	of	pp-f	of	of	0
Pechere	Pechere	np1	Pechere	Pechere	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
are	are	vbr	are	be	0
in	in	p-acp	in	in	0
subjection	subjection	n1	subjection	subjection	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
Emperour	Emperour	n1	Emperor	emperor	0
of	of	pp-f	of	of	0
Russia	Russia	np1	Russia	Russia	0
,	,	,	,	,	0
when	when	c-crq	when	when	0
they	they	pns32	they	they	0
will	will	vmb	will	will	0
remove	remove	vvi	remove	remove	0
from	from	p-acp	from	from	0
one	one	crd	one	one	0
place	place	n1	place	place	0
to	to	p-acp	to	to	0
another	another	j-jn	another	another	0
,	,	,	,	,	0
then	then	cs	then	than	0
they	they	pns32	they	they	0
will	will	vmb	will	will	0
make	make	vvi	make	make	0
sacrifices	sacrifices	n2	sacrifices	sacrifice	0
in	in	p-acp	in	in	0
manner	manner	n1	manner	manner	0
following	following	vvg	following	follow	0
.	.	.	.	.	1
