[	[	[	[	[	0
are	are	vbr	are	be	0
thought	thought	vvn	thought	think	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
they	they	pns32	they	they	0
which	which	r-crq	which	which	0
are	are	vbr	are	be	0
otherwise	otherwise	av	otherwise	otherwise	0
called	called	vvn	called	call	0
Georgians	Georgians	np1	Georgians	Georgians	0
:	:	:	:	:	0
there	there	pc-acp	there	there	0
is	is	vbz	is	be	0
also	also	av	also	also	0
much	much	d	much	much	0
silke	silke	n1	silk	silk	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
sold	sold	vvn	sold	sell	0
.	.	.	.	.	1
The	The	dt	The	the	0
chiefe	chiefe	j-jn	chief	chief	0
towne	towne	n1	town	town	0
of	of	pp-f	of	of	0
that	that	d	that	that	0
countrey	countrey	n1	country	country	0
is	is	vbz	is	be	0
called	called	vvn	called	call	0
Zegham	Zegham	np1	Zegham	Zegham	0
,	,	,	,	,	0
from	from	p-acp	from	from	0
whence	whence	q-crq	whence	whence	0
is	is	vbz	is	be	0
caried	caried	vvn	carried	carry	0
yeerely	yeerely	av-j	yearly	yearly	0
into	into	p-acp	into	into	0
Persia	Persia	np1	Persia	Persia	0
,	,	,	,	,	0
an	an	dt	and	a	0
incredible	incredible	j	incredible	incredible	0
quantitie	quantitie	n1	quantity	quantity	0
of	of	pp-f	of	of	0
Hasell	Hasell	np1	Hasell	Hasell	0
nuts	nuts	n2	nuts	nut	0
,	,	,	,	,	0
all	all	d	all	all	0
of	of	pp-f	of	of	0
one	one	crd	one	one	0
sort	sort	n1	sort	sort	0
and	and	cc	and	and	0
goodnesse	goodnesse	n1	goodness	goodness	0
,	,	,	,	,	0
and	and	cc	and	and	0
as	as	p-acp	as	as	0
good	good	j	good	good	0
and	and	cc	and	and	0
thin	thin	j	thin	thin	0
shaled	shaled	vvn	shaled	shale	0
as	as	c-acp	as	as	0
are	are	vbr	are	be	0
our	our	po12	our	our	0
Filberds	Filberds	n2	Filberts	filbert	0
.	.	.	.	.	1
Of	Of	pp-f	Of	of	0
these	these	d	these	these	0
are	are	vbr	are	be	0
caried	caried	vvn	carried	carry	0
yeerely	yeerely	av-j	yearly	yearly	0
the	the	dt	the	the	0
quantitie	quantitie	n1	quantity	quantity	0
of	of	pp-f	of	of	0
4000.	4000.	crd	4000.	4000	1
Camels	Camels	n2	Camels	camel	0
laden	laden	vvn	laden	lade	0
.	.	.	.	.	1
Of	Of	pp-f	Of	of	0
the	the	dt	the	the	0
name	name	n1	name	name	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Sophy	Sophy	n1	Sophy	sophy	0
of	of	pp-f	of	of	0
Persia	Persia	np1	Persia	Persia	0
,	,	,	,	,	0
&	&	cc	&	and	0
why	why	c-crq	why	why	0
he	he	pns31	he	he	0
is	is	vbz	is	be	0
called	called	vvn	called	call	0
the	the	dt	the	the	0
Shaugh	Shaugh	uh	Shaugh	shaugh	0
,	,	,	,	,	0
and	and	cc	and	and	0
of	of	pp-f	of	of	0
other	other	j-jn	other	other	0
customes	customes	n2	customs	custom	0
.	.	.	.	.	1
THe	THe	dt	THe	the	0
king	king	n1	king	king	0
of	of	pp-f	of	of	0
Persia	Persia	np1	Persia	Persia	0
(	(	(	(	(	0
whom	whom	r-crq	whom	who	0
here	here	av	here	here	0
we	we	pns12	we	we	0
call	call	vvb	call	call	0
the	the	dt	the	the	0
great	great	j	great	great	0
Sophy	Sophy	n1	Sophy	sophy	0
)	)	)	)	)	0
is	is	vbz	is	be	0
not	not	xx	not	not	0
there	there	a-acp	there	there	0
so	so	av	so	so	0
called	called	vvn	called	call	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
is	is	vbz	is	be	0
called	called	vvn	called	call	0
the	the	dt	the	the	0
Shaugh	Shaugh	uh	Shaugh	shaugh	0
.	.	.	.	.	1
It	It	pn31	It	it	0
were	were	vbdr	were	be	0
there	there	a-acp	there	there	0
dangerous	dangerous	j	dangerous	dangerous	0
to	to	pc-acp	to	to	0
cal	cal	vvi	call	call	0
him	him	pno31	him	he	0
by	by	p-acp	by	by	0
the	the	dt	the	the	0
name	name	n1	name	name	0
of	of	pp-f	of	of	0
Sophy	Sophy	n1	Sophy	sophy	0
,	,	,	,	,	0
because	because	c-acp	because	because	0
that	that	cst	that	that	0
Sophy	Sophy	n1	Sophy	sophy	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
Persian	Persian	jp	Persian	persian	0
tongue	tongue	n1	tongue	tongue	0
,	,	,	,	,	0
is	is	vbz	is	be	0
a	a	dt	a	a	0
begger	begger	n1	beggar	beggar	0
,	,	,	,	,	0
&	&	cc	&	and	0
it	it	pn31	it	it	0
were	were	vbdr	were	be	0
as	as	p-acp	as	as	0
much	much	d	much	much	0
as	as	c-acp	as	as	0
to	to	pc-acp	to	to	0
call	call	vvi	call	call	0
him	him	pno31	him	he	0
,	,	,	,	,	0
The	The	dt	The	the	0
great	great	j	great	great	0
begger	begger	n1	beggar	beggar	0
.	.	.	.	.	1
He	He	pns31	He	he	0
lieth	lieth	vvz	lies	lie	0
at	at	p-acp	at	at	0
a	a	dt	a	a	0
towne	towne	n1	town	town	0
called	called	vvn	called	call	0
Casbin	Casbin	np1	Casbin	Casbin	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
is	is	vbz	is	be	0
situate	situate	j	situate	situate	0
in	in	p-acp	in	in	0
a	a	dt	a	a	0
goodly	goodly	j	goodly	goodly	0
fertile	fertile	j	fertile	fertile	0
valley	valley	n1	valley	valley	0
of	of	pp-f	of	of	0
3.	3.	crd	3.	3.	0
or	or	cc	or	or	0
4.	4.	crd	4.	4.	0
daies	daies	ng2	days	day	0
journy	journy	n1	journey	journey	0
in	in	p-acp	in	in	0
length	length	n1	length	length	0
.	.	.	.	.	1
The	The	dt	The	the	0
towne	towne	n1	town	town	0
is	is	vbz	is	be	0
but	but	p-acp	but	but	0
evil	evil	n-jn	evil	evil	0
builded	builded	vvn	built	build	0
,	,	,	,	,	0
and	and	cc	and	and	0
for	for	p-acp	for	for	0
the	the	dt	the	the	0
most	most	av-ds	most	most	0
part	part	n1	part	part	0
all	all	d	all	all	0
of	of	pp-f	of	of	0
bricke	bricke	n1	brick	brick	0
,	,	,	,	,	0
not	not	xx	not	not	0
hardened	hardened	vvn	hardened	harden	0
with	with	p-acp	with	with	0
fire	fire	n1	fire	fire	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
only	only	av-j	only	only	0
dried	dried	vvn	dried	dry	0
at	at	p-acp	at	at	0
the	the	dt	the	the	0
sunne	sunne	n1	sun	sun	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
is	is	vbz	is	be	0
the	the	dt	the	the	0
most	most	av-ds	most	most	0
part	part	n1	part	part	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
building	building	n-vvg	building	build	0
of	of	pp-f	of	of	0
all	all	d	all	all	0
Persia	Persia	np1	Persia	Persia	0
.	.	.	.	.	1
The	The	dt	The	the	0
king	king	n1	king	king	0
hath	hath	vhz	hath	have	0
not	not	xx	not	not	0
come	come	vvn	come	come	0
out	out	av	out	out	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
compasse	compasse	n1	compass	compass	0
of	of	pp-f	of	of	0
his	his	po31	his	his	0
owne	owne	d	own	own	0
house	house	n1	house	house	0
in	in	p-acp	in	in	0
33.	33.	crd	33.	33.	0
or	or	cc	or	or	0
34.	34.	crd	34.	34.	0
yeeres	yeeres	n2	years	year	0
,	,	,	,	,	0
whereof	whereof	c-crq	whereof	whereof	0
the	the	dt	the	the	0
cause	cause	n1	cause	cause	0
is	is	vbz	is	be	0
not	not	xx	not	not	0
knowen	knowen	vvn	known	know	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
as	as	c-acp	as	as	0
they	they	pns32	they	they	0
say	say	vvb	say	say	0
,	,	,	,	,	0
it	it	pn31	it	it	0
is	is	vbz	is	be	0
upon	upon	p-acp	upon	upon	0
a	a	dt	a	a	0
superstition	superstition	n1	superstition	superstition	0
of	of	pp-f	of	of	0
certaine	certaine	j	certain	certain	0
prophesies	prophesies	n2	prophecies	prophecy	0
to	to	p-acp	to	to	0
which	which	r-crq	which	which	0
they	they	pns32	they	they	0
are	are	vbr	are	be	0
greatly	greatly	av-j	greatly	great	0
addicted	addicted	vvn	addicted	addict	0
:	:	:	:	:	0
he	he	pns31	he	he	0
is	is	vbz	is	be	0
now	now	av	now	now	0
about	about	p-acp	about	about	0
80.	80.	crd	80.	80.	0
yeeres	yeeres	n2	years	year	0
of	of	pp-f	of	of	0
age	age	n1	age	age	0
,	,	,	,	,	0
and	and	cc	and	and	0
very	very	av	very	very	0
lusty	lusty	j	lusty	lusty	0
.	.	.	.	.	1
And	And	cc	And	and	0
to	to	pc-acp	to	to	0
keepe	keepe	vvi	keep	keep	0
him	him	pno31	him	he	0
the	the	dt	the	the	0
more	more	av-dc	more	more	0
lusty	lusty	j	lusty	lusty	0
,	,	,	,	,	0
he	he	pns31	he	he	0
hath	hath	vhz	hath	have	0
4.	4.	crd	4.	4.	0
wives	wives	n2	wives	wife	0
alwayes	alwayes	av	always	always	0
,	,	,	,	,	0
and	and	cc	and	and	0
about	about	p-acp	about	about	0
300.	300.	crd	300.	300.	0
concubines	concubines	n2	concubines	concubine	0
,	,	,	,	,	0
and	and	cc	and	and	0
once	once	a-acp	once	once	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
yeere	yeere	n1	year	year	0
he	he	pns31	he	he	0
hath	hath	vhz	hath	have	0
all	all	d	all	all	0
the	the	dt	the	the	0
faire	faire	j	fair	fair	0
maidens	maidens	n2	maidens	maiden	0
and	and	cc	and	and	0
wives	wives	n2	wives	wife	0
that	that	cst	that	that	0
may	may	vmb	may	may	0
be	be	vbi	be	be	0
found	found	vvn	found	find	0
a	a	dt	a	a	0
great	great	j	great	great	0
way	way	n1	way	way	0
about	about	a-acp	about	about	0
brought	brought	vvn	brought	bring	0
unto	unto	p-acp	unto	unto	0
him	him	pno31	him	he	0
,	,	,	,	,	0
whom	whom	ro-crq	whom	who	0
he	he	pns31	he	he	0
diligently	diligently	av-j	diligently	diligent	0
peruseth	peruseth	vvz	peruseth	peruse	0
,	,	,	,	,	0
feeling	feeling	vvg	feeling	feel	0
them	them	pno32	them	they	0
in	in	p-acp	in	in	0
all	all	d	all	all	0
parts	parts	n2	parts	part	0
,	,	,	,	,	0
taking	taking	vvg	taking	take	0
such	such	d	such	such	0
as	as	c-acp	as	as	0
he	he	pns31	he	he	0
liketh	liketh	vvz	liketh	like	0
,	,	,	,	,	0
and	and	cc	and	and	0
putting	putting	vvg	putting	put	0
away	away	av	away	away	0
some	some	d	some	some	0
of	of	pp-f	of	of	0
them	them	pno32	them	they	0
which	which	r-crq	which	which	0
he	he	pns31	he	he	0
hath	hath	vhz	hath	have	0
kept	kept	vvn	kept	keep	0
before	before	a-acp	before	before	0
,	,	,	,	,	0
&	&	cc	&	and	0
with	with	p-acp	with	with	0
them	them	pno32	them	they	0
that	that	cst	that	that	0
he	he	pns31	he	he	0
putteth	putteth	vvz	putteth	put	0
away	away	av	away	away	0
,	,	,	,	,	0
he	he	pns31	he	he	0
gratifieth	gratifieth	vvz	gratifieth	gratifi	0
some	some	d	some	some	0
such	such	d	such	such	0
as	as	c-acp	as	as	0
hath	hath	vhz	hath	have	0
done	done	vdn	done	do	0
him	him	pno31	him	he	0
the	the	dt	the	the	0
best	best	js	best	best	0
service	service	n1	service	service	0
.	.	.	.	.	1
And	And	cc	And	and	0
if	if	cs	if	if	0
hee	hee	pns31	he	he	0
chance	chance	vvb	chance	chance	0
to	to	pc-acp	to	to	0
take	take	vvi	take	take	0
any	any	d	any	any	0
mans	mans	ng1	men	man	0
wife	wife	n1	wife	wife	0
,	,	,	,	,	0
her	her	po31	her	her	0
husband	husband	n1	husband	husband	0
is	is	vbz	is	be	0
very	very	av	very	very	0
glad	glad	j	glad	glad	0
thereof	thereof	av	thereof	thereof	0
,	,	,	,	,	0
and	and	cc	and	and	0
in	in	p-acp	in	in	0
recompense	recompense	n1	recompense	recompense	0
of	of	pp-f	of	of	0
her	her	pno31	her	she	0
,	,	,	,	,	0
oftentimes	oftentimes	av	oftentimes	oftentimes	0
he	he	pns31	he	he	0
giveth	giveth	vvz	gives	give	0
the	the	dt	the	the	0
husband	husband	n1	husband	husband	0
one	one	crd	one	one	0
of	of	pp-f	of	of	0
his	his	po31	his	his	0
old	old	j	old	old	0
store	store	n1	store	store	0
,	,	,	,	,	0
whom	whom	ro-crq	whom	who	0
he	he	pns31	he	he	0
thankfully	thankfully	av-j	thankfully	thankful	0
receiveth	receiveth	vvz	receives	receive	0
.	.	.	.	.	1
If	If	cs	If	if	0
any	any	d	any	any	0
stranger	stranger	n1	stranger	stranger	0
being	being	vbg	being	be	0
a	a	dt	a	a	0
Christian	Christian	njp	Christian	christian	0
shall	shall	vmb	shall	shall	0
come	come	vvi	come	come	0
before	before	a-acp	before	before	0
How	How	c-crq	How	how	0
strangers	strangers	n2	strangers	stranger	0
him	him	pno31	him	he	0
,	,	,	,	,	0
he	he	pns31	he	he	0
must	must	vmb	must	must	0
put	put	vvi	put	put	0
on	on	p-acp	on	on	0
a	a	dt	a	a	0
new	new	j	new	new	0
paire	paire	n1	pair	pair	0
of	of	pp-f	of	of	0
shooes	shooes	n2	shoes	shoe	0
made	made	vvn	made	make	0
in	in	p-acp	in	in	0
are	are	vbr	are	be	0
used-that	used-that	j	used-that	used-that	0
countrey	countrey	n1	country	country	0
,	,	,	,	,	0
and	and	cc	and	and	0
from	from	p-acp	from	from	0
the	the	dt	the	the	0
place	place	n1	place	place	0
where	where	c-crq	where	where	0
he	he	pns31	he	he	0
entreth	entreth	vvz	entereth	enter	0
,	,	,	,	,	0
there	there	pc-acp	there	there	0
is	is	vbz	is	be	0
digged	digged	vvn	dug	dig	0
as	as	c-acp	as	as	0
it	it	pn31	it	it	0
were	were	vbdr	were	be	0
a	a	dt	a	a	0
causey	causey	n1	causey	causey	0
all	all	d	all	all	0
the	the	dt	the	the	0
way	way	n1	way	way	0
,	,	,	,	,	0
until	until	c-acp	until	until	0
he	he	pns31	he	he	0
come	come	vvb	come	come	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
place	place	n1	place	place	0
where	where	c-crq	where	where	0
he	he	pns31	he	he	0
shal	shal	vmb	shall	shall	0
talke	talke	vvi	talk	talk	0
with	with	p-acp	with	with	0
the	the	dt	the	the	0
king	king	n1	king	king	0
,	,	,	,	,	0
who	who	r-crq	who	who	0
standeth	standeth	vvz	stands	stand	0
alwayes	alwayes	av	always	always	0
above	above	p-acp	above	above	0
in	in	p-acp	in	in	0
a	a	dt	a	a	0
gallerie	gallerie	n1	gallery	gallery	0
,	,	,	,	,	0
when	when	c-crq	when	when	0
he	he	pns31	he	he	0
talketh	talketh	vvz	talketh	talk	0
with	with	p-acp	with	with	0
any	any	d	any	any	0
strangers	strangers	n2	strangers	stranger	0
:	:	:	:	:	0
and	and	cc	and	and	0
when	when	c-crq	when	when	0
the	the	dt	the	the	0
stranger	stranger	n1	stranger	stranger	0
is	is	vbz	is	be	0
departed	departed	vvn	departed	depart	0
,	,	,	,	,	0
then	then	av	then	then	0
is	is	vbz	is	be	0
the	the	dt	the	the	0
causey	causey	n1	causey	causey	0
cast	cast	vvd	cast	cast	0
downe	downe	a-acp	down	down	0
,	,	,	,	,	0
and	and	cc	and	and	0
the	the	dt	the	the	0
ground	ground	n1	ground	ground	0
made	made	vvd	made	make	0
even	even	av	even	even	0
againe	againe	av	again	again	0
.	.	.	.	.	1
Of	Of	pp-f	Of	of	0
the	the	dt	the	the	0
religion	religion	n1	religion	religion	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Persians	Persians	njp2	Persians	persian	0
.	.	.	.	.	1
THeir	THeir	po32	THeir	their	0
religion	religion	n1	religion	religion	0
is	is	vbz	is	be	0
all	all	d	all	all	0
one	one	pi	one	one	0
with	with	p-acp	with	with	0
the	the	dt	the	the	0
Turkes	Turkes	np2	Turkes	Turk	0
,	,	,	,	,	0
saving	saving	vvg	saving	save	0
that	that	cst	that	that	0
they	they	pns32	they	they	0
differ	differ	vvb	differ	differ	0
who	who	r-crq	who	who	0
was	was	vbds	was	be	0
the	the	dt	the	the	0
right	right	j-jn	right	right	0
successor	successor	n1	successor	successor	0
of	of	pp-f	of	of	0
Mahumet	Mahumet	np1	Mahumet	Mahumet	0
.	.	.	.	.	1
The	The	dt	The	the	0
Turkes	Turkes	np2	Turkes	Turk	0
say	say	vvb	say	say	0
that	that	cst	that	that	0
it	it	pn31	it	it	0
was	was	vbds	was	be	0
one	one	crd	one	one	0
Homer	Homer	np1	Homer	Homer	0
and	and	cc	and	and	0
his	his	po31	his	his	0
sonne	sonne	n1	son	son	0
Usman	Usman	np1	Usman	Usman	0
.	.	.	.	.	1
But	But	p-acp	But	but	0
the	the	dt	the	the	0
Persians	Persians	njp2	Persians	persian	0
say	say	vvb	say	say	0
that	that	cst	that	that	0
it	it	pn31	it	it	0
was	was	vbds	was	be	0
one	one	crd	one	one	0
Mortus	Mortus	np1	Mortus	Mortus	0
Ali	Ali	np1	Ali	Ali	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
they	they	pns32	they	they	0
would	would	vmd	would	will	0
proove	proove	vvi	prove	prove	0
in	in	p-acp	in	in	0
this	this	d	this	this	0
maner	maner	n1	manner	manner	0
.	.	.	.	.	1
They	They	pns32	They	they	0
say	say	vvb	say	say	0
there	there	a-acp	there	there	0
was	was	vbds	was	be	0
a	a	dt	a	a	0
counsell	counsell	n1	counsel	counsel	0
called	called	vvd	called	call	0
to	to	pc-acp	to	to	0
decide	decide	vvi	decide	decide	0
the	the	dt	the	the	0
matter	matter	n1	matter	matter	0
who	who	r-crq	who	who	0
should	should	vmd	should	shall	0
be	be	vbi	be	be	0
the	the	dt	the	the	0
successor	successor	n1	successor	successor	0
:	:	:	:	:	0
and	and	cc	and	and	0
after	after	c-acp	after	after	0
they	they	pns32	they	they	0
had	had	vhd	had	have	0
called	called	vvn	called	call	0
upon	upon	p-acp	upon	upon	0
Mahumet	Mahumet	np1	Mahumet	Mahumet	0
to	to	pc-acp	to	to	0
reveale	reveale	vvi	reveal	reveal	0
unto	unto	p-acp	unto	unto	0
them	them	pno32	them	they	0
his	his	po31	his	his	0
will	will	n1	will	will	0
and	and	cc	and	and	0
pleasure	pleasure	n1	pleasure	pleasure	0
therein	therein	av	therein	therein	0
,	,	,	,	,	0
there	there	a-acp	there	there	0
came	came	vvd	came	come	0
among	among	p-acp	among	among	0
them	them	pno32	them	they	0
a	a	dt	a	a	0
litle	litle	j	little	little	0
A	A	dt	A	a	0
goodly	goodly	j	goodly	goodly	0
and	and	cc	and	and	0
Lizard	Lizard	n1	Lizard	lizard	0
,	,	,	,	,	0
who	who	r-crq	who	who	0
declared	declared	vvd	declared	declare	0
that	that	cst	that	that	0
it	it	pn31	it	it	0
was	was	vbds	was	be	0
Mahumets	Mahumets	n2	Mahumets	mahumet	0
pleasure	pleasure	n1	pleasure	pleasure	0
well	well	av	well	well	0
grounded	grounded	vvn	grounded	ground	0
that	that	cst	that	that	0
Mortus	Mortus	np1	Mortus	Mortus	0
Ali	Ali	np1	Ali	Ali	0
should	should	vmd	should	shall	0
be	be	vbi	be	be	0
his	his	po31	his	his	0
successor	successor	n1	successor	successor	0
.	.	.	.	.	1
This	This	np1	This	This	0
Mortus	Mortus	np1	Mortus	Mortus	0
re	re	fw-mi	re	re	0
Ali	Ali	np1	Ali	Ali	0
was	was	vbds	was	be	0
a	a	dt	a	a	0
valiant	valiant	j	valiant	valiant	0
man	man	n1	man	man	0
and	and	cc	and	and	0
slew	slew	vvd	slew	slay	0
Homer	Homer	np1	Homer	Homer	0
the	the	dt	the	the	0
Turkes	Turkes	np2	Turkes	Turk	0
prophet	prophet	n1	prophet	prophet	0
.	.	.	.	.	1
He	He	pns31	He	he	0
had	had	vhd	had	have	0
a	a	dt	a	a	0
sword	sword	n1	sword	sword	0
that	that	cst	that	that	0
hee	hee	pns31	he	he	0
fought	fought	vvd	fought	fight	0
withall	withall	av	withal	withal	0
,	,	,	,	,	0
with	with	p-acp	with	with	0
159	159	crd	159	159	0
the	the	dt	the	the	0
which	which	r-crq	which	which	0
hee	hee	pns31	he	he	0
conquered	conquered	vvd	conquered	conquer	0
all	all	d	all	all	0
his	his	po31	his	his	0
enemies	enemies	n2	enemies	enemy	0
,	,	,	,	,	0
and	and	cc	and	and	0
killed	killed	vvd	killed	kill	0
as	as	p-acp	as	as	0
many	many	d	many	many	0
as	as	c-acp	as	as	0
he	he	pns31	he	he	0
stroke	stroke	vvd	stroke	strike	0
.	.	.	.	.	1
When	When	c-crq	When	when	0
Mortus	Mortus	np1	Mortus	Mortus	0
Ali	Ali	np1	Ali	Ali	0
died	died	vvd	died	die	0
,	,	,	,	,	0
there	there	a-acp	there	there	0
came	came	vvd	came	come	0
a	a	dt	a	a	0
holy	holy	j	holy	holy	0
prophet	prophet	n1	prophet	prophet	0
,	,	,	,	,	0
who	who	r-crq	who	who	0
gave	gave	vvd	gave	give	0
them	them	pno32	them	they	0
warning	warning	n1	warning	warning	0
that	that	cst	that	that	0
shortly	shortly	av-j	shortly	short	0
there	there	a-acp	there	there	0
would	would	vmd	would	will	0
come	come	vvi	come	come	0
a	a	dt	a	a	0
white	white	j-jn	white	white	0
Carnell	Carnell	np1	Carnell	Carnell	0
,	,	,	,	,	0
upon	upon	p-acp	upon	upon	0
the	the	dt	the	the	0
which	which	r-crq	which	which	0
he	he	pns31	he	he	0
charged	charged	vvd	charged	charge	0
them	them	pno32	them	they	0
to	to	pc-acp	to	to	0
lay	lay	vvi	lay	lay	0
the	the	dt	the	the	0
body	body	n1	body	body	0
and	and	cc	and	and	0
sword	sword	n1	sword	sword	0
of	of	pp-f	of	of	0
Mortus	Mortus	np1	Mortus	Mortus	0
Ali	Ali	np1	Ali	Ali	0
,	,	,	,	,	0
and	and	cc	and	and	0
to	to	pc-acp	to	to	0
suffer	suffer	vvi	suffer	suffer	0
the	the	dt	the	the	0
Camel	Camel	n1	Camel	camel	0
to	to	pc-acp	to	to	0
cary	cary	vvi	carry	carry	0
it	it	pn31	it	it	0
whither	whither	c-crq	whither	whither	0
he	he	pns31	he	he	0
would	would	vmd	would	will	0
.	.	.	.	.	1
The	The	dt	The	the	0
which	which	r-crq	which	which	0
being	being	vbg	being	be	0
performed	performed	vvn	performed	perform	0
,	,	,	,	,	0
the	the	dt	the	the	0
said	said	j-vvn	said	say	0
white	white	j-jn	white	white	0
camell	camell	n1	camel	camel	0
caried	caried	vvd	carried	carry	0
the	the	dt	the	the	0
sword	sword	n1	sword	sword	0
&	&	cc	&	and	0
body	body	n1	body	body	0
of	of	pp-f	of	of	0
Mortus	Mortus	np1	Mortus	Mortus	0
Ali	Ali	np1	Ali	Ali	0
unto	unto	p-acp	unto	unto	0
the	the	dt	the	the	0
sea	sea	n1	sea	sea	0
side	side	n1	side	side	0
,	,	,	,	,	0
and	and	cc	and	and	0
the	the	dt	the	the	0
camell	camell	n1	camel	camel	0
going	going	vvg	going	go	0
a	a	dt	a	a	0
good	good	j	good	good	0
way	way	n1	way	way	0
into	into	p-acp	into	into	0
the	the	dt	the	the	0
sea	sea	n1	sea	sea	0
,	,	,	,	,	0
was	was	vbds	was	be	0
with	with	p-acp	with	with	0
the	the	dt	the	the	0
body	body	n1	body	body	0
&	&	cc	&	and	0
sword	sword	n1	sword	sword	0
of	of	pp-f	of	of	0
Mortus	Mortus	np1	Mortus	Mortus	0
Ali	Ali	np1	Ali	Ali	0
taken	taken	vvn	taken	take	0
up	up	a-acp	up	up	0
into	into	p-acp	into	into	0
heaven	heaven	n1	heaven	heaven	0
,	,	,	,	,	0
for	for	p-acp	for	for	0
whose	whose	rg-crq	whose	who	0
return	return	n1	return	return	0
they	they	pns32	they	they	0
have	have	vhb	have	have	0
long	long	av-j	long	long	0
looked	looked	vvn	looked	look	0
in	in	p-acp	in	in	0
Persia	Persia	np1	Persia	Persia	0
.	.	.	.	.	1
And	And	cc	And	and	0
for	for	p-acp	for	for	0
this	this	d	this	this	0
cause	cause	n1	cause	cause	0
the	the	dt	the	the	0
king	king	n1	king	king	0
alwayes	alwayes	av	always	always	0
keepeth	keepeth	vvz	keepeth	keep	0
a	a	dt	a	a	0
horse	horse	n1	horse	horse	0
ready	ready	j	ready	ready	0
sadled	sadled	vvn	saddled	saddle	0
for	for	p-acp	for	for	0
him	him	pno31	him	he	0
,	,	,	,	,	0
and	and	cc	and	and	0
also	also	av	also	also	0
of	of	pp-f	of	of	0
