Certaine	Certaine	j	Certain	certain	0
two	two	crd	two	two	0
leagues	leagues	n2	leagues	league	0
long	long	av-j	long	long	0
,	,	,	,	,	0
and	and	cc	and	and	0
very	very	av	very	very	0
narrow	narrow	j	narrow	narrow	0
.	.	.	.	.	1
In	In	p-acp	In	in	0
the	the	dt	the	the	0
midst	midst	n1	midst	midst	0
of	of	pp-f	of	of	0
it	it	pn31	it	it	0
,	,	,	,	,	0
a	a	dt	a	a	0
great	great	j	great	great	0
way	way	n1	way	way	0
within	within	p-acp	within	within	0
the	the	dt	the	the	0
wood	wood	n1	wood	wood	0
is	is	vbz	is	be	0
a	a	dt	a	a	0
great	great	j	great	great	0
poole	poole	n1	pool	pool	0
.	.	.	.	.	1
Here	Here	av	Here	here	0
we	we	pns12	we	we	0
were	were	vbdr	were	be	0
thrise	thrise	av	thrice	thrice	0
on	on	p-acp	on	on	0
shore	shore	n1	shore	shore	0
:	:	:	:	:	0
once	once	a-acp	once	once	0
at	at	p-acp	at	at	0
the	the	dt	the	the	0
East	East	n1	East	east	0
side	side	n1	side	side	0
,	,	,	,	,	0
and	and	cc	and	and	0
twise	twise	av	twice	twice	0
at	at	p-acp	at	at	0
the	the	dt	the	the	0
West	West	n1	West	west	0
.	.	.	.	.	1
{	{	{	{	{	0
n	n	wd	n	n	0
}	}	}	}	}	0
The	The	dt	The	the	0
three	three	crd	three	three	0
Islands	Islands	n2	Islands	island	0
of	of	pp-f	of	of	0
birds	birds	n2	birds	bird	0
are	are	vbr	are	be	0
sandy	sandy	j	sandy	sandy	0
red	red	n-jn	read	red	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
with	with	p-acp	with	with	0
the	the	dt	the	the	0
multitude	multitude	n1	multitude	multitude	0
of	of	pp-f	of	of	0
birds	birds	n2	birds	bird	0
upon	upon	p-acp	upon	upon	0
them	them	pno32	them	they	0
they	they	pns32	they	they	0
looke	looke	vvb	look	look	0
white	white	j-jn	white	white	0
.	.	.	.	.	1
The	The	dt	The	the	0
birds	birds	n2	birds	bird	0
sit	sit	vvb	fit	sit	0
there	there	a-acp	there	there	0
as	as	p-acp	as	as	0
thicke	thicke	j	thick	thick	0
as	as	c-acp	as	as	0
stones	stones	n2	stones	stone	0
lie	lie	vvb	lie	lie	0
in	in	p-acp	in	in	0
a	a	dt	a	a	0
paved	paved	j-vvn	paved	pave	0
street	street	n1	street	street	0
.	.	.	.	.	1
The	The	dt	The	the	0
greatest	greatest	js	greatest	great	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Islands	Islands	n2	Islands	island	0
is	is	vbz	is	be	0
about	about	p-acp	about	about	0
a	a	dt	a	a	0
mile	mile	n1	mile	mile	0
in	in	p-acp	in	in	0
compasse	compasse	n1	compass	compass	0
.	.	.	.	.	1
The	The	dt	The	the	0
second	second	ord	second	second	0
is	is	vbz	is	be	0
little	little	av-j	little	little	0
lesse	lesse	av-dc	less	less	0
.	.	.	.	.	1
The	The	dt	The	the	0
third	third	ord	third	three	0
is	is	vbz	is	be	0
a	a	dt	a	a	0
very	very	av	very	very	0
little	little	j	little	little	0
one	one	pi	one	one	0
,	,	,	,	,	0
like	like	av-j	like	like	0
a	a	dt	a	a	0
small	small	j	small	small	0
rocke	rocke	n1	rock	rock	0
.	.	.	.	.	1
At	At	p-acp	At	at	0
the	the	dt	the	the	0
second	second	ord	second	second	0
of	of	pp-f	of	of	0
these	these	d	these	these	0
three	three	crd	three	three	0
lay	lay	vvb	lay	lay	0
on	on	p-acp	on	on	0
the	the	dt	the	the	0
shore	shore	n1	shore	shore	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
Sunshine	Sunshine	n1	Sunshine	sunshine	0
about	about	p-acp	about	about	0
thirty	thirty	crd	thirty	thirty	0
or	or	cc	or	or	0
forty	forty	crd	forty	forty	0
seaoxen	seaoxen	n2	seaoxen	seaoxen	0
or	or	cc	or	or	0
morses	morses	n2	morses	morse	0
:	:	:	:	:	0
which	which	r-crq	which	which	0
when	when	c-crq	when	when	0
our	our	po12	our	our	0
boat	boat	n1	boat	boat	0
came	came	vvd	came	come	0
nere	nere	av-j	never	near	0
them	them	pno32	them	they	0
,	,	,	,	,	0
presently	presently	av-j	presently	present	0
made	made	vvn	made	make	0
into	into	p-acp	into	into	0
the	the	dt	the	the	0
sea	sea	n1	sea	sea	0
,	,	,	,	,	0
and	and	cc	and	and	0
swam	swam	vvd	swam	swim	0
after	after	p-acp	after	after	0
the	the	dt	the	the	0
boat	boat	n1	boat	boat	0
.	.	.	.	.	1
{	{	{	{	{	0
n	n	wd	n	n	0
}	}	}	}	}	0
Brions	Brions	n2	Brions	brion	0
Island	Island	n1	Island	island	0
wee	wee	pns12	we	we	0
found	found	vvd	found	find	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
very	very	av	very	very	0
good	good	j	good	good	0
,	,	,	,	,	0
and	and	cc	and	and	0
sandy	sandy	j	sandy	sandy	0
ground	ground	n1	ground	ground	0
.	.	.	.	.	1
It	It	pn31	It	it	0
hath	hath	vhz	hath	have	0
in	in	p-acp	in	in	0
it	it	pn31	it	it	0
store	store	n1	store	store	0
of	of	pp-f	of	of	0
firre	firre	n1	fir	fir	0
trees	trees	n2	trees	tree	0
.	.	.	.	.	1
It	It	pn31	It	it	0
is	is	vbz	is	be	0
somewhat	somewhat	av	somewhat	somewhat	0
more	more	av-dc	more	more	0
then	then	cs	then	than	0
a	a	dt	a	a	0
league	league	n1	league	league	0
long	long	av-j	long	long	0
,	,	,	,	,	0
and	and	cc	and	and	0
about	about	p-acp	about	about	0
three	three	crd	three	three	0
leagues	leagues	n2	leagues	league	0
in	in	p-acp	in	in	0
compasse	compasse	n1	compass	compass	0
.	.	.	.	.	1
Here	Here	av	Here	here	0
we	we	pns12	we	we	0
were	were	vbdr	were	be	0
on	on	p-acp	on	on	0
land	land	n1	land	land	0
once	once	a-acp	once	once	0
,	,	,	,	,	0
and	and	cc	and	and	0
went	went	vvd	went	go	0
from	from	p-acp	from	from	0
the	the	dt	the	the	0
one	one	crd	one	one	0
side	side	n1	side	side	0
of	of	pp-f	of	of	0
it	it	pn31	it	it	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
other	other	n-jn	other	other	0
.	.	.	.	.	1
{	{	{	{	{	0
n	n	wd	n	n	0
}	}	}	}	}	0
The	The	dt	The	the	0
Island	Island	n1	Island	island	0
of	of	pp-f	of	of	0
Ramea	Ramea	np1	Ramea	Ramea	0
we	we	pns12	we	we	0
tooke	tooke	vvd	took	take	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
like	like	av-j	like	like	0
ground	ground	vvn	ground	grind	0
as	as	p-acp	as	as	0
Brions	Brions	n2	Brions	brion	0
Island	Island	n1	Island	island	0
,	,	,	,	,	0
having	having	vhg	having	have	0
also	also	av	also	also	0
abundance	abundance	n1	abundance	abundance	0
of	of	pp-f	of	of	0
firre	firre	n1	fir	fir	0
trees	trees	n2	trees	tree	0
.	.	.	.	.	1
It	It	pn31	It	it	0
seemeth	seemeth	vvz	seems	seem	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
in	in	p-acp	in	in	0
length	length	n1	length	length	0
about	about	p-acp	about	about	0
twelve	twelve	crd	twelve	twelve	0
or	or	cc	or	or	0
thirteene	thirteene	crd	thirteene	thirteen	0
leagues	leagues	n2	leagues	league	0
at	at	p-acp	at	at	0
least	least	ds	least	least	0
.	.	.	.	.	1
We	We	pns12	We	we	0
were	were	vbdr	were	be	0
there	there	a-acp	there	there	0
in	in	p-acp	in	in	0
harborow	harborow	n1	harbour	harbour	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
not	not	xx	not	not	0
on	on	p-acp	on	on	0
shore	shore	n1	shore	shore	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
we	we	pns12	we	we	0
much	much	av-d	much	much	0
desired	desired	vvn	desired	desire	0
,	,	,	,	,	0
and	and	cc	and	and	0
hoped	hoped	vvd	hoped	hope	0
to	to	pc-acp	to	to	0
have	have	vhi	have	have	0
bene	bene	vbn	be	be	0
:	:	:	:	:	0
but	but	cc-acp	but	but	0
the	the	dt	the	the	0
conflict	conflict	n1	conflict	conflict	0
which	which	r-crq	which	which	0
we	we	pns12	we	we	0
had	had	vhd	had	have	0
there	there	a-acp	there	there	0
with	with	p-acp	with	with	0
the	the	dt	the	the	0
Basks	Basks	n2	Basks	bask	0
and	and	cc	and	and	0
Britons	Britons	np2	Britons	Briton	0
,	,	,	,	,	0
mentioned	mentioned	vvn	mentioned	mention	0
before	before	a-acp	before	before	0
,	,	,	,	,	0
prevented	prevented	vvd	prevented	prevent	0
us	us	pno12	us	we	0
.	.	.	.	.	1
{	{	{	{	{	0
n	n	wd	n	n	0
}	}	}	}	}	0
The	The	dt	The	the	0
Isle	Isle	n1	Isle	isle	0
Blanche	Blanche	np1	Blanche	Blanche	0
likewise	likewise	av	likewise	likewise	0
seemeth	seemeth	vvz	seems	seem	0
in	in	p-acp	in	in	0
quality	quality	n1	quality	quality	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
ground	ground	n1	ground	ground	0
and	and	cc	and	and	0
bignesse	bignesse	n1	bigness	bigness	0
of	of	pp-f	of	of	0
it	it	pn31	it	it	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
much	much	d	much	much	0
like	like	j	like	like	0
Brions	Brions	n2	Brions	brion	0
Island	Island	n1	Island	island	0
aforesayd	aforesayd	vvn	aforesaid	aforesaid	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
Somewhat	Somewhat	av	Somewhat	somewhat	0
lesse	lesse	av-dc	less	less	0
.	.	.	.	.	1
We	We	pns12	We	we	0
were	were	vbdr	were	be	0
not	not	xx	not	not	0
on	on	p-acp	on	on	0
shore	shore	n1	shore	shore	0
upon	upon	p-acp	upon	upon	0
it	it	pn31	it	it	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
rode	rode	vvd	road	ride	0
before	before	p-acp	before	before	0
it	it	pn31	it	it	0
at	at	p-acp	at	at	0
anker	anker	n1	anchor	anchor	0
.	.	.	.	.	1
{	{	{	{	{	0
n	n	wd	n	n	0
}	}	}	}	}	0
The	The	dt	The	the	0
land	land	n1	land	land	0
of	of	pp-f	of	of	0
Cape	Cape	n1	Cape	cape	0
Briton	Briton	np1	Briton	Briton	0
we	we	pns12	we	we	0
found	found	vvd	found	find	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
somewhat	somewhat	av	somewhat	somewhat	0
like	like	av-j	like	like	0
{	{	{	{	{	0
n	n	wd	n	n	0
}	}	}	}	}	0
181	181	crd	181	181	0
{	{	{	{	{	0
n	n	wd	n	n	0
}	}	}	}	}	0
the	the	dt	the	the	0
Newfoundland	Newfoundland	np1	Newfoundland	Newfoundland	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
rather	rather	av-c	rather	rather	0
better	better	av-jc	better	better	0
.	.	.	.	.	1
Here	Here	av	Here	here	0
toward	toward	p-acp	towards	towards	0
the	the	dt	the	the	0
West	West	n1	West	west	0
end	end	n1	end	end	0
of	of	pp-f	of	of	0
it	it	pn31	it	it	0
we	we	pns12	we	we	0
saw	saw	vvd	saw	see	0
the	the	dt	the	the	0
clouds	clouds	n2	clouds	cloud	0
lie	lie	vvb	lie	lie	0
lower	lower	jc	lower	low	0
then	then	cs	then	than	0
the	the	dt	the	the	0
hils	hils	n2	hills	hill	0
:	:	:	:	:	0
as	as	c-acp	as	as	0
we	we	pns12	we	we	0
did	did	vdd	did	do	0
also	also	av	also	also	0
at	at	p-acp	at	at	0
Cape	Cape	n1	Cape	cape	0
Laurence	Laurence	np1	Laurence	Laurence	0
in	in	p-acp	in	in	0
Newfoundland	Newfoundland	np1	Newfoundland	Newfoundland	0
.	.	.	.	.	1
The	The	dt	The	the	0
Easterly	Easterly	j	Easterly	easterly	0
end	end	n1	end	end	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
land	land	n1	land	land	0
of	of	pp-f	of	of	0
Cape	Cape	n1	Cape	cape	0
Briton	Briton	np1	Briton	Briton	0
is	is	vbz	is	be	0
nothing	nothing	pix	nothing	nothing	0
so	so	av	so	so	0
high	high	j	high	high	0
land	land	n1	land	land	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
the	the	dt	the	the	0
West	West	n1	West	west	0
.	.	.	.	.	1
We	We	pns12	We	we	0
went	went	vvd	went	go	0
on	on	p-acp	on	on	0
shore	shore	n1	shore	shore	0
upon	upon	p-acp	upon	upon	0
it	it	pn31	it	it	0
in	in	p-acp	in	in	0
five	five	crd	five	five	0
places	places	n2	places	place	0
:	:	:	:	:	0
i	i	pns11	i	i	0
At	At	p-acp	At	at	0
the	the	dt	the	the	0
bay	bay	n1	bay	bay	0
where	where	c-crq	where	where	0
the	the	dt	the	the	0
Chancewell	Chancewell	np1	Chancewell	Chancewell	0
was	was	vbds	was	be	0
cast	cast	vvn	cast	cast	0
away	away	av	away	away	0
:	:	:	:	:	0
2	2	crd	2	2	0
At	At	p-acp	At	at	0
Cibo	Cibo	np1	Cibo	Cibo	0
:	:	:	:	:	0
3	3	crd	3	3	0
At	At	p-acp	At	at	0
a	a	dt	a	a	0
little	little	j	little	little	0
Island	Island	n1	Island	island	0
betweene	betweene	p-acp	between	between	0
Cibo	Cibo	np1	Cibo	Cibo	0
and	and	cc	and	and	0
the	the	dt	the	the	0
New	New	j	New	new	0
port	port	n1	port	port	0
:	:	:	:	:	0
4	4	crd	4	4	0
At	At	p-acp	At	at	0
the	the	dt	the	the	0
New	New	j	New	new	0
port	port	n1	port	port	0
:	:	:	:	:	0
And	And	cc	And	and	0
5	5	crd	5	5	0
at	at	p-acp	at	at	0
Port	Port	n1	Port	port	0
Ingles	Ingles	n2	Ingles	ingle	0
,	,	,	,	,	0
or	or	cc	or	or	0
the	the	dt	the	the	0
English	English	jp	English	english	0
port	port	n1	port	port	0
.	.	.	.	.	1
{	{	{	{	{	0
n	n	wd	n	n	0
}	}	}	}	}	0
Concerning	Concerning	vvg	Concerning	concern	0
the	the	dt	the	the	0
nature	nature	n1	nature	nature	0
and	and	cc	and	and	0
fruitfulnesse	fruitfulnesse	n1	fruitfulness	fruitfulness	0
of	of	pp-f	of	of	0
Brions	Brions	n2	Brions	brion	0
Island	Island	n1	Island	island	0
,	,	,	,	,	0
Isle	Isle	n1	Isle	isle	0
Blanche	Blanche	np1	Blanche	Blanche	0
,	,	,	,	,	0
and	and	cc	and	and	0
of	of	pp-f	of	of	0
Ramea	Ramea	np1	Ramea	Ramea	0
,	,	,	,	,	0
they	they	pns32	they	they	0
do	do	vdb	do	do	0
by	by	p-acp	by	by	0
nature	nature	n1	nature	nature	0
yeeld	yeeld	vvb	yield	yield	0
exceeding	exceeding	j-vvg	exceeding	exceed	0
plenty	plenty	n1	plenty	plenty	0
of	of	pp-f	of	of	0
wood	wood	n1	wood	wood	0
,	,	,	,	,	0
great	great	j	great	great	0
store	store	n1	store	store	0
of	of	pp-f	of	of	0
wild	wild	j	wild	wild	0
corne	corne	n1	corn	corn	0
like	like	av-j	like	like	0
barley	barley	n1	barley	barley	0
,	,	,	,	,	0
strawberries	strawberries	n2	strawberries	strawberry	0
,	,	,	,	,	0
gooseberries	gooseberries	n2	gooseberries	gooseberry	0
,	,	,	,	,	0
mulberies	mulberies	n2	mulberries	mulberry	0
,	,	,	,	,	0
white	white	j-jn	white	white	0
roses	roses	n2	roses	rose	0
,	,	,	,	,	0
and	and	cc	and	and	0
store	store	n1	store	store	0
of	of	pp-f	of	of	0
wilde	wilde	j	wild	wild	0
peason	peason	n1	peason	peason	0
.	.	.	.	.	1
Also	Also	av	Also	also	0
about	about	p-acp	about	about	0
the	the	dt	the	the	0
sayd	sayd	j-vvn	said	say	0
Islands	Islands	n2	Islands	island	0
the	the	dt	the	the	0
sea	sea	n1	sea	sea	0
yeeldeth	yeeldeth	vvz	yields	yield	0
great	great	j	great	great	0
abundance	abundance	n1	abundance	abundance	0
of	of	pp-f	of	of	0
fish	fish	n1	fish	fish	0
of	of	pp-f	of	of	0
divers	divers	j	diverse	diverse	0
sorts	sorts	n2	sorts	sort	0
.	.	.	.	.	1
And	And	cc	And	and	0
the	the	dt	the	the	0
sayd	sayd	j-vvn	said	say	0
Islands	Islands	n2	Islands	island	0
also	also	av	also	also	0
seeme	seeme	vvi	seem	seem	0
to	to	pc-acp	to	to	0
proffer	proffer	vvi	proffer	proffer	0
,	,	,	,	,	0
through	through	p-acp	through	through	0
the	the	dt	the	the	0
labour	labour	n1	labour	labour	0
of	of	pp-f	of	of	0
man	man	n1	man	man	0
,	,	,	,	,	0
plenty	plenty	n1	plenty	plenty	0
of	of	pp-f	of	of	0
all	all	d	all	all	0
kinde	kinde	n1	kind	kind	0
of	of	pp-f	of	of	0
our	our	po12	our	our	0
graine	graine	n1	grain	grain	0
,	,	,	,	,	0
of	of	pp-f	of	of	0
roots	roots	n2	roots	root	0
,	,	,	,	,	0
of	of	pp-f	of	of	0
hempe	hempe	n1	hemp	hemp	0
,	,	,	,	,	0
and	and	cc	and	and	0
other	other	j-jn	other	other	0
necessary	necessary	j	necessary	necessary	0
commodities	commodities	n2	commodities	commodity	0
.	.	.	.	.	1
{	{	{	{	{	0
n	n	wd	n	n	0
}	}	}	}	}	0
Charles	Charles	np1	Charles	Charles	0
Leigh	Leigh	zz	Leigh	leigh	0
.	.	.	.	.	1
{	{	{	{	{	0
n	n	wd	n	n	0
}	}	}	}	}	1
