[	[	[	[	[	0
committed	committed	vvn	committed	commit	0
to	to	p-acp	to	to	0
him	him	pno31	him	he	0
,	,	,	,	,	0
and	and	cc	and	and	0
I	I	pns11	I	i	0
one	one	crd	one	one	0
{	{	{	{	{	0
n	n	wd	n	n	0
}	}	}	}	}	0
of	of	pp-f	of	of	0
your	your	po22	your	your	0
worships	worships	ng1	worships	worship	0
servants	servants	n2	servants	servant	0
being	being	vbg	being	be	0
joyned	joyned	vvn	joined	join	0
with	with	p-acp	with	with	0
him	him	pno31	him	he	0
in	in	p-acp	in	in	0
your	your	po22	your	your	0
busines	busines	n1	business	business	0
,	,	,	,	,	0
having	having	vhg	having	have	0
with	with	p-acp	with	with	0
us	us	pno12	us	we	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
they	they	pns32	they	they	0
said	said	vvd	said	say	0
1500.	1500.	crd	1500.	1500.	0
rubbles	rubbles	n2	rubbles	rubble	0
.	.	.	.	.	1
And	And	cc	And	and	0
if	if	cs	if	if	0
it	it	pn31	it	it	0
shall	shall	vmb	shall	shall	0
please	please	vvi	please	please	0
you	you	pn22	you	you	0
I	I	pns11	I	i	0
cannot	cannot	vmbx	cannot	can	0
tell	tell	vvi	tell	tell	0
certainly	certainly	av-j	certainly	certain	0
what	what	r-crq	what	what	0
summe	summe	n1	sum	sum	0
of	of	pp-f	of	of	0
money	money	n1	money	money	0
we	we	pns12	we	we	0
had	had	vhd	had	have	0
then	then	av	then	then	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Emperors	Emperors	n2	Emperor's	emperor	0
:	:	:	:	:	0
for	for	c-acp	for	for	0
I	I	pns11	I	i	0
received	received	vvd	received	receive	0
none	none	pix	none	none	0
,	,	,	,	,	0
nor	nor	ccx	nor	nor	0
disbursed	disbursed	vvd	disbursed	disburse	0
any	any	d	any	any	0
of	of	pp-f	of	of	0
it	it	pn31	it	it	0
in	in	p-acp	in	in	0
wares	wares	n2	wares	ware	0
for	for	p-acp	for	for	0
the	the	dt	the	the	0
voyage	voyage	n1	voyage	voyage	0
.	.	.	.	.	1
Also	Also	av	Also	also	0
,	,	,	,	,	0
God	God	np1	God	God	0
I	I	pns11	I	i	0
take	take	vvb	take	take	0
to	to	pc-acp	to	to	0
record	record	vvi	record	record	0
,	,	,	,	,	0
I	I	pns11	I	i	0
could	could	vmd	could	can	0
not	not	xx	not	not	0
tell	tell	vvi	tell	tell	0
what	what	r-crq	what	what	0
stocke	stocke	n1	stock	stock	0
your	your	po22	your	your	0
worships	worships	n2	worships	worship	0
had	had	vhd	had	have	0
there	there	a-acp	there	there	0
,	,	,	,	,	0
for	for	p-acp	for	for	0
the	the	dt	the	the	0
bookes	bookes	n2	books	book	0
were	were	vbdr	were	be	0
kept	kept	vvn	kept	keep	0
so	so	av	so	so	0
privily	privily	av-j	privily	privy	0
that	that	cst	that	that	0
a	a	dt	a	a	0
man	man	n1	man	man	0
could	could	vmd	could	can	0
never	never	av-x	never	never	0
see	see	vvi	see	see	0
them	them	pno32	them	they	0
.	.	.	.	.	1
The	The	dt	The	the	0
10.	10.	crd	10.	10.	0
of	of	pp-f	of	of	0
40	40	crd	40	40	0
{	{	{	{	{	0
n	n	wd	n	n	0
}	}	}	}	}	0
May	May	vmb	May	may	0
anno	anno	fw-la	anno	anno	0
1563.	1563.	crd	1563.	1563.	0
we	we	n1	we	we	0
departed	departed	vvn	departed	depart	0
from	from	p-acp	from	from	0
a	a	dt	a	a	0
towne	towne	n1	town	town	0
called	called	vvd	called	call	0
Yera-slave	Yera-slave	n1	Yeraslave	yeraslave	0
upon	upon	p-acp	upon	upon	0
our	our	po12	our	our	0
voyage	voyage	n1	voyage	voyage	0
toward	toward	p-acp	towards	towards	0
Persia	Persia	np1	Persia	Persia	0
.	.	.	.	.	1
The	The	dt	The	the	0
24.	24.	crd	24.	24.	0
of	of	pp-f	of	of	0
July	July	np1	July	July	0
we	we	pns12	we	we	0
arrived	arrived	vvd	arrived	arrive	0
at	at	p-acp	at	at	0
Astracan	Astracan	jp	Astracan	astracan	0
:	:	:	:	:	0
and	and	cc	and	and	0
the	the	dt	the	the	0
second	second	ord	second	second	0
of	of	pp-f	of	of	0
August	August	np1	August	August	0
wee	wee	pns12	we	we	0
departed	departed	vvd	departed	depart	0
from	from	p-acp	from	from	0
Astracan	Astracan	jp	Astracan	astracan	0
,	,	,	,	,	0
and	and	cc	and	and	0
the	the	dt	the	the	0
4.	4.	crd	4.	4.	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
same	same	d	same	same	0
moneth	moneth	n1	month	month	0
we	we	pns12	we	we	0
came	came	vvd	came	come	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
Caspian	Caspian	jp	Caspian	caspian	0
sea	sea	n1	sea	sea	0
,	,	,	,	,	0
and	and	cc	and	and	0
the	the	dt	the	the	0
11.	11.	crd	11.	11.	0
day	day	n1	day	day	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
said	said	j-vvn	said	say	0
moneth	moneth	n1	month	month	0
we	we	pns12	we	we	0
arrived	arrived	vvd	arrived	arrive	0
at	at	p-acp	at	at	0
our	our	po12	our	our	0
port	port	n1	port	port	0
in	in	p-acp	in	in	0
Media	Media	np1	Media	Media	0
:	:	:	:	:	0
and	and	cc	and	and	0
the	the	dt	the	the	0
21.	21.	crd	21.	21.	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
said	said	j-vvn	said	say	0
August	August	np1	August	August	0
wee	wee	pns12	we	we	0
arrived	arrived	vvd	arrived	arrive	0
at	at	p-acp	at	at	0
Shammaki	Shammaki	np1	Shammaki	Shammaki	0
,	,	,	,	,	0
whereas	whereas	cs	whereas	whereas	0
the	the	dt	the	the	0
king	king	n1	king	king	0
Obdolocan	Obdolocan	np1	Obdolocan	Obdolocan	0
lay	lay	vvd	lay	lie	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
fielde	fielde	n1	field	field	0
.	.	.	.	.	1
We	We	pns12	We	we	0
were	were	vbdr	were	be	0
wel	wel	av	well	well	0
entertained	entertained	vvn	entertained	entertain	0
of	of	pp-f	of	of	0
heathen	heathen	j-jn	heathen	heathen	0
people	people	n1	people	people	0
,	,	,	,	,	0
for	for	p-acp	for	for	0
the	the	dt	the	the	0
thirde	thirde	ord	thirde	third	0
day	day	n1	day	day	0
after	after	p-acp	after	after	0
our	our	po12	our	our	0
arrivall	arrivall	n1	arrival	arrival	0
at	at	p-acp	at	at	0
Shammaki	Shammaki	np1	Shammaki	Shammaki	0
wee	wee	pns12	we	we	0
were	were	vbdr	were	be	0
called	called	vvn	called	call	0
before	before	p-acp	before	before	0
the	the	dt	the	the	0
king	king	n1	king	king	0
:	:	:	:	:	0
we	we	pns12	we	we	0
gave	gave	vvd	gave	give	0
him	him	pno31	him	he	0
a	a	dt	a	a	0
present	present	j	present	present	0
,	,	,	,	,	0
and	and	cc	and	and	0
he	he	pns31	he	he	0
entertained	entertained	vvd	entertained	entertain	0
us	us	pno12	us	we	0
very	very	av	very	very	0
well	well	av	well	well	0
.	.	.	.	.	1
{	{	{	{	{	0
n	n	wd	n	n	0
}	}	}	}	}	0
At	At	p-acp	At	at	0
our	our	po12	our	our	0
comming	comming	n-vvg	coming	come	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
Court	Court	n1	Court	court	0
wee	wee	pns12	we	we	0
were	were	vbdr	were	be	0
commaunded	commaunded	vvn	commanded	command	0
to	to	pc-acp	to	to	0
come	come	vvi	come	come	0
before	before	p-acp	before	before	0
the	the	dt	the	the	0
king	king	n1	king	king	0
,	,	,	,	,	0
who	who	r-crq	who	who	0
sate	sate	vvd	sat	sit	0
in	in	p-acp	in	in	0
his	his	po31	his	his	0
tent	tent	n1	tent	tent	0
upon	upon	p-acp	upon	upon	0
the	the	dt	the	the	0
ground	ground	n1	ground	ground	0
with	with	p-acp	with	with	0
his	his	po31	his	his	0
legs	legs	n2	legs	leg	0
a	a	dt	a	a	0
crosse	crosse	n1	cross	cross	0
,	,	,	,	,	0
and	and	cc	and	and	0
all	all	d	all	all	0
his	his	po31	his	his	0
dukes	dukes	n2	dukes	duke	0
round	round	av-j	round	round	0
about	about	p-acp	about	about	0
his	his	po31	his	his	0
tent	tent	n1	tent	tent	0
,	,	,	,	,	0
the	the	dt	the	the	0
ground	ground	n1	ground	ground	0
being	being	vbg	being	be	0
covered	covered	vvn	covered	cover	0
with	with	p-acp	with	with	0
carpets	carpets	n2	carpets	carpet	0
:	:	:	:	:	0
wee	wee	pns12	we	we	0
were	were	vbdr	were	be	0
commaunded	commaunded	vvn	commanded	command	0
to	to	pc-acp	to	to	0
sit	sit	vvi	fit	sit	0
downe	downe	a-acp	down	down	0
,	,	,	,	,	0
the	the	dt	the	the	0
King	King	n1	King	king	0
appointing	appointing	vvg	appointing	appoint	0
every	every	d	every	every	0
man	man	n1	man	man	0
his	his	po31	his	his	0
place	place	n1	place	place	0
to	to	pc-acp	to	to	0
sit	sit	vvi	fit	sit	0
.	.	.	.	.	1
And	And	cc	And	and	0
the	the	dt	the	the	0
king	king	n1	king	king	0
commaunded	commaunded	vvd	commanded	command	0
the	the	dt	the	the	0
Emperour	Emperour	n1	Emperor	emperor	0
of	of	pp-f	of	of	0
Russelands	Russelands	npg1	Russelands	russelands	0
Merchants	Merchants	n2	Merchant's	merchant	0
to	to	pc-acp	to	to	0
rise	rise	vvi	rise	rise	0
up	up	a-acp	up	up	0
,	,	,	,	,	0
and	and	cc	and	and	0
to	to	pc-acp	to	to	0
give	give	vvi	give	give	0
us	us	pno12	us	we	0
the	the	dt	the	the	0
upper	upper	jc	upper	upper	0
hande	hande	n1	hand	hand	0
.	.	.	.	.	1
The	The	dt	The	the	0
20.	20.	crd	20.	20.	0
of	of	pp-f	of	of	0
October	October	np1	October	October	0
Thomas	Thomas	np1	Thomas	Thomas	0
Alcock	Alcock	np1	Alcock	Alcock	0
departed	departed	vvd	departed	depart	0
from	from	p-acp	from	from	0
Shammaki	Shammaki	np1	Shammaki	Shammaki	0
towards	towards	p-acp	towards	towards	0
Casbin	Casbin	np1	Casbin	Casbin	0
,	,	,	,	,	0
Casbin	Casbin	np1	Casbin	Casbin	0
.	.	.	.	.	0
leaving	leaving	vvg	leaving	leave	0
mee	mee	pno11	me	i	0
at	at	p-acp	at	at	0
Shammaki	Shammaki	np1	Shammaki	Shammaki	0
to	to	pc-acp	to	to	0
recover	recover	vvi	recover	recover	0
such	such	d	such	such	0
debts	debts	n2	debts	debt	0
as	as	p-acp	as	as	0
the	the	dt	the	the	0
dukes	dukes	n2	dukes	duke	0
of	of	pp-f	of	of	0
Shammaki	Shammaki	np1	Shammaki	Shammaki	0
ought	ought	vmd	ought	ought	0
for	for	p-acp	for	for	0
wares	wares	n2	wares	ware	0
which	which	r-crq	which	which	0
they	they	pns32	they	they	0
tooke	tooke	vvd	took	take	0
of	of	pp-f	of	of	0
him	him	pno31	him	he	0
at	at	p-acp	at	at	0
his	his	po31	his	his	0
going	going	n-vvg	going	go	0
to	to	p-acp	to	to	0
Casbin	Casbin	np1	Casbin	Casbin	0
.	.	.	.	.	1
In	In	p-acp	In	in	0
the	the	dt	the	the	0
time	time	n1	time	time	0
I	I	pns11	I	i	0
lay	lay	vvb	lay	lay	0
there	there	a-acp	there	there	0
I	I	pns11	I	i	0
could	could	vmd	could	can	0
recover	recover	vvi	recover	recover	0
but	but	p-acp	but	but	0
little	little	j	little	little	0
.	.	.	.	.	1
And	And	cc	And	and	0
at	at	p-acp	at	at	0
Thomas	Thomas	np1	Thomas	Thomas	0
Alcocks	Alcocks	n2	Alcocks	alcock	0
comming	comming	vvg	coming	come	0
from	from	p-acp	from	from	0
Casbin	Casbin	np1	Casbin	Casbin	0
,	,	,	,	,	0
who	who	r-crq	who	who	0
arrived	arrived	vvd	arrived	arrive	0
at	at	p-acp	at	at	0
a	a	dt	a	a	0
towne	towne	n1	town	town	0
called	called	vvn	called	call	0
Leuvacta	Leuvacta	np1	Leuvacta	Leuvacta	0
,	,	,	,	,	0
Leuvacta	Leuvacta	fw-la	Leuvacta	leuvacta	0
.	.	.	.	.	0
whereas	whereas	cs	whereas	whereas	0
the	the	dt	the	the	0
king	king	n1	king	king	0
Obdolocan	Obdolocan	np1	Obdolocan	Obdolocan	0
lay	lay	vvd	lay	lie	0
,	,	,	,	,	0
a	a	dt	a	a	0
day	day	n1	day	day	0
and	and	cc	and	and	0
a	a	dt	a	a	0
halfes	halfes	n2-jn	halves	half	0
journey	journey	n1	journey	journey	0
from	from	p-acp	from	from	0
the	the	dt	the	the	0
towne	towne	n1	town	town	0
whereas	whereas	cs	whereas	whereas	0
I	I	pns11	I	i	0
lay	lay	vvb	lay	lay	0
,	,	,	,	,	0
I	I	pns11	I	i	0
hearing	hearing	vvg	hearing	hear	0
of	of	pp-f	of	of	0
his	his	po31	his	his	0
arriving	arriving	vvg	arriving	arrive	0
there	there	a-acp	there	there	0
,	,	,	,	,	0
departed	departed	vvd	departed	depart	0
from	from	p-acp	from	from	0
Shammaki	Shammaki	np1	Shammaki	Shammaki	0
,	,	,	,	,	0
finding	finding	vvg	finding	find	0
him	him	pno31	him	he	0
there	there	a-acp	there	there	0
in	in	p-acp	in	in	0
safetie	safetie	n1	safety	safety	0
with	with	p-acp	with	with	0
all	all	d	all	all	0
such	such	d	such	such	0
goods	goods	n2-j	goods	good	0
as	as	c-acp	as	as	0
he	he	pns31	he	he	0
had	had	vhd	had	have	0
with	with	p-acp	with	with	0
him	him	pno31	him	he	0
.	.	.	.	.	1
During	During	p-acp	During	during	0
his	his	po31	his	his	0
abode	abode	n1	abided	abode	0
there	there	a-acp	there	there	0
for	for	p-acp	for	for	0
seven	seven	crd	seven	seven	0
dayes	dayes	n2	days	day	0
he	he	pns31	he	he	0
made	made	vvd	made	make	0
suite	suite	n1	suit	suit	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
king	king	n1	king	king	0
for	for	p-acp	for	for	0
such	such	d	such	such	0
money	money	n1	money	money	0
as	as	p-acp	as	as	0
the	the	dt	the	the	0
dukes	dukes	n2	dukes	duke	0
ought	ought	vmd	ought	ought	0
him	him	pno31	him	he	0
.	.	.	.	.	1
But	But	p-acp	But	but	0
the	the	dt	the	the	0
king	king	n1	king	king	0
was	was	vbds	was	be	0
displeased	displeased	vvn	displeased	displease	0
for	for	p-acp	for	for	0
that	that	d	that	that	0
the	the	dt	the	the	0
Emperour	Emperour	n1	Emperor	emperor	0
of	of	pp-f	of	of	0
Russelands	Russelands	npg1	Russelands	russelands	0
merchant	merchant	n1	merchant	merchant	0
had	had	vhd	had	have	0
slaine	slaine	vvn	slain	slay	0
a	a	dt	a	a	0
Boserman	Boserman	np1	Boserman	Boserman	0
at	at	p-acp	at	at	0
his	his	po31	his	his	0
going	going	n-vvg	going	go	0
to	to	p-acp	to	to	0
ABosermanis	ABosermanis	np1	ABosermanis	ABosermanis	0
Casbin	Casbin	np1	Casbin	Casbin	0
.	.	.	.	.	1
Thomas	Thomas	np1	Thomas	Thomas	0
Alcocke	Alcocke	np1	Alcocke	Alcocke	0
seeing	seeing	vvg	seeing	see	0
the	the	dt	the	the	0
king	king	n1	king	king	0
would	would	vmd	would	will	0
shewe	shewe	vvi	show	show	0
a	a	dt	a	a	0
Remgro-us	Remgro-us	j	Remgro-us	remgro-us	0
no	no	dx	no	no	0
favour	favour	n1	favour	favour	0
,	,	,	,	,	0
and	and	cc	and	and	0
also	also	av	also	also	0
hearing	hearing	vvg	hearing	hear	0
from	from	p-acp	from	from	0
Shammaki	Shammaki	np1	Shammaki	Shammaki	0
,	,	,	,	,	0
that	that	cst	that	that	0
the	the	dt	the	the	0
Russes	Russes	zz	Russes	russes	0
sent	sent	vvd	sent	send	0
their	their	po32	their	their	0
goods	goods	n2-j	goods	good	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
sea	sea	n1	sea	sea	0
side	side	n1	side	side	0
,	,	,	,	,	0
for	for	c-acp	for	for	0
that	that	cst	that	that	0
they	they	pns32	they	they	0
feared	feared	vvd	feared	fear	0
that	that	cst	that	that	0
the	the	dt	the	the	0
king	king	n1	king	king	0
of	of	pp-f	of	of	0
Persia	Persia	np1	Persia	Persia	0
should	should	vmd	should	shall	0
have	have	vhi	have	have	0
knowledge	knowledge	n1	knowledge	knowledge	0
of	of	pp-f	of	of	0
{	{	{	{	{	0
n	n	wd	n	n	0
}	}	}	}	}	0
Thomas	Thomas	np1	Thomas	Thomas	0
Alcocke	Alcocke	np1	Alcocke	Alcocke	0
slaine	slaine	vvn	slain	slay	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
way	way	n1	way	way	0
be-tweene	be-tweene	j	between	between	0
Leu-vacta	Leu-vacta	j	Leuvacta	leuvacta	0
and	and	cc	and	and	0
Shammaki	Shammaki	np1	Shammaki	Shammaki	0
.	.	.	.	.	1
{	{	{	{	{	0
n	n	wd	n	n	0
}	}	}	}	}	0
Keselbash	Keselbash	vvi	Keselbash	keselbash	0
,	,	,	,	,	0
or	or	cc	or	or	0
Jeselbash	Jeselbash	vvi	Jeselbash	jeselbash	0
.	.	.	.	.	1
{	{	{	{	{	0
n	n	wd	n	n	0
}	}	}	}	}	0
the	the	dt	the	the	0
death	death	n1	death	death	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Boserman	Boserman	np1	Boserman	Boserman	0
,	,	,	,	,	0
willed	willed	vvd	willed	will	0
mee	mee	pno11	me	i	0
to	to	pc-acp	to	to	0
depart	depart	vvi	depart	depart	0
to	to	p-acp	to	to	0
Shammaki	Shammaki	np1	Shammaki	Shammaki	0
with	with	p-acp	with	with	0
all	all	d	all	all	0
such	such	d	such	such	0
goods	goods	n2-j	goods	good	0
as	as	c-acp	as	as	0
he	he	pns31	he	he	0
had	had	vhd	had	have	0
brought	brought	vvn	brought	bring	0
with	with	p-acp	with	with	0
him	him	pno31	him	he	0
from	from	p-acp	from	from	0
Casbin	Casbin	np1	Casbin	Casbin	0
,	,	,	,	,	0
I	I	pns11	I	i	0
leaving	leaving	vvg	leaving	leave	0
him	him	pno31	him	he	0
at	at	p-acp	at	at	0
the	the	dt	the	the	0
Court	Court	n1	Court	court	0
.	.	.	.	.	1
{	{	{	{	{	0
n	n	wd	n	n	0
}	}	}	}	}	0
The	The	dt	The	the	0
thirde	thirde	ord	thirde	third	0
day	day	n1	day	day	0
after	after	p-acp	after	after	0
mine	mine	po11	mine	my	0
arrivall	arrivall	n1	arrival	arrival	0
at	at	p-acp	at	at	0
Shammaki	Shammaki	np1	Shammaki	Shammaki	0
,	,	,	,	,	0
I	I	pns11	I	i	0
had	had	vhd	had	have	0
newes	newes	n1	news	news	0
that	that	cst	that	that	0
Thomas	Thomas	np1	Thomas	Thomas	0
Alcocke	Alcocke	np1	Alcocke	Alcocke	0
was	was	vbds	was	be	0
slaine	slaine	vvn	slain	slay	0
comming	comming	vvg	coming	come	0
on	on	p-acp	on	on	0
his	his	po31	his	his	0
way	way	n1	way	way	0
towards	towards	p-acp	towards	towards	0
me	me	pno11	me	i	0
.	.	.	.	.	1
Then	Then	av	Then	then	0
the	the	dt	the	the	0
king	king	n1	king	king	0
Obdolocan	Obdolocan	np1	Obdolocan	Obdolocan	0
understanding	understanding	n1	understanding	understanding	0
of	of	pp-f	of	of	0
his	his	po31	his	his	0
death	death	n1	death	death	0
,	,	,	,	,	0
demaunded	demaunded	vvd	demanded	demand	0
whether	whether	cs	whither	whether	0
he	he	pns31	he	he	0
had	had	vhd	had	have	0
ever	ever	av	ever	ever	0
a	a	dt	a	a	0
brother	brother	n1	brother	brother	0
.	.	.	.	.	1
Some	Some	d	Some	some	0
said	said	vvd	said	say	0
I	I	pns11	I	i	0
was	was	vbds	was	be	0
,	,	,	,	,	0
some	some	d	some	some	0
saide	saide	vvd	said	say	0
I	I	pns11	I	i	0
was	was	vbds	was	be	0
not	not	xx	not	not	0
his	his	po31	his	his	0
brother	brother	n1	brother	brother	0
.	.	.	.	.	1
When	When	c-crq	When	when	0
this	this	d	this	this	0
fell	fell	vvd	fell	fall	0
out	out	av	out	out	0
,	,	,	,	,	0
your	your	po22	your	your	0
worships	worships	n2	worships	worship	0
had	had	vhd	had	have	0
no	no	dx	no	no	0
other	other	j-jn	other	other	0
servant	servant	n1	servant	servant	0
there	there	a-acp	there	there	0
but	but	p-acp	but	but	0
mee	mee	pno11	me	i	0
among	among	p-acp	among	among	0
those	those	d	those	those	0
heathen	heathen	j-jn	heathen	heathen	0
people	people	n1	people	people	0
.	.	.	.	.	1
Who	Who	r-crq	Who	who	0
having	having	vhg	having	have	0
such	such	d	such	such	0
a	a	dt	a	a	0
summe	summe	n1	sum	sum	0
of	of	pp-f	of	of	0
goods	goods	n2-j	goods	good	0
lying	lying	vvg	lying	lie	0
under	under	p-acp	under	under	0
my	my	po11	my	my	0
handes	handes	n2	hands	hand	0
,	,	,	,	,	0
and	and	cc	and	and	0
seeing	seeing	vvg	seeing	see	0
howe	howe	c-crq	how	how	0
the	the	dt	the	the	0
Russes	Russes	zz	Russes	russes	0
sent	sent	vvd	sent	send	0
their	their	po32	their	their	0
goods	goods	n2-j	goods	good	0
with	with	p-acp	with	with	0
as	as	c-acp	as	as	0
much	much	d	much	much	0
hast	hast	n1	haste	haste	0
as	as	c-acp	as	as	0
they	they	pns32	they	they	0
might	might	vmd	might	may	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
sea	sea	n1	sea	sea	0
side	side	n1	side	side	0
,	,	,	,	,	0
and	and	cc	and	and	0
having	having	vhg	having	have	0
but	but	p-acp	but	but	0
foure	foure	crd	foure	four	0
men	men	n2	men	man	0
to	to	pc-acp	to	to	0
sende	sende	vvi	send	send	0
our	our	po12	our	our	0
wares	wares	n2	wares	ware	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
sea	sea	n1	sea	sea	0
side	side	n1	side	side	0
,	,	,	,	,	0
I	I	pns11	I	i	0
used	used	vvd	used	use	0
such	such	d	such	such	0
diligence	diligence	n1	diligence	diligence	0
,	,	,	,	,	0
that	that	cst	that	that	0
within	within	p-acp	within	within	0
two	two	crd	two	two	0
dayes	dayes	n2	days	day	0
after	after	p-acp	after	after	0
Thomas	Thomas	np1	Thomas	Thomas	0
Alcocke	Alcocke	np1	Alcocke	Alcocke	0
was	was	vbds	was	be	0
slaine	slaine	vvn	slain	slay	0
,	,	,	,	,	0
I	I	pns11	I	i	0
sent	sent	vvd	sent	send	0
in	in	p-acp	in	in	0
company	company	n1	company	company	0
with	with	p-acp	with	with	0
the	the	dt	the	the	0
Russes	Russes	zz	Russes	russes	0
goods	goods	n2-j	goods	good	0
,	,	,	,	,	0
all	all	d	all	all	0
your	your	po22	your	your	0
worships	worships	ng1	worships	worship	0
goods	goods	n2-j	goods	good	0
with	with	p-acp	with	with	0
a	a	dt	a	a	0
Mariner	Mariner	n1	Mariner	mariner	0
,	,	,	,	,	0
William	William	np1	William	William	0
August	August	np1	August	August	0
,	,	,	,	,	0
and	and	cc	and	and	0
a	a	dt	a	a	0
Swethen	Swethen	j-jn	Swethen	swethen	0
,	,	,	,	,	0
for	for	c-acp	for	for	0
that	that	cst	that	that	0
they	they	pns32	they	they	0
might	might	vmd	might	may	0
the	the	dt	the	the	0
safer	safer	av-jc	safer	safe	0
arrive	arrive	vvi	arrive	arrive	0
at	at	p-acp	at	at	0
the	the	dt	the	the	0
seaside	seaside	n1	seaside	seaside	0
,	,	,	,	,	0
being	being	vbg	being	be	0
safely	safely	av-j	safely	safe	0
layd	layd	vvn	laid	lay	0
in	in	p-acp	in	in	0
.	.	.	.	.	1
All	All	av-d	All	all	0
which	which	r-crq	which	which	0
goods	goods	n2-j	goods	good	0
afterwards	afterwards	av	afterwards	afterward	0
arrived	arrived	vvn	arrived	arrive	0
in	in	p-acp	in	in	0
Russeland	Russeland	np1	Russeland	Russeland	0
in	in	p-acp	in	in	0
good	good	j	good	good	0
condition	condition	n1	condition	condition	0
,	,	,	,	,	0
Master	Master	n1	Master	master	0
Glover	Glover	np1	Glover	Glover	0
having	having	vhg	having	have	0
the	the	dt	the	the	0
receipt	receipt	n1	receipt	receipt	0
of	of	pp-f	of	of	0
all	all	d	all	all	0
things	things	n2	things	thing	0
