Certaine	Certaine	j	Certain	certain	0
and	and	cc	and	and	0
by	by	p-acp	by	by	0
West	West	n1	West	west	0
,	,	,	,	,	0
and	and	cc	and	and	0
betwixt	betwixt	p-acp	betwixt	betwixt	0
the	the	dt	the	the	0
Southwest	Southwest	n1	Southwest	southwest	0
and	and	cc	and	and	0
by	by	p-acp	by	by	0
West	West	n1	West	west	0
,	,	,	,	,	0
and	and	cc	and	and	0
West	West	n1	West	west	0
southwest	southwest	n1	southwest	southwest	0
.	.	.	.	.	1
{	{	{	{	{	0
n	n	wd	n	n	0
}	}	}	}	}	0
This	This	d	This	this	0
yland	yland	n1	island	island	0
of	of	pp-f	of	of	0
Santa	Santa	np1	Santa	Santa	0
Catelina	Catelina	np1	Catelina	Catelina	0
seemeth	seemeth	vvz	seems	seem	0
at	at	p-acp	at	at	0
the	the	dt	the	the	0
first	first	ord	first	first	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
a	a	dt	a	a	0
part	part	n1	part	part	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
yland	yland	n1	island	island	0
of	of	pp-f	of	of	0
Girybia	Girybia	np1	Girybia	Girybia	0
.	.	.	.	.	1
Wee	Wee	pns12	we	we	0
ankered	ankered	vvn	anchored	anchor	0
at	at	p-acp	at	at	0
nine	nine	crd	nine	nine	0
fathome	fathome	n1	fathom	fathom	0
blacke	blacke	j-jn	black	black	0
osie	osie	j	osie	osie	0
ground	ground	n1	ground	ground	0
.	.	.	.	.	1
{	{	{	{	{	0
n	n	wd	n	n	0
}	}	}	}	}	0
Upon	Upon	p-acp	Upon	upon	0
the	the	dt	the	the	0
yland	yland	n1	island	island	0
there	there	pc-acp	there	there	0
grow	grow	vvi	grow	grow	0
many	many	d	many	many	0
Palmito-trees	Palmito-trees	n2	Palmito-trees	palmito-tree	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
no	no	dx	no	no	0
fresh	fresh	j	fresh	fresh	0
water	water	n1	water	water	0
is	is	vbz	is	be	0
there	there	a-acp	there	there	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
found	found	vvn	found	find	0
.	.	.	.	.	1
{	{	{	{	{	0
n	n	wd	n	n	0
}	}	}	}	}	0
The	The	dt	The	the	0
third	third	ord	third	three	0
day	day	n1	day	day	0
of	of	pp-f	of	of	0
February	February	np1	February	February	0
we	we	pns12	we	we	0
arrived	arrived	vvd	arrived	arrive	0
before	before	p-acp	before	before	0
the	the	dt	the	the	0
towne	towne	n1	town	town	0
34	34	crd	34	34	0
{	{	{	{	{	0
n	n	wd	n	n	0
}	}	}	}	}	0
of	of	pp-f	of	of	0
Santos	Santos	fw-es	Santos	santos	0
,	,	,	,	,	0
and	and	cc	and	and	0
were	were	vbdr	were	be	0
there	there	a-acp	there	there	0
well	well	av	well	well	0
received	received	vvn	received	receive	0
and	and	cc	and	and	0
intertained	intertained	vvd	entertained	entertain	0
of	of	a-acp	of	off	0
They	They	pns32	They	they	0
arrive	arrive	vvb	arrive	arrive	0
the	the	dt	the	the	0
Captaine	Captaine	n1	Captain	captain	0
,	,	,	,	,	0
the	the	dt	the	the	0
kings	kings	ng1	kings	king	0
officers	officers	n2	officers	officer	0
,	,	,	,	,	0
and	and	cc	and	and	0
all	all	d	all	all	0
the	the	dt	the	the	0
people	people	n1	people	people	0
.	.	.	.	.	0
at	at	p-acp	at	at	0
Santos	Santos	np1	Santos	Santos	0
.	.	.	.	.	1
{	{	{	{	{	0
n	n	wd	n	n	0
}	}	}	}	}	0
The	The	dt	The	the	0
fourth	fourth	ord	fourth	four	0
day	day	n1	day	day	0
we	we	pns12	we	we	0
tooke	tooke	vvd	took	take	0
into	into	p-acp	into	into	0
our	our	po12	our	our	0
ship	ship	n1	ship	ship	0
a	a	dt	a	a	0
beefe	beefe	n1	beef	beef	0
alive	alive	j	alive	alive	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
served	served	vvd	served	serve	0
for	for	p-acp	for	for	0
the	the	dt	the	the	0
victualling	victualling	vvg	victualling	victual	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
ship	ship	n1	ship	ship	0
,	,	,	,	,	0
and	and	cc	and	and	0
the	the	dt	the	the	0
refreshing	refreshing	n-vvg	refreshing	refresh	0
of	of	pp-f	of	of	0
our	our	po12	our	our	0
men	men	n2	men	man	0
,	,	,	,	,	0
and	and	cc	and	and	0
to	to	pc-acp	to	to	0
make	make	vvi	make	make	0
us	us	pno12	us	we	0
the	the	dt	the	the	0
merrier	merrier	jc	merrier	merry	0
at	at	p-acp	at	at	0
Shrovetide	Shrovetide	np1	Shrovetide	Shrovetide	0
.	.	.	.	.	1
{	{	{	{	{	0
n	n	wd	n	n	0
}	}	}	}	}	0
The	The	dt	The	the	0
eight	eight	crd	eight	eight	0
day	day	n1	day	day	0
we	we	pns12	we	we	0
delivered	delivered	vvd	delivered	deliver	0
to	to	p-acp	to	to	0
M.	M.	n1	M.	m.	0
John	John	np1	John	John	0
Whithall	Whithall	av	Whithall	whithall	0
a	a	dt	a	a	0
bedstead	bedstead	n1	bedstead	bedstead	0
with	with	p-acp	with	with	0
the	the	dt	the	the	0
appurtenances	appurtenances	n2	appurtenances	appurtenance	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
were	were	vbdr	were	be	0
sent	sent	vvn	sent	send	0
to	to	p-acp	to	to	0
him	him	pno31	him	he	0
from	from	p-acp	from	from	0
our	our	po12	our	our	0
marchants	marchants	n2	merchants	merchant	0
of	of	pp-f	of	of	0
London	London	np1	London	London	0
.	.	.	.	.	1
{	{	{	{	{	0
n	n	wd	n	n	0
}	}	}	}	}	0
The	The	dt	The	the	0
18.	18.	crd	18.	18.	0
day	day	n1	day	day	0
the	the	dt	the	the	0
captaine	captaine	n1	captain	captain	0
of	of	pp-f	of	of	0
Santos	Santos	np1	Santos	Santos	0
came	came	vvd	came	come	0
abord	abord	a-acp	aboard	aboard	0
our	our	po12	our	our	0
ship	ship	n1	ship	ship	0
,	,	,	,	,	0
by	by	p-acp	by	by	0
whom	whom	ro-crq	whom	who	0
we	we	pns12	we	we	0
had	had	vhd	had	have	0
knowledge	knowledge	n1	knowledge	knowledge	0
of	of	pp-f	of	of	0
foure	foure	crd	foure	four	0
great	great	j	great	great	0
French	French	jp	French	french	0
ships	ships	n2	ships	ship	0
of	of	pp-f	of	of	0
warre	warre	n1	war	war	0
,	,	,	,	,	0
that	that	cst	that	that	0
had	had	vhd	had	have	0
bene	bene	vbn	be	be	0
at	at	p-acp	at	at	0
the	the	dt	the	the	0
river	river	n1	river	river	0
of	of	pp-f	of	of	0
Jenero	Jenero	np1	Jenero	Jenero	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
there	there	a-acp	there	there	0
tooke	tooke	vvd	took	take	0
three	three	crd	three	three	0
Canoas	Canoas	npg1	Canoas	canoas	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
were	were	vbdr	were	be	0
driven	driven	vvn	driven	drive	0
from	from	p-acp	from	from	0
thence	thence	av	thence	thence	0
by	by	p-acp	by	by	0
their	their	po32	their	their	0
castles	castles	n2	castles	castle	0
&	&	cc	&	and	0
forts	forts	n2	forts	fort	0
,	,	,	,	,	0
and	and	cc	and	and	0
were	were	vbdr	were	be	0
looked	looked	vvn	looked	look	0
for	for	p-acp	for	for	0
here	here	av	here	here	0
at	at	p-acp	at	at	0
Santos	Santos	np1	Santos	Santos	0
.	.	.	.	.	1
Whereupon	Whereupon	c-crq	Whereupon	whereupon	0
the	the	dt	the	the	0
Captaine	Captaine	n1	Captain	captain	0
requested	requested	vvd	requested	request	0
us	us	pno12	us	we	0
to	to	pc-acp	to	to	0
lend	lend	vvi	lend	lend	0
them	them	pno32	them	they	0
some	some	d	some	some	0
armour	armour	n1	armour	armour	0
and	and	cc	and	and	0
artillery	artillery	n1	artillery	artillery	0
,	,	,	,	,	0
and	and	cc	and	and	0
we	we	pns12	we	we	0
lent	lent	vvd	lent	lend	0
them	them	pno32	them	they	0
twentie	twentie	crd	twentie	twenty	0
calivers	calivers	n2	calivers	caliver	0
,	,	,	,	,	0
and	and	cc	and	and	0
two	two	crd	two	two	0
barrels	barrels	n2	barrels	barrel	0
of	of	pp-f	of	of	0
powder	powder	n1	powder	powder	0
.	.	.	.	.	1
{	{	{	{	{	0
n	n	wd	n	n	0
}	}	}	}	}	0
The	The	dt	The	the	0
19.	19.	crd	19.	19	0
day	day	n1	day	day	0
our	our	po12	our	our	0
skiffe	skiffe	n1	skiff	skiff	0
which	which	r-crq	which	which	0
we	we	pns12	we	we	0
had	had	vhd	had	have	0
sent	sent	vvn	sent	send	0
to	to	p-acp	to	to	0
Alcat	Alcat	n1	Alcat	alcat	0
-	-	-	-	-	0
The	The	dt	The	the	0
yk	yk	n1	yk	yk	0
of	of	pp-f	of	of	0
rarzas	rarzas	n2	rarzas	rarza	0
,	,	,	,	,	0
and	and	cc	and	and	0
had	had	vhd	had	have	0
bene	bene	vbn	be	be	0
away	away	av	away	away	0
sixe	sixe	crd	sixe	six	0
dayes	dayes	n2	days	day	0
,	,	,	,	,	0
came	came	vvd	came	come	0
againe	againe	av	again	again	0
,	,	,	,	,	0
and	and	cc	and	and	0
brought	brought	vvd	brought	bring	0
good	good	j	good	good	0
store	store	n1	store	store	0
of	of	pp-f	of	of	0
great	great	j	great	great	0
and	and	cc	and	and	0
good	good	j	good	good	0
fish	fish	n1	fish	fish	0
,	,	,	,	,	0
and	and	cc	and	and	0
tolde	tolde	vvd	told	tell	0
us	us	pno12	us	we	0
’	’	’	’	’	0
{	{	{	{	{	0
n	n	wd	n	n	0
}	}	}	}	}	0
that	that	cst	that	that	0
there	there	a-acp	there	there	0
was	was	vbds	was	be	0
good	good	j	good	good	0
store	store	n1	store	store	0
of	of	pp-f	of	of	0
fish	fish	n1	fish	fish	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
taken	taken	vvn	taken	take	0
there	there	a-acp	there	there	0
by	by	p-acp	by	by	0
the	the	dt	the	the	0
hooke	hooke	n1	hook	hook	0
,	,	,	,	,	0
and	and	cc	and	and	0
as	as	c-acp	as	as	0
much	much	d	much	much	0
wood	wood	n1	wood	wood	0
as	as	c-acp	as	as	0
we	we	pns12	we	we	0
could	could	vmd	could	can	0
have	have	vhi	have	have	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Palmito-tree	Palmito-tree	n1	Palmito-tree	palmito-tree	0
.	.	.	.	.	1
{	{	{	{	{	0
n	n	wd	n	n	0
}	}	}	}	}	0
The	The	dt	The	the	0
20.	20.	crd	20.	20.	0
day	day	n1	day	day	0
at	at	p-acp	at	at	0
night	night	n1	night	night	0
Nicholas	Nicholas	np1	Nicholas	Nicholas	0
Gale	Gale	n1	Gale	gale	0
,	,	,	,	,	0
one	one	crd	one	one	0
of	of	pp-f	of	of	0
our	our	po12	our	our	0
company	company	n1	company	company	0
,	,	,	,	,	0
fell	fell	vvd	fell	fall	0
over	over	a-acp	over	over	0
our	our	po12	our	our	0
shippes	shippes	n2	ships	ship	0
side	side	n1	side	side	0
,	,	,	,	,	0
and	and	cc	and	and	0
was	was	vbds	was	be	0
drowned	drowned	vvn	drowned	drown	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
port	port	n1	port	port	0
of	of	pp-f	of	of	0
Santos	Santos	np1	Santos	Santos	0
before	before	p-acp	before	before	0
the	the	dt	the	the	0
towne	towne	n1	town	town	0
,	,	,	,	,	0
where	where	c-crq	where	where	0
our	our	po12	our	our	0
ship	ship	n1	ship	ship	0
rode	rode	vvd	road	ride	0
at	at	p-acp	at	at	0
anker	anker	n1	anchor	anchor	0
.	.	.	.	.	1
{	{	{	{	{	0
n	n	wd	n	n	0
}	}	}	}	}	0
The	The	dt	The	the	0
22.	22.	crd	22.	22.	0
day	day	n1	day	day	0
two	two	crd	two	two	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Canoas	Canoas	npg1	Canoas	canoas	0
which	which	r-crq	which	which	0
the	the	dt	the	the	0
Frenchmen	Frenchmen	np2	Frenchmen	Frenchman	0
tooke	tooke	vvd	took	take	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
river	river	n1	river	river	0
of	of	pp-f	of	of	0
Jenero	Jenero	np1	Jenero	Jenero	0
,	,	,	,	,	0
returned	returned	vvn	returned	return	0
to	to	p-acp	to	to	0
Santos	Santos	np1	Santos	Santos	0
,	,	,	,	,	0
and	and	cc	and	and	0
reported	reported	vvd	reported	report	0
that	that	cst	that	that	0
the	the	dt	the	the	0
foure	foure	crd	foure	four	0
French	French	jp	French	french	0
ships	ships	n2	ships	ship	0
were	were	vbdr	were	be	0
past	past	vvn	passed	pass	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
southwards	southwards	n2	southwards	southward	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
they	they	pns32	they	they	0
thought	thought	vvd	thought	think	0
,	,	,	,	,	0
for	for	p-acp	for	for	0
the	the	dt	the	the	0
Straights	Straights	n2	Straights	strait	0
of	of	pp-f	of	of	0
Magellan	Magellan	np1	Magellan	Magellan	0
,	,	,	,	,	0
and	and	cc	and	and	0
so	so	av	so	so	0
into	into	p-acp	into	into	0
the	the	dt	the	the	0
South	South	n1	South	south	0
sea	sea	n1	sea	sea	0
.	.	.	.	.	1
{	{	{	{	{	0
n	n	wd	n	n	0
}	}	}	}	}	0
The	The	dt	The	the	0
23.	23.	crd	23.	23.	0
day	day	n1	day	day	0
the	the	dt	the	the	0
aforesaide	aforesaide	j	aforesaid	aforesaid	0
Nicholas	Nicholas	np1	Nicholas	Nicholas	0
Gale	Gale	n1	Gale	gale	0
,	,	,	,	,	0
who	who	r-crq	who	who	0
fell	fell	vvd	fell	fall	0
overbord	overbord	vvn	overbord	overbord	0
two	two	crd	two	two	0
dayes	dayes	n2	days	day	0
before	before	a-acp	before	before	0
,	,	,	,	,	0
was	was	vbds	was	be	0
found	found	vvn	found	find	0
againe	againe	av	again	again	0
,	,	,	,	,	0
and	and	cc	and	and	0
taken	taken	vvn	taken	take	0
up	up	a-acp	up	up	0
three	three	crd	three	three	0
miles	miles	n2	miles	mile	0
from	from	p-acp	from	from	0
our	our	po12	our	our	0
ship	ship	n1	ship	ship	0
,	,	,	,	,	0
and	and	cc	and	and	0
our	our	po12	our	our	0
company	company	n1	company	company	0
went	went	vvd	went	go	0
to	to	p-acp	to	to	0
his	his	po31	his	his	0
buriall	buriall	n1	burial	burial	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
Church	Church	n1	Church	church	0
at	at	p-acp	at	at	0
Santos	Santos	np1	Santos	Santos	0
.	.	.	.	.	1
{	{	{	{	{	0
n	n	wd	n	n	0
}	}	}	}	}	0
This	This	d	This	this	0
day	day	n1	day	day	0
the	the	dt	the	the	0
Captaine	Captaine	n1	Captain	captain	0
and	and	cc	and	and	0
Justices	Justices	n2	Justices	justice	0
of	of	pp-f	of	of	0
Santos	Santos	np1	Santos	Santos	0
wished	wished	vvd	wished	wish	0
us	us	pno12	us	we	0
to	to	pc-acp	to	to	0
tary	tary	vvi	tarry	tarry	0
in	in	p-acp	in	in	0
their	their	po32	their	their	0
road	road	n1	road	road	0
till	till	p-acp	till	till	0
the	the	dt	the	the	0
last	last	ord	last	last	0
of	of	pp-f	of	of	0
April	April	np1	April	April	0
,	,	,	,	,	0
for	for	c-acp	for	for	0
they	they	pns32	they	they	0
{	{	{	{	{	0
n	n	wd	n	n	0
}	}	}	}	}	0
had	had	vhn	had	have	0
sent	sent	vvn	sent	send	0
a	a	dt	a	a	0
barke	barke	n1	bark	bark	0
of	of	pp-f	of	of	0
Santos	Santos	np1	Santos	Santos	0
to	to	p-acp	to	to	0
Baya	Baya	np1	Baya	Baya	0
at	at	p-acp	at	at	0
the	the	dt	the	the	0
kings	kings	ng1	kings	king	0
charges	charges	n2	charges	charge	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
know	know	vvi	know	know	0
whether	whether	cs	whither	whether	0
we	we	pns12	we	we	0
should	should	vmd	should	shall	0
have	have	vhi	have	have	0
trade	trade	n1	trade	trade	0
there	there	a-acp	there	there	0
or	or	cc	or	or	0
no	no	xx	not	not	0
,	,	,	,	,	0
and	and	cc	and	and	0
this	this	d	this	this	0
barke	barke	n1	bark	bark	0
could	could	vmd	could	can	0
not	not	xx	not	not	0
returne	returne	vvi	return	return	0
before	before	p-acp	before	before	0
that	that	d	that	that	0
time	time	n1	time	time	0
.	.	.	.	.	1
{	{	{	{	{	0
n	n	wd	n	n	0
}	}	}	}	}	0
About	About	p-acp	About	about	0
this	this	d	this	this	0
time	time	n1	time	time	0
there	there	a-acp	there	there	0
arrived	arrived	vvd	arrived	arrive	0
at	at	p-acp	at	at	0
Fernambuck	Fernambuck	np1	Fernambuck	Fernambuck	0
a	a	dt	a	a	0
shippe	shippe	n1	ship	ship	0
from	from	p-acp	from	from	0
Portugall	Portugall	np1	Portugall	Portugal	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
brought	brought	vvd	brought	bring	0
newes	newes	n1	news	news	0
that	that	cst	that	that	0
the	the	dt	the	the	0
Islands	Islands	n2	Islands	island	0
,	,	,	,	,	0
Indies	Indies	np2	Indies	Indies	0
,	,	,	,	,	0
and	and	cc	and	and	0
Portugall	Portugall	np1	Portugall	Portugal	0
it	it	pn31	it	it	0
selfe	selfe	n1	self	self	0
was	was	vbds	was	be	0
molested	molested	vvn	molested	molest	0
and	and	cc	and	and	0
troubled	troubled	vvn	troubled	trouble	0
by	by	p-acp	by	by	0
the	the	dt	the	the	0
Spaniards	Spaniards	np2	Spaniards	Spaniard	0
,	,	,	,	,	0
and	and	cc	and	and	0
that	that	cst	that	that	0
the	the	dt	the	the	0
Portugales	Portugales	np2	Portugales	Portugal	0
had	had	vhd	had	have	0
both	both	d	both	both	0
English	English	jp	English	english	0
and	and	cc	and	and	0
Frenchmen	Frenchmen	np1	Frenchmen	Frenchmen	0
to	to	p-acp	to	to	0
Lisbone	Lisbone	np1	Lisbone	Lisbon	0
to	to	pc-acp	to	to	0
defend	defend	vvi	defend	defend	0
them	them	pno32	them	they	0
against	against	p-acp	against	against	0
Spaine	Spaine	np1	Spaine	Spain	0
.	.	.	.	.	1
{	{	{	{	{	0
n	n	wd	n	n	0
}	}	}	}	}	0
The	The	dt	The	the	0
25.	25.	crd	25.	25.	0
day	day	n1	day	day	0
wee	wee	pns12	we	we	0
sent	sent	vvd	sent	send	0
two	two	crd	two	two	0
of	of	pp-f	of	of	0
our	our	po12	our	our	0
men	men	n2	men	man	0
,	,	,	,	,	0
namely	namely	av	namely	namely	0
Thomas	Thomas	np1	Thomas	Thomas	0
Michael	Michael	np1	Michael	Michael	0
and	and	cc	and	and	0
Simon	Simon	np1	Simon	Simon	0
Thorne	Thorne	n1	Thorn	thorn	0
to	to	p-acp	to	to	0
Baya	Baya	np1	Baya	Baya	0
in	in	p-acp	in	in	0
a	a	dt	a	a	0
barke	barke	n1	bark	bark	0
