A	A	dt	A	a	0
on	on	p-acp	on	on	0
this	this	d	this	this	0
side	side	n1	side	side	0
and	and	cc	and	and	0
beyond	beyond	p-acp	beyond	beyond	0
the	the	dt	the	the	0
sea	sea	n1	sea	sea	0
in	in	p-acp	in	in	0
Africa	Africa	np1	Africa	Africa	0
,	,	,	,	,	0
lord	lord	n1	lord	lord	0
of	of	pp-f	of	of	0
Ghinea	Ghinea	np1	Ghinea	Ghinea	0
,	,	,	,	,	0
and	and	cc	and	and	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
conquest	conquest	n1	conquest	conquest	0
,	,	,	,	,	0
navigation	navigation	n1	navigation	navigation	0
,	,	,	,	,	0
and	and	cc	and	and	0
traffique	traffique	vvi	traffic	traffic	0
of	of	pp-f	of	of	0
.	.	.	.	.	1
/	/	/	/	/	0
Ethiopia	Ethiopia	np1	Ethiopia	Ethiopia	0
,	,	,	,	,	0
Arabia	Arabia	np1	Arabia	Arabia	0
,	,	,	,	,	0
Persia	Persia	np1	Persia	Persia	0
,	,	,	,	,	0
India	India	np1	India	India	0
,	,	,	,	,	0
&c.	&c.	av	etc.	etc	0
our	our	po12	our	our	0
most	most	av-ds	most	most	0
deere	deere	j-jn	deer	dear	0
and	and	cc	and	and	0
welbeloved	welbeloved	j	well-beloved	well-beloved	0
brother	brother	n1	brother	brother	0
.	.	.	.	.	1
{	{	{	{	{	0
n	n	wd	n	n	0
}	}	}	}	}	0
Henry	Henry	np1	Henry	Henry	0
by	by	p-acp	by	by	0
the	the	dt	the	the	0
grace	grace	n1	grace	grace	0
of	of	pp-f	of	of	0
God	God	np1	God	God	0
,	,	,	,	,	0
king	king	n1	king	king	0
of	of	pp-f	of	of	0
England	England	np1	England	England	0
and	and	cc	and	and	0
of	of	pp-f	of	of	0
France	France	np1	France	France	0
,	,	,	,	,	0
defender	defender	n1	defender	defender	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
faith	faith	n1	faith	faith	0
,	,	,	,	,	0
and	and	cc	and	and	0
lord	lord	n1	lord	lord	0
of	of	pp-f	of	of	0
Ireland	Ireland	np1	Ireland	Ireland	0
:	:	:	:	:	0
to	to	p-acp	to	to	0
John	John	np1	John	John	0
by	by	p-acp	by	by	0
the	the	dt	the	the	0
same	same	d	same	same	0
grace	grace	n1	grace	grace	0
,	,	,	,	,	0
king	king	n1	king	king	0
of	of	pp-f	of	of	0
Portugale	Portugale	np1	Portugale	Portugal	0
and	and	cc	and	and	0
Algarve	Algarve	np1	Algarve	Algarve	0
,	,	,	,	,	0
on	on	p-acp	on	on	0
this	this	d	this	this	0
side	side	n1	side	side	0
and	and	cc	and	and	0
beyond	beyond	p-acp	beyond	beyond	0
the	the	dt	the	the	0
sea	sea	n1	sea	sea	0
in	in	p-acp	in	in	0
Africa	Africa	np1	Africa	Africa	0
,	,	,	,	,	0
and	and	cc	and	and	0
lord	lord	n1	lord	lord	0
of	of	pp-f	of	of	0
Ghinea	Ghinea	np1	Ghinea	Ghinea	0
,	,	,	,	,	0
and	and	cc	and	and	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
conquest	conquest	n1	conquest	conquest	0
,	,	,	,	,	0
navigation	navigation	n1	navigation	navigation	0
,	,	,	,	,	0
and	and	cc	and	and	0
traffique	traffique	vvi	traffic	traffic	0
of	of	pp-f	of	of	0
Aethiopia	Aethiopia	np1	Aethiopia	Aethiopia	0
,	,	,	,	,	0
Arabia	Arabia	np1	Arabia	Arabia	0
,	,	,	,	,	0
Persia	Persia	np1	Persia	Persia	0
,	,	,	,	,	0
India	India	np1	India	India	0
,	,	,	,	,	0
&c.	&c.	av	etc.	etc	0
our	our	po12	our	our	0
most	most	av-ds	most	most	0
deare	deare	j-jn	deer	dear	0
and	and	cc	and	and	0
welbeloved	welbeloved	j	well-beloved	well-beloved	0
brother	brother	n1	brother	brother	0
,	,	,	,	,	0
sendeth	sendeth	vvz	sends	send	0
greeting	greeting	n1	greeting	greeting	0
.	.	.	.	.	1
So	So	av	So	so	0
much	much	av-d	much	much	0
ye	ye	pn22	you	you	0
more	more	av-dc	more	more	0
willingly	willingly	av-j	willingly	willing	0
and	and	cc	and	and	0
readily	readily	av-j	readily	ready	0
we	we	pns12	we	we	0
undertake	undertake	vvb	undertake	undertake	0
the	the	dt	the	the	0
recommending	recommending	vvg	recommending	recommend	0
of	of	pp-f	of	of	0
all	all	d	all	all	0
just	just	j	just	just	0
causes	causes	n2	causes	cause	0
unto	unto	p-acp	unto	unto	0
your	your	po22	your	your	0
highnesse	highnesse	n1	highness	highness	0
,	,	,	,	,	0
because	because	c-acp	because	because	0
by	by	p-acp	by	by	0
the	the	dt	the	the	0
daily	daily	j	daily	daily	0
testimonie	testimonie	n1	testimony	testimony	0
of	of	pp-f	of	of	0
our	our	po12	our	our	0
subjects	subjects	n2-jn	subject's	subject	0
which	which	r-crq	which	which	0
traffike	traffike	n1	traffic	traffic	0
in	in	p-acp	in	in	0
your	your	po22	your	your	0
kingdoms	kingdoms	n2	kingdoms	kingdom	0
and	and	cc	and	and	0
dominions	dominions	n2	dominions	dominion	0
,	,	,	,	,	0
we	we	pns12	we	we	0
are	are	vbr	are	be	0
informed	informed	vvn	informed	inform	0
,	,	,	,	,	0
that	that	cst	that	that	0
according	according	vvg	according	accord	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
dutie	dutie	n1	duty	duty	0
of	of	pp-f	of	of	0
a	a	dt	a	a	0
most	most	av-ds	most	most	0
worthy	worthy	j	worthy	worthy	0
prince	prince	n1	prince	prince	0
,	,	,	,	,	0
so	so	av	so	so	0
carefully	carefully	av-j	carefully	careful	0
and	and	cc	and	and	0
exactly	exactly	av-j	exactly	exact	0
you	you	pn22	you	you	0
minister	minister	vvb	minister	minister	0
justice	justice	n1	justice	justice	0
unto	unto	p-acp	unto	unto	0
every	every	d	every	every	0
man	man	n1	man	man	0
,	,	,	,	,	0
that	that	cst	that	that	0
all	all	d	all	all	0
men	men	n2	men	man	0
{	{	{	{	{	0
n	n	wd	n	n	0
}	}	}	}	}	0
v	v	crd	v	five	0
65	65	crd	65	65	0
E	E	sy	E	e	0
{	{	{	{	{	0
n	n	wd	n	n	0
}	}	}	}	}	0
most	most	av-ds	most	most	0
willingly	willingly	av-vvg	willingly	will	0
repaire	repaire	vvi	repair	repair	0
unto	unto	p-acp	unto	unto	0
your	your	po22	your	your	0
highnesse	highnesse	n1	highness	highness	0
,	,	,	,	,	0
with	with	p-acp	with	with	0
full	full	j	full	full	0
trust	trust	n1	trust	trust	0
to	to	pc-acp	to	to	0
obtaine	obtaine	vvi	obtain	obtain	0
the	the	dt	the	the	0
same	same	d	same	same	0
.	.	.	.	.	1
Whereas	Whereas	cs	Whereas	whereas	0
therefore	therefore	av	therefore	therefore	0
our	our	po12	our	our	0
wel-beloved	wel-beloved	j	well-beloved	well-beloved	0
and	and	cc	and	and	0
trustie	trustie	j	trusty	trusty	0
subject	subject	j-jn	subject	subject	0
John	John	np1	John	John	0
Gresham	Gresham	np1	Gresham	Gresham	0
merchant	merchant	n1	merchant	merchant	0
of	of	pp-f	of	of	0
London	London	np1	London	London	0
,	,	,	,	,	0
of	of	pp-f	of	of	0
late	late	j	late	late	0
in	in	p-acp	in	in	0
humble	humble	j	humble	humble	0
maner	maner	n1	manner	manner	0
hath	hath	vhz	hath	have	0
signified	signified	vvn	signified	signify	0
unto	unto	p-acp	unto	unto	0
us	us	pno12	us	we	0
,	,	,	,	,	0
that	that	cst	that	that	0
one	one	crd	one	one	0
William	William	np1	William	William	0
Heith	Heith	np1	Heith	Heith	0
his	his	po31	his	his	0
Factor	Factor	n1	Factor	factor	0
and	and	cc	and	and	0
Agent	Agent	n1	Agent	agent	0
,	,	,	,	,	0
certaine	certaine	j	certain	certain	0
moneths	moneths	n2	months	month	0
agoe	agoe	av	ago	ago	0
had	had	vhd	had	have	0
hired	hired	vvn	hired	hire	0
in	in	p-acp	in	in	0
Candie	Candie	np1	Candie	Candie	0
a	a	dt	a	a	0
certaine	certaine	j	certain	certain	0
Portugale	Portugale	np1	Portugale	Portugal	0
ship	ship	n1	ship	ship	0
called	called	vvn	called	call	0
Santo	Santo	np1	Santo	Santo	0
Antonio	Antonio	np1	Antonio	Antonio	0
,	,	,	,	,	0
(	(	(	(	(	0
the	the	dt	the	the	0
patrone	patrone	n1	patron	patron	0
whereof	whereof	c-crq	whereof	whereof	0
is	is	vbz	is	be	0
Diego	Diego	np1	Diego	Diego	0
Perez	Perez	np1	Perez	Perez	0
)	)	)	)	)	0
and	and	cc	and	and	0
covenaunted	covenaunted	vvd	covenanted	covenant	0
with	with	p-acp	with	with	0
the	the	dt	the	the	0
patrone	patrone	n1	patron	patron	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
sayd	sayd	j-vvn	said	say	0
ship	ship	n1	ship	ship	0
,	,	,	,	,	0
that	that	cst	that	that	0
he	he	pns31	he	he	0
should	should	vmd	should	shall	0
first	first	ord	first	first	0
saile	saile	vvi	sail	sail	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
Isle	Isle	n1	Isle	isle	0
of	of	pp-f	of	of	0
Sio	Sio	np1	Sio	Sio	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
take	take	vvi	take	take	0
in	in	p-acp	in	in	0
merchandize	merchandize	n1	merchandise	merchandise	0
of	of	pp-f	of	of	0
sundry	sundry	j	sundry	sundry	0
sortes	sortes	n2	sorts	sort	0
,	,	,	,	,	0
&	&	cc	&	and	0
then	then	av	then	then	0
eftsoones	eftsoones	av	eftsoons	eftsoon	0
returne	returne	vvi	return	return	0
to	to	p-acp	to	to	0
Candie	Candie	np1	Candie	Candie	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
fraighted	fraighted	vvn	freighted	freight	0
with	with	p-acp	with	with	0
other	other	j-jn	other	other	0
goods	goods	n2-j	goods	good	0
,	,	,	,	,	0
all	all	d	all	all	0
which	which	r-crq	which	which	0
he	he	pns31	he	he	0
was	was	vbds	was	be	0
to	to	pc-acp	to	to	0
bring	bring	vvi	bring	bring	0
into	into	p-acp	into	into	0
our	our	po12	our	our	0
kingdome	kingdome	n1	kingdom	kingdom	0
of	of	pp-f	of	of	0
England	England	np1	England	England	0
,	,	,	,	,	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
value	value	n1	valve	value	0
of	of	pp-f	of	of	0
12000	12000	crd	12000	12000	0
ducats	ducats	n2	ducats	ducat	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
by	by	p-acp	by	by	0
their	their	po32	their	their	0
billes	billes	n2	bills	bill	0
of	of	pp-f	of	of	0
covenant	covenant	n1	covenant	covenant	0
&	&	cc	&	and	0
agreement	agreement	n1	agreement	agreement	0
more	more	av-dc	more	more	0
plainly	plainly	av-j	plainly	plain	0
appeareth	appeareth	vvz	appears	appear	0
:	:	:	:	:	0
it	it	pn31	it	it	0
so	so	av	so	so	0
fel	fel	vvd	fell	fall	0
out	out	av	out	out	0
,	,	,	,	,	0
that	that	cst	that	that	0
ye	ye	pn22	you	you	0
aforesaid	aforesaid	j	aforesaid	aforesaid	0
Diego	Diego	np1	Diego	Diego	0
your	your	po22	your	your	0
highnes	highnes	n1	highness	highness	0
subject	subject	n-jn	subject	subject	0
having	having	vhg	having	have	0
received	received	vvn	received	receive	0
the	the	dt	the	the	0
said	said	j-vvn	said	say	0
goods	goods	n2-j	goods	good	0
,	,	,	,	,	0
very	very	av	very	very	0
trecherously	trecherously	av-j	treacherously	treacherous	0
&	&	cc	&	and	0
much	much	d	much	much	0
contrary	contrary	j-jn	contrary	contrary	0
to	to	p-acp	to	to	0
his	his	po31	his	his	0
covenant	covenant	n1	covenant	covenant	0
,	,	,	,	,	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
exceeding	exceeding	j-vvg	exceeding	exceed	0
great	great	j	great	great	0
losse	losse	n1	loss	loss	0
of	of	pp-f	of	of	0
our	our	po12	our	our	0
subjects	subjects	n2-jn	subject's	subject	0
,	,	,	,	,	0
putting	putting	vvg	putting	put	0
in	in	p-acp	in	in	0
by	by	p-acp	by	by	0
the	the	dt	the	the	0
way	way	n1	way	way	0
into	into	p-acp	into	into	0
an	an	dt	and	a	0
haven	haven	n1	haven	haven	0
of	of	pp-f	of	of	0
Portugale	Portugale	np1	Portugale	Portugal	0
,	,	,	,	,	0
&	&	cc	&	and	0
altering	altering	vvg	altering	alter	0
his	his	po31	his	his	0
purpose	purpose	n1	purpose	purpose	0
of	of	pp-f	of	of	0
comming	comming	vvg	coming	come	0
into	into	p-acp	into	into	0
England	England	np1	England	England	0
,	,	,	,	,	0
he	he	pns31	he	he	0
remaineth	remaineth	vvz	remains	remain	0
still	still	av	still	still	0
in	in	p-acp	in	in	0
that	that	d	that	that	0
haven	haven	n1	haven	haven	0
,	,	,	,	,	0
&	&	cc	&	and	0
likewise	likewise	av	likewise	likewise	0
detaineth	detaineth	vvz	detaineth	detain	0
our	our	po12	our	our	0
subjects	subjects	n2-jn	subject's	subject	0
goods	goods	n2-j	goods	good	0
.	.	.	.	.	1
Which	Which	r-crq	Which	which	0
injury	injury	n1	injury	injury	0
(	(	(	(	(	0
seeing	seeing	vvg	seeing	see	0
it	it	pn31	it	it	0
is	is	vbz	is	be	0
done	done	vdn	done	do	0
in	in	p-acp	in	in	0
your	your	po22	your	your	0
Highnes	Highnes	n1	Highness	highness	0
kingdome	kingdome	n1	kingdom	kingdom	0
)	)	)	)	)	0
we	we	pns12	we	we	0
hope	hope	vvb	hope	hope	0
your	your	po22	your	your	0
Highnes	Highnes	n1	Highness	highness	0
will	will	vmb	will	will	0
see	see	vvi	see	see	0
reformed	reformed	vvn	reformed	reform	0
according	according	vvg	according	accord	0
to	to	p-acp	to	to	0
equity	equity	n1	equity	equity	0
&	&	cc	&	and	0
right	right	n-jn	right	right	0
,	,	,	,	,	0
the	the	dt	the	the	0
rather	rather	av-c	rather	rather	0
at	at	p-acp	at	at	0
our	our	po12	our	our	0
request	request	n1	request	request	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
alwayes	alwayes	av	always	always	0
have	have	vhi	have	have	0
had	had	vhn	had	have	0
a	a	dt	a	a	0
speciali	speciali	fw-la	speciali	speciali	0
care	care	n1	care	care	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
causes	causes	n2	causes	cause	0
&	&	cc	&	and	0
goods	goods	n2-j	goods	good	0
of	of	pp-f	of	of	0
your	your	po22	your	your	0
Highnes	Highnes	n1	Highness	highness	0
,	,	,	,	,	0
&	&	cc	&	and	0
of	of	pp-f	of	of	0
your	your	po22	your	your	0
subjects	subjects	n2-jn	subject's	subject	0
whensoever	whensoever	c-crq	whensoever	whensoever	0
they	they	pns32	they	they	0
come	come	vvb	come	come	0
into	into	p-acp	into	into	0
our	our	po12	our	our	0
king-dome	king-dome	n1	kingdom	kingdom	0
,	,	,	,	,	0
wherof	wherof	c-crq	whereof	whereof	0
we	we	pns12	we	we	0
made	made	vvd	made	make	0
proofe	proofe	n1	proof	proof	0
the	the	dt	the	the	0
last	last	ord	last	last	0
yeere	yeere	n1	year	year	0
.	.	.	.	.	1
Wherefore	Wherefore	c-crq	Wherefore	wherefore	0
we	we	pns12	we	we	0
instantly	instantly	av-jn	instantly	instant	0
request	request	vvi	request	request	0
your	your	po22	your	your	0
Highnes	Highnes	n1	Highness	highness	0
,	,	,	,	,	0
y‘	y‘	n1	y‘	y‘	0
you	you	pn22	you	you	0
would	would	vmd	would	will	0
so	so	av	so	so	0
receive	receive	vvi	receive	receive	0
John	John	np1	John	John	0
Ratcliffe	Ratcliffe	np1	Ratcliffe	Ratcliff	0
the	the	dt	the	the	0
bearer	bearer	n1	bearer	bearer	0
of	of	pp-f	of	of	0
these	these	d	these	these	0
present	present	j	present	present	0
letters	letters	n2	letters	letter	0
,	,	,	,	,	0
8c	8c	av	8c	8c	0
the	the	dt	the	the	0
new	new	j	new	new	0
appointed	appointed	j-vvn	appointed	appoint	0
agent	agent	n1	agent	agent	0
of	of	pp-f	of	of	0
John	John	np1	John	John	0
Gresham	Gresham	np1	Gresham	Gresham	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
cummeth	cummeth	vvz	cometh	come	0
into	into	p-acp	into	into	0
your	your	po22	your	your	0
dominions	dominions	n2	dominions	dominion	0
about	about	p-acp	about	about	0
this	this	d	this	this	0
busines	busines	n1	business	business	0
,	,	,	,	,	0
being	being	vbg	being	be	0
thus	thus	av	thus	thus	0
commended	commended	vvn	commended	commend	0
unto	unto	p-acp	unto	unto	0
you	you	pn22	you	you	0
in	in	p-acp	in	in	0
this	this	d	this	this	0
busines	busines	n1	business	business	0
,	,	,	,	,	0
&	&	cc	&	and	0
recovering	recovering	vvg	recovering	recover	0
&	&	cc	&	and	0
freely	freely	av-j	freely	free	0
bringing	bringing	vvg	bringing	bring	0
home	home	av-an	home	home	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
said	said	j-vvn	said	say	0
goods	goods	n2-j	goods	good	0
,	,	,	,	,	0
&	&	cc	&	and	0
in	in	p-acp	in	in	0
remitting	remitting	vvg	remitting	remit	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
customs	customs	n2	customs	custom	0
,	,	,	,	,	0
unlesse	unlesse	cs	unless	unless	0
they	they	pns32	they	they	0
were	were	vbdr	were	be	0
sold	sold	vvn	sold	sell	0
there	there	a-acp	there	there	0
(	(	(	(	(	0
the	the	dt	the	the	0
like	like	j	like	like	0
whereof	whereof	c-crq	whereof	whereof	0
we	we	pns12	we	we	0
did	did	vdd	did	do	0
towards	towards	p-acp	towards	towards	0
your	your	po22	your	your	0
subjects	subjects	n2-jn	subject's	subject	0
)	)	)	)	)	0
seeing	seeing	vvg	seeing	see	0
by	by	p-acp	by	by	0
the	the	dt	the	the	0
fraud	fraud	n1	fraud	fraud	0
&	&	cc	&	and	0
deceit	deceit	n1	deceit	deceit	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
patron	patron	n1	patron	patron	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
ship	ship	n1	ship	ship	0
,	,	,	,	,	0
the	the	dt	the	the	0
wares	wares	n2	wares	ware	0
were	were	vbdr	were	be	0
brought	brought	vvn	brought	bring	0
thither	thither	av	thither	thither	0
,	,	,	,	,	0
&	&	cc	&	and	0
finally	finally	av-j	finally	final	0
in	in	p-acp	in	in	0
dispatching	dispatching	vvg	dispatching	dispatch	0
ye	ye	pn22	you	you	0
whole	whole	j-jn	whole	whole	0
matter	matter	n1	matter	matter	0
,	,	,	,	,	0
according	according	vvg	according	accord	0
to	to	p-acp	to	to	0
justice	justice	n1	justice	justice	0
,	,	,	,	,	0
&	&	cc	&	and	0
so	so	av	so	so	0
further	further	av-jc	further	further	0
the	the	dt	the	the	0
same	same	d	same	same	0
by	by	p-acp	by	by	0
directing	directing	vvg	directing	direct	0
66	66	crd	66	66	0
{	{	{	{	{	0
n	n	wd	n	n	0
}	}	}	}	}	0
your	your	po22	your	your	0
highnes	highnes	n1	highness	highness	0
letters	letters	n2	letters	letter	0
to	to	p-acp	to	to	0
your	your	po22	your	your	0
officers	officers	n2	officers	officer	0
whom	whom	r-crq	whom	who	0
it	it	pn31	it	it	0
may	may	vmb	may	may	0
concerne	concerne	vvi	concern	concern	0
,	,	,	,	,	0
that	that	cst	that	that	0
we	we	pns12	we	we	0
may	may	vmb	may	may	0
perceive	perceive	vvi	perceive	perceive	0
,	,	,	,	,	0
that	that	cst	that	that	0
our	our	po12	our	our	0
subjects	subjects	n2-jn	subject's	subject	0
right	right	av-jn	right	right	0
and	and	cc	and	and	0
liberty	liberty	n1	liberty	liberty	0
hath	hath	vhz	hath	have	0
especially	especially	av-j	especially	especial	0
beene	beene	vbn	been	be	0
maintained	maintained	vvn	maintained	maintain	0
upon	upon	p-acp	upon	upon	0
this	this	d	this	this	0
our	our	po12	our	our	0
commendation	commendation	n1	commendation	commendation	0
.	.	.	.	.	1
Which	Which	r-crq	Which	which	0
we	we	pns12	we	we	0
will	will	vmb	will	will	0
take	take	vvi	take	take	0
in	in	p-acp	in	in	0
most	most	ds	most	most	0
thankfull	thankfull	j	thankful	thankful	0
part	part	n1	part	part	0
,	,	,	,	,	0
and	and	cc	and	and	0
your	your	po22	your	your	0
highnes	highnes	n1	highness	highness	0
shal	shal	vmb	shall	shall	0
find	find	vvi	find	find	0
us	us	pno12	us	we	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
like	like	j	like	like	0
or	or	cc	or	or	0
a	a	dt	a	a	0
greater	greater	jc	greater	great	0
matter	matter	n1	matter	matter	0
most	most	av-ds	most	most	0
ready	ready	j	ready	ready	0
to	to	pc-acp	to	to	0
gratifie	gratifie	vvi	gratify	gratify	0
you	you	pn22	you	you	0
,	,	,	,	,	0
whom	whom	ro-crq	whom	who	0
we	we	pns12	we	we	0
wish	wish	vvi	wish	wish	0
most	most	av-ds	most	most	0
heartily	heartily	av-j	heartily	hearty	0
well	well	av	well	well	0
to	to	pc-acp	to	to	0
fare	fare	vvi	fare	fare	0
.	.	.	.	.	1
From	From	p-acp	From	from	0
our	our	po12	our	our	0
Court	Court	n1	Court	court	0
at	at	p-acp	at	at	0
Waltham	Waltham	np1	Waltham	Waltham	0
the	the	dt	the	the	0
15.	15.	crd	15.	15.	0
of	of	pp-f	of	of	0
October	October	np1	October	October	0
1531.	1531.	crd	1531.	1531.	0
{	{	{	{	{	0
n	n	wd	n	n	0
}	}	}	}	}	1
