107	107	crd	107	107	0
Know	Know	vvb	Know	know	0
ye	ye	pn22	you	you	0
,	,	,	,	,	0
that	that	cst	that	that	0
whereas	whereas	cs	whereas	whereas	0
,	,	,	,	,	0
according	according	vvg	according	accord	0
as	as	c-acp	as	as	0
we	we	pns12	we	we	0
are	are	vbr	are	be	0
informed	informed	vvn	informed	inform	0
,	,	,	,	,	0
through	through	p-acp	through	through	0
want	want	n1	want	want	0
of	of	pp-f	of	of	0
good	good	j	good	good	0
and	and	cc	and	and	0
discreete	discreete	j	discreet	discreet	0
rule	rule	n1	rule	rule	0
and	and	cc	and	and	0
governement	governement	n1	government	government	0
,	,	,	,	,	0
sundry	sundry	j	sundry	sundry	0
damages	damages	n2	damages	damage	0
,	,	,	,	,	0
strifes	strifes	n2	strifes	strife	0
,	,	,	,	,	0
oppressions	oppressions	n2	oppressions	oppression	0
,	,	,	,	,	0
and	and	cc	and	and	0
wrongs	wrongs	n2-jn	wrongs	wrong	0
oftentimes	oftentimes	av	oftentimes	oftentimes	0
here-108	here-108	j	here-108	here-108	0
{	{	{	{	{	0
n	n	wd	n	n	0
}	}	}	}	}	0
tofore	tofore	a-acp	tofore	tofore	0
have	have	vhi	have	have	0
bene	bene	vbn	be	be	0
moved	moved	vvn	moved	move	0
and	and	cc	and	and	0
committed	committed	vvn	committed	commit	0
among	among	p-acp	among	among	0
the	the	dt	the	the	0
Marchants	Marchants	n2	Merchants	merchant	0
of	of	pp-f	of	of	0
our	our	po12	our	our	0
kingdome	kingdome	n1	kingdom	kingdom	0
of	of	pp-f	of	of	0
England	England	np1	England	England	0
remaining	remaining	vvg	remaining	remain	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
parties	parties	n2	parties	party	0
of	of	pp-f	of	of	0
Prussia	Prussia	np1	Prussia	Prussia	0
,	,	,	,	,	0
Denmarke	Denmarke	np1	Denmarke	Denmark	0
,	,	,	,	,	0
Norway	Norway	np1	Norway	Norway	0
,	,	,	,	,	0
the	the	dt	the	the	0
Hans	Hans	np1	Hans	Hans	0
steeds	steeds	n2	steeds	steed	0
,	,	,	,	,	0
and	and	cc	and	and	0
Sweden	Sweden	np1	Sweden	Sweden	0
,	,	,	,	,	0
and	and	cc	and	and	0
greater	greater	jc	greater	great	0
hereafter	hereafter	av	hereafter	hereafter	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
God	God	np1	God	God	0
forbid	forbid	vvb	forbid	forbid	0
,	,	,	,	,	0
are	are	vbr	are	be	0
feared	feared	vvn	feared	fear	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
like	like	j	like	like	0
to	to	pc-acp	to	to	0
fall	fall	vvi	fallen	fall	0
out	out	av	out	out	0
,	,	,	,	,	0
unlesse	unlesse	cs	unless	unless	0
we	we	pns12	we	we	0
put	put	vvb	put	put	0
to	to	p-acp	to	to	0
our	our	po12	our	our	0
helping	helping	j-vvg	helping	help	0
hands	hands	n2	hands	hand	0
for	for	p-acp	for	for	0
the	the	dt	the	the	0
procuring	procuring	n-vvg	procuring	procure	0
of	of	pp-f	of	of	0
better	better	jc	better	better	0
governement	governement	n1	government	government	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
maintained	maintained	vvn	maintained	maintain	0
among	among	p-acp	among	among	0
the	the	dt	the	the	0
said	said	j-vvn	said	say	0
Marchants	Marchants	n2	Merchants	merchant	0
:	:	:	:	:	0
wee	wee	pns12	we	we	0
heartily	heartily	av-j	heartily	hearty	0
desiring	desiring	vvg	desiring	desire	0
to	to	pc-acp	to	to	0
prevent	prevent	vvi	prevent	prevent	0
the	the	dt	the	the	0
perrils	perrils	n2	perils	peril	0
and	and	cc	and	and	0
dangers	dangers	n2	dangers	danger	0
which	which	r-crq	which	which	0
are	are	vbr	are	be	0
like	like	av-j	like	like	0
to	to	pc-acp	to	to	0
fall	fall	vvi	fallen	fall	0
out	out	av	out	out	0
in	in	p-acp	in	in	0
this	this	d	this	this	0
case	case	n1	case	case	0
,	,	,	,	,	0
and	and	cc	and	and	0
that	that	cst	that	that	0
the	the	dt	the	the	0
sayde	sayde	j-vvn	said	say	0
Marchants	Marchants	n2	Merchants	merchant	0
and	and	cc	and	and	0
others	others	ng2-jn	others	other	0
which	which	r-crq	which	which	0
shall	shall	vmb	shall	shall	0
travaile	travaile	vvi	travail	travail	0
out	out	av	out	out	0
of	of	pp-f	of	of	0
our	our	po12	our	our	0
said	said	j-vvn	said	say	0
Realme	Realme	n1	Realm	realm	0
into	into	p-acp	into	into	0
the	the	dt	the	the	0
partes	partes	n2	parts	part	0
aforesaid	aforesaid	j	aforesaid	aforesaid	0
may	may	vmb	may	may	0
justly	justly	av-j	justly	just	0
and	and	cc	and	and	0
faithfully	faithfully	av-j	faithfully	faithful	0
be	be	vbi	be	be	0
ruled	ruled	vvn	ruled	rule	0
and	and	cc	and	and	0
intreated	intreated	vvn	entreated	entreat	0
,	,	,	,	,	0
we	we	pns12	we	we	0
will	will	vmb	will	will	0
and	and	cc	and	and	0
graunt	graunt	vvi	grant	grant	0
by	by	p-acp	by	by	0
the	the	dt	the	the	0
tenour	tenour	n1	tenor	tenor	0
of	of	pp-f	of	of	0
these	these	d	these	these	0
presents	presents	n2	presents	present	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
said	said	j-vvn	said	say	0
Marchants	Marchants	n2	Merchants	merchant	0
,	,	,	,	,	0
that	that	cst	that	that	0
they	they	pns32	they	they	0
may	may	vmb	may	may	0
freely	freely	av-j	freely	free	0
and	and	cc	and	and	0
without	without	p-acp	without	without	0
danger	danger	n1	danger	danger	0
assemble	assemble	vvi	assemble	assemble	0
and	and	cc	and	and	0
meete	meete	vvi	meet	meet	0
together	together	av	together	together	0
as	as	c-acp	as	as	0
often	often	av	often	often	0
and	and	cc	and	and	0
whensoever	whensoever	c-crq	whensoever	whensoever	0
they	they	pns32	they	they	0
please	please	vvb	please	please	0
in	in	p-acp	in	in	0
some	some	d	some	some	0
convenient	convenient	j	convenient	convenient	0
and	and	cc	and	and	0
honest	honest	j	honest	honest	0
place	place	n1	place	place	0
where	where	c-crq	where	where	0
they	they	pns32	they	they	0
shall	shall	vmb	shall	shall	0
thinke	thinke	vvi	think	think	0
good	good	j	good	good	0
,	,	,	,	,	0
and	and	cc	and	and	0
that	that	cst	that	that	0
they	they	pns32	they	they	0
may	may	vmb	may	may	0
choose	choose	vvi	choose	choose	0
among	among	p-acp	among	among	0
themselves	themselves	px32	themselves	themselves	0
certaine	certaine	av-j	certain	certain	0
sufficient	sufficient	j	sufficient	sufficient	0
and	and	cc	and	and	0
fit	fit	j	fit	fit	0
persons	persons	n2	persons	person	0
for	for	p-acp	for	for	0
their	their	po32	their	their	0
governours	governours	n2	governors	governor	0
in	in	p-acp	in	in	0
those	those	d	those	those	0
parts	parts	n2	parts	part	0
at	at	p-acp	at	at	0
their	their	po32	their	their	0
good	good	j	good	good	0
liking	liking	n-vvg	liking	like	0
.	.	.	.	.	1
And	And	cc	And	and	0
furthermore	furthermore	av	furthermore	furthermore	0
we	we	pns12	we	we	0
give	give	vvb	give	give	0
and	and	cc	and	and	0
graunt	graunt	vvi	grant	grant	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
said	said	j-vvn	said	say	0
Governours	Governours	n2	Governors	governor	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
are	are	vbr	are	be	0
in	in	p-acp	in	in	0
such	such	d	such	such	0
sort	sort	n1	sort	sort	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
chosen	chosen	vvn	chosen	choose	0
by	by	p-acp	by	by	0
the	the	dt	the	the	0
aforesaid	aforesaid	j	aforesaid	aforesaid	0
Marchants	Marchants	n2	Merchants	merchant	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
much	much	d	much	much	0
as	as	c-acp	as	as	0
in	in	p-acp	in	in	0
us	us	pno12	us	we	0
lieth	lieth	vvz	lies	lie	0
,	,	,	,	,	0
speciali	speciali	fw-la	speciali	speciali	0
power	power	n1	power	power	0
and	and	cc	and	and	0
authoritie	authoritie	n1	authority	authority	0
to	to	pc-acp	to	to	0
rule	rule	vvi	rule	rule	0
and	and	cc	and	and	0
governe	governe	vvi	govern	govern	0
all	all	d	all	all	0
and	and	cc	and	and	0
singular	singular	j	singular	singular	0
the	the	dt	the	the	0
English	English	jp	English	english	0
Marchants	Marchants	n2	Merchants	merchant	0
which	which	r-crq	which	which	0
hereafter	hereafter	av	hereafter	hereafter	0
shall	shall	vmb	shall	shall	0
come	come	vvi	come	come	0
or	or	cc	or	or	0
repayre	repayre	vvi	repair	repair	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
parts	parts	n2	parts	part	0
aforesaid	aforesaid	vvn	aforesaid	aforesaid	0
by	by	p-acp	by	by	0
themselves	themselves	px32	themselves	themselves	0
or	or	cc	or	or	0
their	their	po32	their	their	0
sufficient	sufficient	j	sufficient	sufficient	0
Deputies	Deputies	n2	Deputies	deputy	0
,	,	,	,	,	0
and	and	cc	and	and	0
to	to	pc-acp	to	to	0
minister	minister	vvi	minister	minister	0
unto	unto	p-acp	unto	unto	0
them	them	pno32	them	they	0
and	and	cc	and	and	0
every	every	d	every	every	0
of	of	pp-f	of	of	0
them	them	pno32	them	they	0
in	in	p-acp	in	in	0
their	their	po32	their	their	0
causes	causes	n2	causes	cause	0
and	and	cc	and	and	0
quarels	quarels	n2	quarrels	quarrel	0
whatsoever	whatsoever	r-crq	whatsoever	whatsoever	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
are	are	vbr	are	be	0
sprung	sprung	vvn	sprung	spring	0
up	up	a-acp	up	up	0
or	or	cc	or	or	0
shall	shall	vmb	shall	shall	0
hereafter	hereafter	av	hereafter	hereafter	0
fall	fall	vvi	fallen	fall	0
out	out	av	out	out	0
among	among	p-acp	among	among	0
them	them	pno32	them	they	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
parts	parts	n2	parts	part	0
aforesaid	aforesaid	j	aforesaid	aforesaid	0
full	full	j	full	full	0
and	and	cc	and	and	0
speedie	speedie	j	speedy	speedy	0
justice	justice	n1	justice	justice	0
,	,	,	,	,	0
and	and	cc	and	and	0
to	to	pc-acp	to	to	0
reforme	reforme	vvi	reform	reform	0
all	all	d	all	all	0
maner	maner	n1	manner	manner	0
of	of	pp-f	of	of	0
questions	questions	n2	questions	question	0
,	,	,	,	,	0
contentious	contentious	j	contentious	contentious	0
discords	discords	n2	discords	discord	0
,	,	,	,	,	0
and	and	cc	and	and	0
debates	debates	n2	debates	debate	0
moved	moved	vvn	moved	move	0
or	or	cc	or	or	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
moved	moved	vvn	moved	move	0
betweene	betweene	p-acp	between	between	0
the	the	dt	the	the	0
English	English	jp	English	english	0
Marchants	Marchants	n2	Merchants	merchant	0
remayning	remayning	vvg	remaining	remain	0
in	in	p-acp	in	in	0
those	those	d	those	those	0
parts	parts	n2	parts	part	0
,	,	,	,	,	0
and	and	cc	and	and	0
to	to	pc-acp	to	to	0
seeke	seeke	vvi	seek	seek	0
reformation	reformation	n1	reformation	reformation	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
redresse	redresse	vvi	redress	redress	0
,	,	,	,	,	0
appease	appease	vvi	appease	appease	0
,	,	,	,	,	0
and	and	cc	and	and	0
compound	compound	vvi	compound	compound	0
the	the	dt	the	the	0
same	same	d	same	same	0
.	.	.	.	.	1
And	And	cc	And	and	0
further	further	av-jc	further	further	0
to	to	pc-acp	to	to	0
redresse	redresse	vvi	redress	redress	0
,	,	,	,	,	0
restore	restore	vvb	restore	restore	0
,	,	,	,	,	0
repayre	repayre	vvi	repair	repair	0
and	and	cc	and	and	0
satisfie	satisfie	vvi	satisfy	satisfy	0
all	all	d	all	all	0
transgressions	transgressions	n2	transgressions	transgression	0
,	,	,	,	,	0
damages	damages	n2	damages	damage	0
,	,	,	,	,	0
misprisions	misprisions	n2	misprisions	misprision	0
,	,	,	,	,	0
outrages	outrages	n2	outrages	outrage	0
,	,	,	,	,	0
violences	violences	n2	violences	violence	0
,	,	,	,	,	0
and	and	cc	and	and	0
injuries	injuries	n2	injuries	injury	0
done	done	vdn	done	do	0
or	or	cc	or	or	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
done	done	vdn	done	do	0
by	by	p-acp	by	by	0
the	the	dt	the	the	0
aforesaid	aforesaid	j	aforesaid	aforesaid	0
English	English	jp	English	english	0
Marchants	Marchants	n2	Merchants	merchant	0
against	against	p-acp	against	against	0
the	the	dt	the	the	0
Marchants	Marchants	n2	Merchants	merchant	0
of	of	pp-f	of	of	0
those	those	d	those	those	0
parts	parts	n2	parts	part	0
:	:	:	:	:	0
And	And	cc	And	and	0
to	to	pc-acp	to	to	0
require	require	vvi	require	require	0
,	,	,	,	,	0
demaund	demaund	vvb	demand	demand	0
and	and	cc	and	and	0
receive	receive	vvi	receive	receive	0
the	the	dt	the	the	0
like	like	j	like	like	0
restitutions	restitutions	n2	restitutions	restitution	0
,	,	,	,	,	0
{	{	{	{	{	0
n	n	wd	n	n	0
}	}	}	}	}	0
109	109	crd	109	109	0
{	{	{	{	{	0
n	n	wd	n	n	0
}	}	}	}	}	0
A.D.	A.D.	np1	A.D.	A.D.	0
{	{	{	{	{	0
n	n	wd	n	n	0
}	}	}	}	}	0
I404	I404	n1	I404	i404	0
-	-	-	-	-	0
{	{	{	{	{	0
n	n	wd	n	n	0
}	}	}	}	}	0
reparations	reparations	n2	reparations	reparation	0
,	,	,	,	,	0
satisfactions	satisfactions	n2	satisfactions	satisfaction	0
and	and	cc	and	and	0
amends	amends	n2	amends	amends	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Marchants	Marchants	n2	Merchants	merchant	0
of	of	pp-f	of	of	0
those	those	d	those	those	0
parts	parts	n2	parts	part	0
or	or	cc	or	or	0
of	of	pp-f	of	of	0
their	their	po32	their	their	0
deputies	deputies	n2	deputies	deputy	0
.	.	.	.	.	1
And	And	cc	And	and	0
by	by	p-acp	by	by	0
the	the	dt	the	the	0
common	common	j	common	common	0
consent	consent	n1	consent	consent	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
aforesaid	aforesaid	j	aforesaid	aforesaid	0
English	English	jp	English	english	0
Marchants	Marchants	n2	Merchants	merchant	0
to	to	pc-acp	to	to	0
make	make	vvi	make	make	0
and	and	cc	and	and	0
establish	establish	vvi	establish	establish	0
statutes	statutes	n2	statutes	statute	0
,	,	,	,	,	0
ordinances	ordinances	n2	ordinances	ordinance	0
,	,	,	,	,	0
and	and	cc	and	and	0
customes	customes	n2	customs	custom	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
shall	shall	vmb	shall	shall	0
seeme	seeme	vvi	seem	seem	0
expedient	expedient	j	expedient	expedient	0
in	in	p-acp	in	in	0
that	that	d	that	that	0
behalfe	behalfe	n1	behalf	behalf	0
for	for	p-acp	for	for	0
the	the	dt	the	the	0
better	better	jc	better	better	0
governement	governement	n1	government	government	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
state	state	n1	state	state	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
said	said	j-vvn	said	say	0
English	English	jp	English	english	0
Marchants	Marchants	n2	Merchants	merchant	0
:	:	:	:	:	0
and	and	cc	and	and	0
to	to	pc-acp	to	to	0
punish	punish	vvi	punish	punish	0
with	with	p-acp	with	with	0
reason	reason	n1	reason	reason	0
according	according	vvg	according	accord	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
quantitie	quantitie	n1	quantity	quantity	0
of	of	pp-f	of	of	0
their	their	po32	their	their	0
fault	fault	n1	fault	fault	0
in	in	p-acp	in	in	0
that	that	d	that	that	0
behalfe	behalfe	n1	behalf	behalf	0
all	all	d	all	all	0
and	and	cc	and	and	0
singular	singular	j	singular	singular	0
the	the	dt	the	the	0
English	English	jp	English	english	0
Marchants	Marchants	n2	Merchants	merchant	0
which	which	r-crq	which	which	0
shall	shall	vmb	shall	shall	0
withstand	withstand	vvi	withstand	withstand	0
,	,	,	,	,	0
resist	resist	vvi	resist	resist	0
or	or	cc	or	or	0
disobey	disobey	vvi	disobey	disobey	0
the	the	dt	the	the	0
aforesaid	aforesaid	j	aforesaid	aforesaid	0
governours	governours	n2	governors	governor	0
so	so	av	so	so	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
chosen	chosen	vvn	chosen	choose	0
or	or	cc	or	or	0
their	their	po32	their	their	0
deputies	deputies	n2	deputies	deputy	0
,	,	,	,	,	0
or	or	cc	or	or	0
any	any	d	any	any	0
of	of	pp-f	of	of	0
them	them	pno32	them	they	0
;	;	;	;	;	0
or	or	cc	or	or	0
any	any	d	any	any	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
aforesaid	aforesaid	j	aforesaid	aforesaid	0
statutes	statutes	n2	statutes	statute	0
,	,	,	,	,	0
ordinances	ordinances	n2	ordinances	ordinance	0
,	,	,	,	,	0
or	or	cc	or	or	0
customes	customes	n2	customs	custom	0
.	.	.	.	.	1
Moreover	Moreover	np1	Moreover	Moreover	0
we	we	pns12	we	we	0
doe	doe	vdb	do	do	0
ratifie	ratifie	vvi	ratify	ratify	0
,	,	,	,	,	0
confirme	confirme	vvi	confirm	confirm	0
,	,	,	,	,	0
and	and	cc	and	and	0
approove	approove	vvi	approve	approve	0
,	,	,	,	,	0
and	and	cc	and	and	0
as	as	c-acp	as	as	0
ratified	ratified	vvn	ratified	ratify	0
,	,	,	,	,	0
confirmed	confirmed	vvn	confirmed	confirm	0
,	,	,	,	,	0
and	and	cc	and	and	0
approoved	approoved	j-vvn	approved	approve	0
,	,	,	,	,	0
wee	wee	pns12	we	we	0
command	command	vvb	command	command	0
firmely	firmely	av-j	firmly	firm	0
and	and	cc	and	and	0
inviolably	inviolably	av-j	inviolably	inviolable	0
there	there	a-acp	there	there	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
observed	observed	vvn	observed	observe	0
all	all	d	all	all	0
just	just	j	just	just	0
,	,	,	,	,	0
and	and	cc	and	and	0
reasonable	reasonable	j	reasonable	reasonable	0
statutes	statutes	n2	statutes	statute	0
,	,	,	,	,	0
ordinances	ordinances	n2	ordinances	ordinance	0
,	,	,	,	,	0
and	and	cc	and	and	0
customes	customes	n2	customs	custom	0
which	which	r-crq	which	which	0
shalbe	shalbe	vmb|vbi	shall	shall|be	0
made	made	vvn	made	make	0
and	and	cc	and	and	0
established	established	vvn	established	establish	0
by	by	p-acp	by	by	0
the	the	dt	the	the	0
said	said	j-vvn	said	say	0
governors	governors	n2	governors	governor	0
,	,	,	,	,	0
so	so	av	so	so	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
chosen	chosen	vvn	chosen	choose	0
,	,	,	,	,	0
in	in	p-acp	in	in	0
forme	forme	n1	form	form	0
aforesaid	aforesaid	j	aforesaid	aforesaid	0
,	,	,	,	,	0
and	and	cc	and	and	0
also	also	av	also	also	0
all	all	d	all	all	0
just	just	j	just	just	0
and	and	cc	and	and	0
reasonable	reasonable	j	reasonable	reasonable	0
ordinances	ordinances	n2	ordinances	ordinance	0
made	made	vvn	made	make	0
&	&	cc	&	and	0
established	established	vvn	established	establish	0
by	by	p-acp	by	by	0
the	the	dt	the	the	0
late	late	j	late	late	0
governours	governours	n2	governors	governor	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
aforesaid	aforesaid	j	aforesaid	aforesaid	0
English	English	jp	English	english	0
Marchants	Marchants	n2	Merchants	merchant	0
with	with	p-acp	with	with	0
the	the	dt	the	the	0
common	common	j	common	common	0
consent	consent	n1	consent	consent	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
sayd	sayd	j-vvn	said	say	0
Marchants	Marchants	n2	Merchants	merchant	0
for	for	p-acp	for	for	0
this	this	d	this	this	0
their	their	po32	their	their	0
governement	governement	n1	government	government	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
parts	parts	n2	parts	part	0
aforesayd	aforesayd	vvn	aforesaid	aforesaid	0
,	,	,	,	,	0
according	according	vvg	according	accord	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
privileges	privileges	n2	privileges	privilege	0
and	and	cc	and	and	0
authorities	authorities	n2	authorities	authority	0
now	now	av	now	now	0
granted	granted	vvn	granted	grant	0
unto	unto	p-acp	unto	unto	0
them	them	pno32	them	they	0
by	by	p-acp	by	by	0
the	the	dt	the	the	0
Master	Master	n1	Master	master	0
of	of	pp-f	of	of	0
Prussia	Prussia	np1	Prussia	Prussia	0
,	,	,	,	,	0
or	or	cc	or	or	0
other	other	j-jn	other	other	0
Lords	Lords	n2	Lords	lord	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
partes	partes	n2	parts	part	0
aforesayd	aforesayd	vvn	aforesaid	aforesaid	0
,	,	,	,	,	0
or	or	cc	or	or	0
which	which	r-crq	which	which	0
shall	shall	vmb	shall	shall	0
be	be	vbi	be	be	0
made	made	vvn	made	make	0
and	and	cc	and	and	0
established	established	vvn	established	establish	0
by	by	p-acp	by	by	0
the	the	dt	the	the	0
aforesayd	aforesayd	j	aforesaid	aforesaid	0
governours	governours	n2	governors	governor	0
now	now	av	now	now	0
as	as	a-acp	as	as	0
is	is	vbz	is	be	0
mentioned	mentioned	vvn	mentioned	mention	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
chosen	chosen	vvn	chosen	choose	0
according	according	vvg	according	accord	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
aforesaid	aforesaid	j	aforesaid	aforesaid	0
privileges	privileges	n2	privileges	privilege	0
heretofore	heretofore	av	heretofore	heretofore	0
graunted	graunted	vvn	granted	grant	0
,	,	,	,	,	0
or	or	cc	or	or	0
other	other	j-jn	other	other	0
privileges	privileges	n2	privileges	privilege	0
hereafter	hereafter	av	hereafter	hereafter	0
to	to	pc-acp	to	to	0
bee	bee	vbi	be	be	0
granted	granted	vvn	granted	grant	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
sayde	sayde	j-vvn	said	say	0
English	English	jp	English	english	0
Marchants	Marchants	n2	Merchants	merchant	0
by	by	p-acp	by	by	0
the	the	dt	the	the	0
aforesayde	aforesayde	j	aforesaid	aforesaid	0
Master	Master	n1	Master	master	0
and	and	cc	and	and	0
lords	lords	n2	lords	lord	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Countrey	Countrey	n1	Country	country	0
.	.	.	.	.	1
And	And	cc	And	and	0
furthermore	furthermore	av	furthermore	furthermore	0
by	by	p-acp	by	by	0
the	the	dt	the	the	0
tenor	tenor	n1	tenor	tenor	0
of	of	pp-f	of	of	0
these	these	d	these	these	0
presents	presents	n2	presents	present	0
wee	wee	pns12	we	we	0
straitely	straitely	av-j	straitely	straite	0
commaund	commaund	vvi	command	command	0
all	all	d	all	all	0
and	and	cc	and	and	0
singular	singular	j	singular	singular	0
the	the	dt	the	the	0
aforesaid	aforesaid	j	aforesaid	aforesaid	0
English	English	jp	English	english	0
Marchants	Marchants	n2	Merchants	merchant	0
,	,	,	,	,	0
that	that	cst	that	that	0
they	they	pns32	they	they	0
attend	attend	vvb	attend	attend	0
,	,	,	,	,	0
advise	advise	vvb	advice	advise	0
,	,	,	,	,	0
obey	obey	vvb	obey	obey	0
and	and	cc	and	and	0
assist	assist	vvi	assist	assist	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
it	it	pn31	it	it	0
becommeth	becommeth	vvz	becomes	become	0
them	them	pno32	them	they	0
,	,	,	,	,	0
the	the	dt	the	the	0
sayde	sayde	j-vvn	said	say	0
governours	governours	n2	governors	governor	0
so	so	av	so	so	0
to	to	pc-acp	to	to	0
bee	bee	vbi	be	be	0
chosen	chosen	vvn	chosen	choose	0
,	,	,	,	,	0
and	and	cc	and	and	0
their	their	po32	their	their	0
deputies	deputies	n2	deputies	deputy	0
in	in	p-acp	in	in	0
all	all	d	all	all	0
and	and	cc	and	and	0
singular	singular	j	singular	singular	0
the	the	dt	the	the	0
premisses	premisses	n2	premises	premise	0
,	,	,	,	,	0
and	and	cc	and	and	0
other	other	j-jn	other	other	0
things	things	n2	things	thing	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
any	any	d	any	any	0
way	way	n1	way	way	0
may	may	vmb	may	may	0
concerne	concerne	vvi	concern	concern	0
in	in	p-acp	in	in	0
this	this	d	this	this	0
behalfe	behalfe	n1	behalf	behalf	0
their	their	po32	their	their	0
rule	rule	n1	rule	rule	0
and	and	cc	and	and	0
governement	governement	n1	government	government	0
.	.	.	.	.	1
Given	Given	j-vvn	Given	give	0
in	in	p-acp	in	in	0
our	our	po12	our	our	0
Palace	Palace	n1	Palace	palace	0
at	at	p-acp	at	at	0
Westminster	Westminster	np1	Westminster	Westminster	0
under	under	p-acp	under	under	0
the	the	dt	the	the	0
testimonie	testimonie	n1	testimony	testimony	0
of	of	pp-f	of	of	0
our	our	po12	our	our	0
great	great	j	great	great	0
Seale	Seale	n1	Seal	seal	0
the	the	dt	the	the	0
