His	His	po31	His	his	0
which	which	r-crq	which	which	0
thing	thing	n1	thing	thing	0
as	as	c-acp	as	as	0
yet	yet	av	yet	yet	0
I	I	pns11	I	i	0
desire	desire	vvb	desire	desire	0
not	not	xx	not	not	0
.	.	.	.	.	1
But	But	p-acp	But	but	0
I	I	pns11	I	i	0
thinke	thinke	vvb	think	think	0
hereafter	hereafter	av	hereafter	hereafter	0
,	,	,	,	,	0
and	and	cc	and	and	0
before	before	c-acp	before	before	0
it	it	pn31	it	it	0
be	be	vbb	be	be	0
long	long	j	long	long	0
,	,	,	,	,	0
if	if	cs	if	if	0
I	I	pns11	I	i	0
shall	shall	vmb	shall	shall	0
be	be	vbi	be	be	0
desirous	desirous	j	desirous	desirous	0
to	to	pc-acp	to	to	0
go	go	vvi	go	go	0
from	from	p-acp	from	from	0
hence	hence	av	hence	hence	0
,	,	,	,	,	0
that	that	cst	that	that	0
they	they	pns32	they	they	0
wil	wil	vmb	will	will	0
not	not	xx	not	not	0
deny	deny	vvi	deny	deny	0
me	me	pno11	me	i	0
licence	licence	n1	licence	licence	0
.	.	.	.	.	1
Before	Before	c-acp	Before	before	0
we	we	pns12	we	we	0
might	might	vmd	might	may	0
be	be	vbi	be	be	0
suffered	suffered	vvn	suffered	suffer	0
to	to	pc-acp	to	to	0
come	come	vvi	come	come	0
out	out	av	out	out	0
of	of	pp-f	of	of	0
prison	prison	n1	prison	prison	0
,	,	,	,	,	0
I	I	pns11	I	i	0
was	was	vbds	was	be	0
forced	forced	vvn	forced	force	0
to	to	pc-acp	to	to	0
put	put	vvi	put	put	0
in	in	p-acp	in	in	0
suerties	suerties	n2	sureties	surety	0
for	for	p-acp	for	for	0
2000	2000	crd	2000	2000	0
pardaus	pardaus	n2	pardaus	pardau	0
,	,	,	,	,	0
not	not	xx	not	not	0
to	to	pc-acp	to	to	0
depart	depart	vvi	depart	depart	0
from	from	p-acp	from	from	0
hence	hence	av	hence	hence	0
without	without	p-acp	without	without	0
licence	licence	n1	licence	licence	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
viceroy	viceroy	n1	viceroy	viceroy	0
:	:	:	:	:	0
otherwise	otherwise	av	otherwise	otherwise	0
except	except	c-acp	except	except	0
this	this	d	this	this	0
,	,	,	,	,	0
we	we	pns12	we	we	0
have	have	vhb	have	have	0
as	as	p-acp	as	as	0
much	much	d	much	much	0
libertie	libertie	n1	liberty	liberty	0
as	as	c-acp	as	as	0
any	any	d	any	any	0
other	other	j-jn	other	other	0
nation	nation	n1	nation	nation	0
,	,	,	,	,	0
for	for	c-acp	for	for	0
I	I	pns11	I	i	0
have	have	vhb	have	have	0
our	our	po12	our	our	0
goods	goods	n2-j	goods	good	0
againe	againe	av	again	again	0
,	,	,	,	,	0
8c	8c	av	8c	8c	0
have	have	vhb	have	have	0
taken	taken	vvn	taken	take	0
an	an	dt	and	a	0
house	house	n1	house	house	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
chiefest	chiefest	js-jn	chiefest	chief	0
streete	streete	n1	street	street	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
towne	towne	n1	town	town	0
,	,	,	,	,	0
called	called	vvd	called	call	0
the	the	dt	the	the	0
Rue	Rue	n1	Rue	rue	0
drette	drette	vvb	drette	drette	0
,	,	,	,	,	0
where	where	c-crq	where	where	0
we	we	pns12	we	we	0
sell	sell	vvb	fell	sell	0
our	our	po12	our	our	0
goods	goods	n2-j	goods	good	0
.	.	.	.	.	1
{	{	{	{	{	0
n	n	wd	n	n	0
}	}	}	}	}	0
There	There	a-acp	There	there	0
were	were	vbdr	were	be	0
two	two	crd	two	two	0
causes	causes	n2	causes	cause	0
which	which	r-crq	which	which	0
moved	moved	vvd	moved	move	0
the	the	dt	the	the	0
captaine	captaine	n1	captain	captain	0
of	of	pp-f	of	of	0
Two	Two	crd	Two	two	0
causes	causes	n2	causes	cause	0
of	of	pp-f	of	of	0
Ormus	Ormus	fw-la	Ormus	ormus	0
to	to	pc-acp	to	to	0
imprison	imprison	vvi	imprison	imprison	0
us	us	pno12	us	we	0
,	,	,	,	,	0
8c	8c	av	8c	8c	0
afterwards	afterwards	av	afterwards	afterward	0
to	to	pc-acp	to	to	0
send	send	vvi	send	send	0
us	us	pno12	us	we	0
hither	hither	av	hither	hither	0
.	.	.	.	.	0
oar	oar	n1	oar	oar	0
.	.	.	.	.	0
mens	mens	fw-la	mens	mens	0
im~	im~	p-acp	im	im	0
The	The	dt	The	the	0
first	first	ord	first	first	0
was	was	vbds	was	be	0
,	,	,	,	,	0
because	because	c-acp	because	because	0
Michael	Michael	np1	Michael	Michael	0
Stropene	Stropene	np1	Stropene	Stropene	0
had	had	vhd	had	have	0
accused	accused	vvn	accused	accuse	0
us	us	pno12	us	we	0
at	at	p-acp	at	at	0
{	{	{	{	{	0
n	n	wd	n	n	0
}	}	}	}	}	0
of	of	pp-f	of	of	0
many	many	d	many	many	0
matters	matters	n2	matters	matter	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
were	were	vbdr	were	be	0
most	most	av-ds	most	most	0
false	false	j	false	false	0
.	.	.	.	.	1
And	And	cc	And	and	0
the	the	dt	the	the	0
second	second	ord	second	second	0
was	was	vbds	was	be	0
for	for	p-acp	for	for	0
that	that	d	that	that	0
M.	M.	n1	M.	m.	0
Drake	Drake	n1	Drake	drake	0
at	at	p-acp	at	at	0
his	his	po31	his	his	0
being	being	vbg	being	be	0
at	at	p-acp	at	at	0
Maluco	Maluco	np1	Maluco	Maluco	0
,	,	,	,	,	0
caused	caused	vvd	caused	cause	0
two	two	crd	two	two	0
pieces	pieces	n2	pieces	piece	0
of	of	pp-f	of	of	0
his	his	po31	his	his	0
ordinance	ordinance	n1	ordinance	ordinance	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
shot	shot	vvn	shot	shoot	0
at	at	p-acp	at	at	0
a	a	dt	a	a	0
gallion	gallion	n1	gallion	gallion	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
kings	kings	n2	kings	king	0
of	of	pp-f	of	of	0
Portugall	Portugall	np1	Portugall	Portugal	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
they	they	pns32	they	they	0
say	say	vvb	say	say	0
.	.	.	.	.	1
But	But	p-acp	But	but	0
of	of	pp-f	of	of	0
these	these	d	these	these	0
things	things	n2	things	thing	0
I	I	pns11	I	i	0
did	did	vdd	did	do	0
not	not	xx	not	not	0
know	know	vvi	know	know	0
at	at	p-acp	at	at	0
Ormus	Ormus	fw-la	Ormus	ormus	0
:	:	:	:	:	0
and	and	cc	and	and	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
ship	ship	n1	ship	ship	0
that	that	cst	that	that	0
we	we	pns12	we	we	0
were	were	vbdr	were	be	0
sent	sent	vvn	sent	send	0
in	in	p-acp	in	in	0
came	came	vvd	came	come	0
the	the	dt	the	the	0
chiefest	chiefest	js-jn	chiefest	chief	0
justice	justice	n1	justice	justice	0
in	in	p-acp	in	in	0
Ormus	Ormus	fw-la	Ormus	ormus	0
,	,	,	,	,	0
who	who	r-crq	who	who	0
was	was	vbds	was	be	0
called	called	vvn	called	call	0
Aveador	Aveador	np1	Aveador	Aveador	0
general	general	n1	general	general	0
of	of	pp-f	of	of	0
that	that	d	that	that	0
place	place	n1	place	place	0
,	,	,	,	,	0
he	he	pns31	he	he	0
had	had	vhd	had	have	0
beene	beene	vbn	been	be	0
there	there	a-acp	there	there	0
three	three	crd	three	three	0
yeeres	yeeres	n2	years	year	0
,	,	,	,	,	0
so	so	av	so	so	0
that	that	cst	that	that	0
now	now	av	now	now	0
his	his	po31	his	his	0
time	time	n1	time	time	0
was	was	vbds	was	be	0
expired	expired	vvn	expired	expire	0
:	:	:	:	:	0
which	which	r-crq	which	which	0
Aveador	Aveador	np1	Aveador	Aveador	0
is	is	vbz	is	be	0
a	a	dt	a	a	0
great	great	j	great	great	0
friend	friend	n1	friend	friend	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
captaine	captaine	n1	captain	captain	0
of	of	pp-f	of	of	0
Ormus	Ormus	fw-la	Ormus	ormus	0
,	,	,	,	,	0
who	who	r-crq	who	who	0
,	,	,	,	,	0
certaine	certaine	j	certain	certain	0
dayes	dayes	n2	days	day	0
after	after	p-acp	after	after	0
our	our	po12	our	our	0
com-ming	com-ming	j	coming	coming	0
from	from	p-acp	from	from	0
thence	thence	av	thence	thence	0
,	,	,	,	,	0
sent	sent	vvn	sent	send	0
for	for	p-acp	for	for	0
mee	mee	pno11	me	i	0
into	into	p-acp	into	into	0
his	his	po31	his	his	0
chamber	chamber	n1	chamber	chamber	0
,	,	,	,	,	0
and	and	cc	and	and	0
{	{	{	{	{	0
n	n	wd	n	n	0
}	}	}	}	}	0
459	459	crd	459	459	0
{	{	{	{	{	0
n	n	wd	n	n	0
}	}	}	}	}	0
there	there	a-acp	there	there	0
beganne	beganne	vvd	began	begin	0
to	to	pc-acp	to	to	0
demaund	demaund	vvi	demand	demand	0
of	of	pp-f	of	of	0
me	me	pno11	me	i	0
many	many	d	many	many	0
things	things	n2	things	thing	0
,	,	,	,	,	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
which	which	r-crq	which	which	0
I	I	pns11	I	i	0
answered	answered	vvd	answered	answer	0
:	:	:	:	:	0
and	and	cc	and	and	0
amongst	amongst	p-acp	among	among	0
the	the	dt	the	the	0
rest	rest	n1	rest	rest	0
,	,	,	,	,	0
he	he	pns31	he	he	0
said	said	vvd	said	say	0
,	,	,	,	,	0
that	that	cst	that	that	0
Master	Master	n1	Master	master	0
Drake	Drake	np1	Drake	Drake	0
was	was	vbds	was	be	0
sent	sent	vvn	sent	send	0
out	out	av	out	out	0
of	of	pp-f	of	of	0
England	England	np1	England	England	0
with	with	p-acp	with	with	0
many	many	d	many	many	0
ships	ships	n2	ships	ship	0
,	,	,	,	,	0
and	and	cc	and	and	0
came	came	vvd	came	come	0
to	to	p-acp	to	to	0
Maluco	Maluco	np1	Maluco	Maluco	0
,	,	,	,	,	0
and	and	cc	and	and	0
there	there	a-acp	there	there	0
laded	laded	j-vvn	jaded	jade	0
cloves	cloves	n2	cloves	clove	0
,	,	,	,	,	0
and	and	cc	and	and	0
finding	finding	vvg	finding	find	0
a	a	dt	a	a	0
gallion	gallion	n1	gallion	gallion	0
there	there	a-acp	there	there	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
kings	kings	n2	kings	king	0
of	of	pp-f	of	of	0
Portugall	Portugall	np1	Portugall	Portugal	0
,	,	,	,	,	0
hee	hee	pns31	he	he	0
caused	caused	vvd	caused	cause	0
two	two	crd	two	two	0
pieces	pieces	n2	pieces	piece	0
of	of	pp-f	of	of	0
his	his	po31	his	his	0
greatest	greatest	js	greatest	great	0
ordinance	ordinance	n1	ordinance	ordinance	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
shot	shot	vvn	shot	shoot	0
at	at	p-acp	at	at	0
the	the	dt	the	the	0
same	same	d	same	same	0
:	:	:	:	:	0
and	and	cc	and	and	0
so	so	av	so	so	0
perceiving	perceiving	vvg	perceiving	perceive	0
that	that	cst	that	that	0
this	this	d	this	this	0
did	did	vdd	did	do	0
greatly	greatly	av-j	greatly	great	0
grieve	grieve	vvi	grieve	grieve	0
them	them	pno32	them	they	0
,	,	,	,	,	0
I	I	pns11	I	i	0
asked	asked	vvd	asked	ask	0
,	,	,	,	,	0
if	if	cs	if	if	0
they	they	pns32	they	they	0
would	would	vmd	would	will	0
be	be	vbi	be	be	0
revenged	revenged	vvn	revenged	revenge	0
of	of	pp-f	of	of	0
me	me	pno11	me	i	0
for	for	p-acp	for	for	0
that	that	d	that	that	0
which	which	r-crq	which	which	0
M.	M.	n1	M.	m.	0
Drake	Drake	np1	Drake	Drake	0
had	had	vhd	had	have	0
done	done	vdn	done	do	0
?	?	?	?	?	1
To	To	p-acp	To	to	0
the	the	dt	the	the	0
which	which	r-crq	which	which	0
he	he	pns31	he	he	0
answered	answered	vvd	answered	answer	0
,	,	,	,	,	0
No	No	uh-dx	No	no	0
:	:	:	:	:	0
although	although	cs	although	although	0
his	his	po31	his	his	0
meaning	meaning	n1	meaning	meaning	0
was	was	vbds	was	be	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
contrary	contrary	n-jn	contrary	contrary	0
.	.	.	.	.	1
{	{	{	{	{	0
n	n	wd	n	n	0
}	}	}	}	}	0
[	[	[	[	[	0
II.	II.	crd	II	ii	0
i	i	sy	i	i	0
.	.	.	.	.	1
249.	249.	crd	249.	249.	0
]	]	]	]	]	1
He	He	pns31	He	he	0
said	said	vvd	said	say	0
moreover	moreover	av	moreover	moreover	0
,	,	,	,	,	0
that	that	cst	that	that	0
the	the	dt	the	the	0
cause	cause	n1	cause	cause	0
why	why	c-crq	why	why	0
the	the	dt	the	the	0
captaine	captaine	n1	captain	captain	0
of	of	pp-f	of	of	0
Ormus	Ormus	fw-la	Ormus	ormus	0
did	did	vdd	did	do	0
send	send	vvi	send	send	0
me	me	pno11	me	i	0
for	for	p-acp	for	for	0
Goa	Goa	zz	Goa	goa	0
,	,	,	,	,	0
was	was	vbds	was	be	0
,	,	,	,	,	0
for	for	c-acp	for	for	0
that	that	cst	that	that	0
the	the	dt	the	the	0
Viceroy	Viceroy	n1	Viceroy	viceroy	0
would	would	vmd	would	will	0
understand	understand	vvi	understand	understand	0
of	of	pp-f	of	of	0
mee	mee	pno11	me	i	0
,	,	,	,	,	0
what	what	q-crq	what	what	0
newes	newes	n1	news	news	0
there	there	a-acp	there	there	0
was	was	vbds	was	be	0
of	of	pp-f	of	of	0
Don	Don	n1	DONE	don	0
Antonio	Antonio	np1	Antonio	Antonio	0
,	,	,	,	,	0
and	and	cc	and	and	0
whether	whether	cs	whither	whether	0
he	he	pns31	he	he	0
were	were	vbdr	were	be	0
in	in	p-acp	in	in	0
England	England	np1	England	England	0
,	,	,	,	,	0
yea	yea	uh	yea	yea	0
or	or	cc	or	or	0
no	no	uh-dx	no	no	0
,	,	,	,	,	0
and	and	cc	and	and	0
that	that	cst	that	that	0
it	it	pn31	it	it	0
might	might	vmd	might	may	0
be	be	vbi	be	be	0
all	all	d	all	all	0
for	for	p-acp	for	for	0
the	the	dt	the	the	0
best	best	js	best	best	0
that	that	cst	that	that	0
I	I	pns11	I	i	0
was	was	vbds	was	be	0
sent	sent	vvn	sent	send	0
hither	hither	av	hither	hither	0
,	,	,	,	,	0
the	the	dt	the	the	0
which	which	r-crq	which	which	0
I	I	pns11	I	i	0
trust	trust	vvb	trust	trust	0
in	in	p-acp	in	in	0
God	God	np1	God	God	0
wil	wil	vmb	will	will	0
so	so	av	so	so	0
fall	fall	vvi	fallen	fall	0
out	out	av	out	out	0
,	,	,	,	,	0
although	although	cs	although	although	0
contrary	contrary	j-jn	contrary	contrary	0
to	to	p-acp	to	to	0
his	his	po31	his	his	0
expectation	expectation	n1	expectation	expectation	0
:	:	:	:	:	0
for	for	c-acp	for	for	0
had	had	vhd	had	have	0
it	it	pn31	it	it	0
not	not	xx	not	not	0
pleased	pleased	vvn	pleased	please	0
God	God	np1	God	God	0
to	to	pc-acp	to	to	0
put	put	vvi	put	put	0
into	into	p-acp	into	into	0
the	the	dt	the	the	0
minds	minds	n2	minds	mind	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
archbishop	archbishop	n1	archbishop	archbishop	0
and	and	cc	and	and	0
other	other	j-jn	other	other	0
two	two	crd	two	two	0
Padres	Padres	np1	Padres	Padres	0
or	or	cc	or	or	0
Jesuits	Jesuits	np2	Jesuits	Jesuit	0
of	of	pp-f	of	of	0
S.	S.	np1	S.	S.	0
Pauls	Pauls	npg1	Pauls	Paul	0
coiledge	coiledge	n1	coiledge	coiledge	0
to	to	pc-acp	to	to	0
stand	stand	vvi	stand	stand	0
our	our	po12	our	our	0
friends	friends	n2	friends	friend	0
,	,	,	,	,	0
we	we	pns12	we	we	0
might	might	vmd	might	may	0
have	have	vhi	have	have	0
rotted	rotted	vvn	rotted	rot	0
in	in	p-acp	in	in	0
prison	prison	n1	prison	prison	0
.	.	.	.	.	1
The	The	dt	The	the	0
archbishop	archbishop	n1	archbishop	archbishop	0
is	is	vbz	is	be	0
a	a	dt	a	a	0
very	very	av	very	very	0
good	good	j	good	good	0
man	man	n1	man	man	0
,	,	,	,	,	0
who	who	r-crq	who	who	0
hath	hath	vhz	hath	have	0
two	two	crd	two	two	0
yong	yong	j	young	young	0
men	men	n2	men	man	0
to	to	p-acp	to	to	0
his	his	po31	his	his	0
servantes	servantes	n2	servants	servant	0
,	,	,	,	,	0
the	the	dt	the	the	0
one	one	crd	one	one	0
of	of	pp-f	of	of	0
them	them	pno32	them	they	0
was	was	vbds	was	be	0
borne	borne	vvn	born	bear	0
at	at	p-acp	at	at	0
Hamborough	Hamborough	np1	Hamborough	Hamborough	0
,	,	,	,	,	0
and	and	cc	and	and	0
is	is	vbz	is	be	0
called	called	vvn	called	call	0
Bernard	Bernard	np1	Bernard	Bernard	0
Borgers	Borgers	np1	Borgers	Borgers	0
:	:	:	:	:	0
and	and	cc	and	and	0
the	the	dt	the	the	0
other	other	n-jn	other	other	0
was	was	vbds	was	be	0
borne	borne	vvn	born	bear	0
at	at	p-acp	at	at	0
Enchuysen	Enchuysen	np1	Enchuysen	Enchuysen	0
,	,	,	,	,	0
whose	whose	rg-crq	whose	who	0
name	name	n1	name	name	0
is	is	vbz	is	be	0
The	The	dt	The	the	0
author	author	n1	author	author	0
of	of	pp-f	of	of	0
John	John	np1	John	John	0
Linscot	Linscot	n1	Linscot	linscot	0
,	,	,	,	,	0
who	who	r-crq	who	who	0
did	did	vdd	did	do	0
us	us	pno12	us	we	0
great	great	j	great	great	0
pleasure	pleasure	n1	pleasure	pleasure	0
:	:	:	:	:	0
for	for	c-acp	for	for	0
by	by	p-acp	by	by	0
them	them	pno32	them	they	0
the	the	dt	the	the	0
book	book	n1	book	book	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
^g	^g	zz	^g	^g	0
archbishop	archbishop	n1	archbishop	archbishop	0
was	was	vbds	was	be	0
many	many	d	many	many	0
times	times	n2	times	time	0
put	put	vvn	put	put	0
in	in	p-acp	in	in	0
minde	minde	n1	mind	mind	0
of	of	pp-f	of	of	0
us	us	pno12	us	we	0
.	.	.	.	.	0
ast	ast	zz	ast	ast	0
n	n	zz	n	n	0
tes	tes	zz	tes	tes	0
,	,	,	,	,	0
