Another	Another	j-jn	Another	another	0
him	him	pno31	him	he	0
in	in	p-acp	in	in	0
our	our	po12	our	our	0
shippes	shippes	n2	ships	ship	0
.	.	.	.	.	1
You	You	pn22	You	you	0
shal	shal	vmb	shall	shall	0
understand	understand	vvi	understand	understand	0
that	that	cst	that	that	0
we	we	pns12	we	we	0
have	have	vhb	have	have	0
laden	laden	vvn	laden	lade	0
in	in	p-acp	in	in	0
three	three	crd	three	three	0
good	good	j	good	good	0
shippes	shippes	n2	ships	ship	0
of	of	pp-f	of	of	0
ours	ours	png12	ours	we	0
these	these	d	these	these	0
kind	kind	n1	kind	kind	0
of	of	pp-f	of	of	0
wares	wares	n2	wares	ware	0
following	following	vvg	following	follow	0
:	:	:	:	:	0
to	to	p-acp	to	to	0
wit	wit	n1	wit	wit	0
,	,	,	,	,	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
The	The	dt	The	the	0
Swallow	Swallow	n1	Swallow	swallow	0
.	.	.	.	.	1
Swallowe	Swallowe	n1	Swallow	swallow	0
of	of	pp-f	of	of	0
London	London	np1	London	London	0
,	,	,	,	,	0
Master	Master	n1	Master	master	0
under	under	p-acp	under	under	0
God	God	np1	God	God	0
Steven	Steven	np1	Steven	Steven	0
Burrow	Burrow	np1	Burrow	Burrow	0
,	,	,	,	,	0
{	{	{	{	{	0
n	n	wd	n	n	0
}	}	}	}	}	0
34	34	crd	34	34	0
fardels	fardels	n2	farthels	fardel	0
N°	N°	np1	N°	N°	0
136	136	crd	136	136	0
broad	broad	j	broad	broad	0
short	short	j	short	short	0
clothes	clothes	n2	clothes	clothes	0
,	,	,	,	,	0
and	and	cc	and	and	0
foure	foure	crd	foure	four	0
fardels	fardels	n2	farthels	fardel	0
N°	N°	np1	N°	N°	0
58	58	crd	58	58	0
Hampshire	Hampshire	np1	Hampshire	Hampshire	0
Kersies	Kersies	n2	Kersies	kersey	0
:	:	:	:	:	0
and	and	cc	and	and	0
23	23	crd	23	23	0
pipes	pipes	n2	pipes	pipe	0
of	of	pp-f	of	of	0
bastards	bastards	n2	bastards	bastard	0
and	and	cc	and	and	0
seckes	seckes	n2	seckes	secke	0
,	,	,	,	,	0
and	and	cc	and	and	0
263	263	crd	263	263	0
pieces	pieces	n2	pieces	piece	0
of	of	pp-f	of	of	0
raisins	raisins	n2	raisins	raisin	0
and	and	cc	and	and	0
4	4	crd	4	4	0
hogsheds	hogsheds	n2	hogsheads	hogshead	0
N°	N°	np1	N°	N°	0
154	154	crd	154	154	0
pieces	pieces	n2	pieces	piece	0
of	of	pp-f	of	of	0
round	round	j	round	round	0
pewter	pewter	n1	pewter	pewter	0
,	,	,	,	,	0
and	and	cc	and	and	0
ten	ten	crd	ten	ten	0
hogsheds	hogsheds	n2	hogsheads	hogshead	0
and	and	cc	and	and	0
poncheons	poncheons	n2	poncheons	poncheon	0
of	of	pp-f	of	of	0
prunes	prunes	n2	prunes	prune	0
,	,	,	,	,	0
and	and	cc	and	and	0
one	one	crd	one	one	0
dryfatte	dryfatte	n1	dryfatte	dryfatte	0
with	with	p-acp	with	with	0
Almonds	Almonds	n2	Almonds	almond	0
.	.	.	.	.	1
The	The	dt	The	the	0
Philip	Philip	n1	Philip	fillip	0
And	And	cc	And	and	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
Philip	Philip	n1	Philip	fillip	0
and	and	cc	and	and	0
Marie	Marie	vvi	marry	marry	0
,	,	,	,	,	0
Master	Master	n1	Master	master	0
under	under	p-acp	under	under	0
God	God	np1	God	God	0
Thomas	Thomas	np1	Thomas	Thomas	0
and	and	cc	and	and	0
Marie	Marie	np1	Marie	Marie	0
.	.	.	.	.	1
25	25	crd	25	25	0
fardels	fardels	n2	farthels	fardel	0
N°	N°	np1	N°	N°	0
100	100	crd	100	100	0
broad	broad	j	broad	broad	0
clothes	clothes	n2	clothes	clothes	0
,	,	,	,	,	0
and	and	cc	and	and	0
three	three	crd	three	three	0
{	{	{	{	{	0
n	n	wd	n	n	0
}	}	}	}	}	0
fardels	fardels	n2	farthels	fardel	0
N°	N°	np1	N°	N°	0
42	42	crd	42	42	0
Hampshire	Hampshire	np1	Hampshire	Hampshire	0
Kersies	Kersies	n2	Kersies	kersey	0
,	,	,	,	,	0
and	and	cc	and	and	0
thirtie	thirtie	crd	thirtie	thirty	0
pipes	pipes	n2	pipes	pipe	0
of	of	pp-f	of	of	0
seckes	seckes	n2	seckes	secke	0
and	and	cc	and	and	0
bastards	bastards	n2	bastards	bastard	0
,	,	,	,	,	0
and	and	cc	and	and	0
100	100	crd	100	100	0
pieces	pieces	n2	pieces	piece	0
of	of	pp-f	of	of	0
raisins	raisins	n2	raisins	raisin	0
.	.	.	.	.	1
And	And	cc	And	and	0
in	in	p-acp	in	in	0
The	The	dt	The	the	0
Jesus	Jesus	np1	Jesus	Jesus	0
.	.	.	.	.	0
the	the	dt	the	the	0
Jesus	Jesus	np1	Jesus	Jesus	0
of	of	pp-f	of	of	0
London	London	np1	London	London	0
,	,	,	,	,	0
Master	Master	n1	Master	master	0
under	under	p-acp	under	under	0
God	God	np1	God	God	0
Arthur	Arthur	np1	Arthur	Arthur	0
Pette	Pette	np1	Pette	Pette	0
,	,	,	,	,	0
{	{	{	{	{	0
n	n	wd	n	n	0
}	}	}	}	}	0
10	10	crd	10	10	0
fardels	fardels	n2	farthels	fardel	0
N°	N°	np1	N°	N°	0
40	40	crd	40	40	0
broade	broade	j	broad	broad	0
shorte	shorte	j	short	short	0
clothes	clothes	n2	clothes	clothes	0
,	,	,	,	,	0
and	and	cc	and	and	0
twenty	twenty	crd	twenty	twenty	0
seven	seven	crd	seven	seven	0
pipes	pipes	n2	pipes	pipe	0
of	of	pp-f	of	of	0
bastards	bastards	n2	bastards	bastard	0
and	and	cc	and	and	0
seckes	seckes	n2	seckes	secke	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
by	by	p-acp	by	by	0
the	the	dt	the	the	0
Invoices	Invoices	n2	Invoices	invoice	0
herewith	herewith	av	herewith	herewith	0
inclosed	inclosed	vvn	enclosed	enclose	0
may	may	vmb	may	may	0
appeare	appeare	vvi	appear	appear	0
:	:	:	:	:	0
Also	Also	av	Also	also	0
you	you	pn22	you	you	0
shall	shall	vmb	shall	shall	0
receive	receive	vvi	receive	receive	0
such	such	d	such	such	0
necessaries	necessaries	n2-j	necessaries	necessary	0
as	as	c-acp	as	as	0
you	you	pn22	you	you	0
did	did	vdd	did	do	0
write	write	vvi	write	write	0
to	to	pc-acp	to	to	0
bee	bee	vbi	be	be	0
sent	sent	vvn	sent	send	0
for	for	p-acp	for	for	0
the	the	dt	the	the	0
rope	rope	n1	rope	rope	0
makers	makers	n2	makers	maker	0
:	:	:	:	:	0
trusting	trusting	vvg	trusting	trust	0
that	that	cst	that	that	0
you	you	pn22	you	you	0
shall	shall	vmb	shall	shall	0
have	have	vhi	have	have	0
better	better	jc	better	better	0
successe	successe	n1	success	success	0
with	with	p-acp	with	with	0
them	them	pno32	them	they	0
which	which	r-crq	which	which	0
you	you	pn22	you	you	0
shall	shall	vmb	shall	shall	0
send	send	vvi	send	send	0
us	us	pno12	us	we	0
in	in	p-acp	in	in	0
these	these	d	these	these	0
ships	ships	n2	ships	ship	0
,	,	,	,	,	0
then	then	av	then	then	0
with	with	p-acp	with	with	0
the	the	dt	the	the	0
rest	rest	n1	rest	rest	0
which	which	r-crq	which	which	0
you	you	pn22	you	you	0
have	have	vhb	have	have	0
sent	sent	vvn	sent	send	0
us	us	pno12	us	we	0
yet	yet	av	yet	yet	0
:	:	:	:	:	0
for	for	c-acp	for	for	0
we	we	pns12	we	we	0
as	as	p-acp	as	as	0
yet	yet	av	yet	yet	0
have	have	vhi	have	have	0
sold	sold	vvn	sold	sell	0
none	none	pix	none	none	0
of	of	pp-f	of	of	0
them	them	pno32	them	they	0
.	.	.	.	.	1
And	And	cc	And	and	0
whereas	whereas	cs	whereas	whereas	0
we	we	pns12	we	we	0
wrote	wrote	vvd	wrote	write	0
unto	unto	p-acp	unto	unto	0
you	you	pn22	you	you	0
in	in	p-acp	in	in	0
our	our	po12	our	our	0
former	former	j	former	former	0
letter	letter	n1	letter	letter	0
,	,	,	,	,	0
that	that	cst	that	that	0
we	we	pns12	we	we	0
would	would	vmd	would	will	0
send	send	vvi	send	send	0
you	you	pn22	you	you	0
a	a	dt	a	a	0
hundred	hundred	crd	hundred	hundred	0
tunnes	tunnes	n2	tons	ton	0
of	of	pp-f	of	of	0
salte	salte	n1	salt	salt	0
,	,	,	,	,	0
by	by	p-acp	by	by	0
reason	reason	n1	reason	reason	0
it	it	pn31	it	it	0
is	is	vbz	is	be	0
so	so	av	so	so	0
deare	deare	j-jn	deer	dear	0
here	here	av	here	here	0
we	we	pns12	we	we	0
doe	doe	vdb	do	do	0
send	send	vvi	send	send	0
you	you	pn22	you	you	0
but	but	p-acp	but	but	0
nine	nine	crd	nine	nine	0
tunnes	tunnes	n2	tons	ton	0
and	and	cc	and	and	0
a	a	dt	a	a	0
halfe	halfe	n-jn	half	half	0
,	,	,	,	,	0
for	for	c-acp	for	for	0
it	it	pn31	it	it	0
cost	cost	vvd	cost	cost	0
here	here	av	here	here	0
ten	ten	crd	ten	ten	0
pence	pence	n2	pence	penny	0
the	the	dt	the	the	0
bushell	bushell	n1	bushel	bushel	0
the	the	dt	the	the	0
first	first	ord	first	first	0
penie	penie	n1	penny	penny	0
:	:	:	:	:	0
namely	namely	av	namely	namely	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
Swallow	Swallow	n1	Swallow	swallow	0
6	6	crd	6	6	0
tunnes	tunnes	n2	tons	ton	0
and	and	cc	and	and	0
a	a	dt	a	a	0
halfe	halfe	n-jn	half	half	0
,	,	,	,	,	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
Philip	Philip	n1	Philip	fillip	0
and	and	cc	and	and	0
Marie	Marie	vvi	marry	marry	0
one	one	crd	one	one	0
tunne	tunne	n1	tun	ton	0
and	and	cc	and	and	0
a	a	dt	a	a	0
halfe	halfe	n-jn	half	half	0
,	,	,	,	,	0
and	and	cc	and	and	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
Jesus	Jesus	np1	Jesus	Jesus	0
one	one	crd	one	one	0
tunne	tunne	n1	tun	ton	0
and	and	cc	and	and	0
a	a	dt	a	a	0
halfe	halfe	n-jn	half	half	0
.	.	.	.	.	1
The	The	dt	The	the	0
4	4	crd	4	4	0
hogsheds	hogsheds	n2	hogsheads	hogshead	0
of	of	pp-f	of	of	0
round	round	j	round	round	0
pewter	pewter	n1	pewter	pewter	0
goe	goe	vvi	go	go	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
Swallow	Swallow	n1	Swallow	swallow	0
and	and	cc	and	and	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
Philip	Philip	n1	Philip	fillip	0
and	and	cc	and	and	0
Marie	Marie	vvi	marry	marry	0
N°	N°	np1	N°	N°	0
154	154	crd	154	154	0
pieces	pieces	n2	pieces	piece	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
is	is	vbz	is	be	0
aforesaid	aforesaid	j	aforesaid	aforesaid	0
.	.	.	.	.	1
We	We	pns12	We	we	0
send	send	vvb	send	send	0
you	you	pn22	you	you	0
three	three	crd	three	three	0
ships	ships	n2	ships	ship	0
,	,	,	,	,	0
trusting	trusting	vvg	trusting	trust	0
that	that	cst	that	that	0
you	you	pn22	you	you	0
have	have	vhb	have	have	0
provided	provided	vvn	provided	provide	0
according	according	vvg	according	accord	0
to	to	p-acp	to	to	0
our	our	po12	our	our	0
former	former	j	former	former	0
writing	writing	n1	writing	writing	0
good	good	j	good	good	0
store	store	n1	store	store	0
of	of	pp-f	of	of	0
lading	lading	n-vvg	lading	lade	0
for	for	p-acp	for	for	0
them	them	pno32	them	they	0
.	.	.	.	.	1
If	If	cs	If	if	0
yee	yee	pn22	ye	you	0
have	have	vhb	have	have	0
more	more	dc	more	more	0
wares	wares	n2	wares	ware	0
then	then	av	then	then	0
will	will	vmb	will	will	0
lade	lade	vvi	lade	lade	0
the	the	dt	the	the	0
ships	ships	n2	ships	ship	0
,	,	,	,	,	0
let	let	vvb	let	let	0
it	it	pn31	it	it	0
be	be	vbi	be	be	0
Traine	Traine	n1	Train	train	0
408	408	crd	408	408	0
{	{	{	{	{	0
n	n	wd	n	n	0
}	}	}	}	}	0
oyles	oyles	n2	oils	oil	0
that	that	cst	that	that	0
you	you	pn22	you	you	0
leave	leave	vvb	leave	leave	0
behinde	behinde	a-acp	behind	behind	0
:	:	:	:	:	0
the	the	dt	the	the	0
price	price	n1	price	price	0
is	is	vbz	is	be	0
not	not	xx	not	not	0
here	here	av	here	here	0
so	so	av	so	so	0
good	good	j	good	good	0
as	as	c-acp	as	as	0
it	it	pn31	it	it	0
was	was	vbds	was	be	0
:	:	:	:	:	0
it	it	pn31	it	it	0
is	is	vbz	is	be	0
worth	worth	j	worth	worth	0
here	here	av	here	here	0
9	9	crd	9	9	0
pound	pound	n1	pound	pound	0
the	the	dt	the	the	0
tunne	tunne	n1	tun	ton	0
.	.	.	.	.	1
We	We	pns12	We	we	0
thinke	thinke	vvb	think	think	0
it	it	pn31	it	it	0
good	good	j	good	good	0
you	you	pn22	you	you	0
should	should	vmd	should	shall	0
let	let	vvi	let	let	0
the	the	dt	the	the	0
smaller	smaller	jc	smaller	small	0
ship	ship	n1	ship	ship	0
bring	bring	vvi	bring	bring	0
as	as	p-acp	as	as	0
much	much	d	much	much	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
traine	traine	n1	train	train	0
as	as	c-acp	as	as	0
she	she	pns31	she	she	0
can	can	vmb	can	can	0
cary	cary	vvi	carry	carry	0
:	:	:	:	:	0
And	And	cc	And	and	0
that	that	cst	that	that	0
the	the	dt	the	the	0
masters	masters	n2	master's	master	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
ships	ships	n2	ships	ship	0
do	do	vdb	do	do	0
looke	looke	vvi	look	look	0
wel	wel	av	well	well	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
romaging	romaging	vvg	rummaging	rummage	0
,	,	,	,	,	0
for	for	c-acp	for	for	0
they	they	pns32	they	they	0
might	might	vmd	might	may	0
bring	bring	vvi	bring	bring	0
away	away	av	away	away	0
a	a	dt	a	a	0
great	great	j	great	great	0
deale	deale	n1	deal	deal	0
more	more	dc	more	more	0
then	then	cs	then	than	0
they	they	pns32	they	they	0
doe	doe	vdb	do	do	0
,	,	,	,	,	0
if	if	cs	if	if	0
they	they	pns32	they	they	0
would	would	vmd	would	will	0
take	take	vvi	take	take	0
paine	paine	n1	pain	pain	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
romaging	romaging	vvg	rummaging	rummage	0
:	:	:	:	:	0
and	and	cc	and	and	0
bestowe	bestowe	vvi	bestow	bestow	0
the	the	dt	the	the	0
traine	traine	n1	train	train	0
by	by	p-acp	by	by	0
it	it	pn31	it	it	0
selfe	selfe	n1	self	self	0
,	,	,	,	,	0
and	and	cc	and	and	0
the	the	dt	the	the	0
waxe	waxe	n1	wax	wax	0
and	and	cc	and	and	0
tallowe	tallowe	n1	tallow	tallow	0
by	by	p-acp	by	by	0
it	it	pn31	it	it	0
selfe	selfe	n1	self	self	0
:	:	:	:	:	0
for	for	c-acp	for	for	0
the	the	dt	the	the	0
leakage	leakage	n1	leakage	leakage	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
traine	traine	n1	train	train	0
doth	doth	vdz	does	do	0
fowle	fowle	j	fowl	foul	0
the	the	dt	the	the	0
other	other	j-jn	other	other	0
wares	wares	n2	wares	ware	0
much	much	av-d	much	much	0
.	.	.	.	.	1
As	As	p-acp	As	as	0
for	for	p-acp	for	for	0
Allard	Allard	np1	Allard	Allard	0
the	the	dt	the	the	0
skinner	skinner	n1	skinner	skinner	0
,	,	,	,	,	0
if	if	cs	if	if	0
you	you	pn22	you	you	0
thinke	thinke	vvb	think	think	0
good	good	j	good	good	0
,	,	,	,	,	0
he	he	pns31	he	he	0
may	may	vmb	may	may	0
come	come	vvi	come	come	0
home	home	av-an	home	home	0
in	in	p-acp	in	in	0
these	these	d	these	these	0
shippes	shippes	n2	ships	ship	0
.	.	.	.	.	1
We	We	pns12	We	we	0
have	have	vhb	have	have	0
no	no	dx	no	no	0
doubt	doubt	n1	doubt	doubt	0
but	but	cc-acp	but	but	0
that	that	cst	that	that	0
you	you	pn22	you	you	0
Henrie	Henrie	np1	Henrie	Henry	0
Lane	Lane	n1	Lane	lane	0
,	,	,	,	,	0
if	if	cs	if	if	0
you	you	pn22	you	you	0
minde	minde	n1	mind	mind	0
to	to	pc-acp	to	to	0
come	come	vvi	come	come	0
home	home	av-an	home	home	0
now	now	av	now	now	0
in	in	p-acp	in	in	0
these	these	d	these	these	0
ships	ships	n2	ships	ship	0
as	as	c-acp	as	as	0
you	you	pn22	you	you	0
requested	requested	vvd	requested	request	0
,	,	,	,	,	0
will	will	vmb	will	will	0
leave	leave	vvi	leave	leave	0
such	such	d	such	such	0
good	good	j	good	good	0
order	order	n1	order	order	0
there	there	a-acp	there	there	0
with	with	p-acp	with	with	0
our	our	po12	our	our	0
servants	servants	n2	servants	servant	0
as	as	c-acp	as	as	0
shall	shall	vmb	shall	shall	0
bee	bee	vbi	be	be	0
for	for	p-acp	for	for	0
our	our	po12	our	our	0
most	most	av-ds	most	most	0
profite	profite	n1	profit	profit	0
and	and	cc	and	and	0
their	their	po32	their	their	0
preferment	preferment	n1	preferment	preferment	0
,	,	,	,	,	0
if	if	cs	if	if	0
they	they	pns32	they	they	0
doe	doe	vdb	do	do	0
their	their	po32	their	their	0
dueties	dueties	n2	duties	duty	0
diligently	diligently	av-j	diligently	diligent	0
and	and	cc	and	and	0
truely	truely	av-j	truly	true	0
.	.	.	.	.	1
If	If	cs	If	if	0
our	our	po12	our	our	0
friend	friend	n1	friend	friend	0
Master	Master	n1	Master	master	0
Antonie	Antonie	np1	Antonie	Antony	0
Jenkinson	Jenkinson	np1	Jenkinson	Jenkinson	0
bee	bee	vbb	be	be	0
returned	returned	vvn	returned	return	0
,	,	,	,	,	0
and	and	cc	and	and	0
meane	meane	vvb	mean	mean	0
to	to	pc-acp	to	to	0
come	come	vvi	come	come	0
away	away	av	away	away	0
in	in	p-acp	in	in	0
these	these	d	these	these	0
ships	ships	n2	ships	ship	0
to	to	pc-acp	to	to	0
declare	declare	vvi	declare	declare	0
his	his	po31	his	his	0
mind	mind	n1	mind	mind	0
and	and	cc	and	and	0
opinion	opinion	n1	opinion	opinion	0
of	of	pp-f	of	of	0
his	his	po31	his	his	0
travaile	travaile	n1	travail	travail	0
,	,	,	,	,	0
if	if	cs	if	if	0
need	need	n1	need	need	0
require	require	vvb	require	require	0
and	and	cc	and	and	0
he	he	pns31	he	he	0
be	be	vbb	be	be	0
so	so	av	so	so	0
minded	minded	vvn	minded	mind	0
he	he	pns31	he	he	0
may	may	vmb	may	may	0
returne	returne	vvi	return	return	0
thither	thither	av	thither	thither	0
by	by	p-acp	by	by	0
land	land	n1	land	land	0
and	and	cc	and	and	0
be	be	vbi	be	be	0
there	there	a-acp	there	there	0
by	by	p-acp	by	by	0
the	the	dt	the	the	0
fine	fine	n1	fine	fine	0
of	of	pp-f	of	of	0
Januarie	Januarie	np1	Januarie	Januarie	0
or	or	cc	or	or	0
before	before	p-acp	before	before	0
.	.	.	.	.	1
But	But	cc-acp	But	but	0
as	as	c-acp	as	as	0
we	we	pns12	we	we	0
be	be	vbb	be	be	0
un-certaine	un-certaine	j	uncertain	uncertain	0
whether	whether	cs	whither	whether	0
he	he	pns31	he	he	0
be	be	vbb	be	be	0
returned	returned	vvn	returned	return	0
or	or	cc	or	or	0
not	not	xx	not	not	0
